Denounce;Got attacked;Females;Stress;run
59;147;1209;0.03022513180754444;34
59;171;1209;0.030150695656478894;34
66;196;1209;0.03004645427724909;34
77;209;1209;0.029997399462713972;34
73;227;1209;0.02993958789594305;34
0;0;1244;0.0;35
6;29;1244;0.0;35
16;51;1244;0.030742402886891017;35
18;71;1244;0.030641165143480406;35
29;95;1244;0.03064432240258033;35
40;111;1244;0.03056154046905279;35
50;135;1244;0.030514782032011106;35
53;154;1244;0.030439672579277;35
58;179;1244;0.030316707622664037;35
63;204;1244;0.03022542388189864;35
81;226;1244;0.03012536712972784;35
0;0;1207;0.0;36
3;22;1207;0.0;36
14;39;1207;0.03112737735413907;36
27;47;1207;0.031097802528116662;36
19;58;1207;0.031079734464139225;36
26;68;1207;0.030995297767885135;36
35;87;1207;0.0308908861224991;36
40;109;1207;0.030832849607354745;36
43;133;1207;0.030829279382677446;36
58;151;1207;0.03074875174431051;36
49;173;1207;0.030692827139120086;36
0;0;1222;0.0;37
5;25;1222;0.0;37
14;51;1222;0.03123323258832442;37
34;72;1222;0.03116864437388512;37
34;91;1222;0.031085321321100718;37
41;112;1222;0.031056667269194604;37
38;129;1222;0.030925037341254184;37
42;147;1222;0.030917545488199912;37
54;171;1222;0.03084762494280779;37
63;192;1222;0.03078642588058714;37
70;216;1222;0.030694587772633026;37
0;0;1191;0.0;38
9;23;1191;0.0;38
16;49;1191;0.030218715947345952;38
23;69;1191;0.030168227446601047;38
38;88;1191;0.030095120891560252;38
39;108;1191;0.030030963050295362;38
40;134;1191;0.029932728706735544;38
56;156;1191;0.029895977062549886;38
71;175;1191;0.02976718949408362;38
75;197;1191;0.02970355919702311;38
65;216;1191;0.02963101371260053;38
0;0;1183;0.0;39
5;23;1183;0.0;39
11;37;1183;0.0307369459211156;39
19;62;1183;0.030695278183046352;39
29;86;1183;0.03065881416565071;39
41;104;1183;0.030618075600428483;39
46;127;1183;0.030506828545098043;39
53;146;1183;0.030359471386737273;39
62;165;1183;0.030332976095368287;39
68;183;1183;0.03028856937307944;39
71;197;1183;0.030211055146327166;39
0;0;1243;0.0;40
5;23;1243;0.0;40
17;38;1243;0.030665560228162355;40
23;62;1243;0.030593665671906706;40
32;89;1243;0.030545033305477753;40
34;111;1243;0.030494407944524328;40
60;133;1243;0.03042734897931624;40
54;149;1243;0.03038187024516316;40
63;164;1243;0.030256030608108032;40
70;183;1243;0.030143118685144438;40
81;205;1243;0.030039203702818047;40
0;0;1246;0.0;41
4;21;1246;0.0;41
13;42;1246;0.031205316090217726;41
23;63;1246;0.031126279926818778;41
31;84;1246;0.031070335315883973;41
38;104;1246;0.031005966436210154;41
44;124;1246;0.03095660947898762;41
54;143;1246;0.030863842964921537;41
64;166;1246;0.030802369672593113;41
58;184;1246;0.03070996401463131;41
55;200;1246;0.030654481869306846;41
0;0;1268;0.0;42
5;20;1268;0.0;42
12;44;1268;0.030620909518336015;42
25;67;1268;0.03054425997826927;42
32;85;1268;0.03049436798754379;42
40;100;1268;0.030438649090968738;42
49;122;1268;0.030364942521237465;42
50;143;1268;0.030369746208725828;42
44;163;1268;0.030266782065126185;42
67;182;1268;0.030143775914673408;42
72;196;1268;0.03004343221614699;42
0;0;1261;0.0;43
7;18;1261;0.0;43
17;41;1261;0.03150669675152978;43
28;61;1261;0.03148948362610583;43
28;76;1261;0.03145875496432722;43
32;96;1261;0.03132099785870972;43
40;114;1261;0.03126432828988609;43
53;139;1261;0.03118069377714784;43
52;166;1261;0.03112737411623978;43
62;183;1261;0.03102826259349189;43
69;203;1261;0.030934617908990936;43
0;0;1205;0.0;44
3;18;1205;0.0;44
16;40;1205;0.029655394654684884;44
24;64;1205;0.029626504046370093;44
33;92;1205;0.029541176424966727;44
35;107;1205;0.02951064229727462;44
48;131;1205;0.029427186106006115;44
49;148;1205;0.029360514593262266;44
54;162;1205;0.0293062867864315;44
63;184;1205;0.02930656260842137;44
62;204;1205;0.029218477353689133;44
0;0;1251;0.0;45
8;20;1251;0.0;45
10;47;1251;0.030757937139189073;45
31;83;1251;0.030642931422027342;45
45;101;1251;0.030684601046644295;45
41;123;1251;0.030641301810243556;45
48;143;1251;0.030469361702975543;45
48;164;1251;0.03036309754057917;45
73;176;1251;0.030345677114592972;45
78;203;1251;0.030228420627926005;45
91;228;1251;0.030172809351725505;45
0;0;1218;0.0;46
7;25;1218;0.0;46
18;54;1218;0.03089314660209187;46
23;76;1218;0.03087009495713173;46
42;102;1218;0.030777864252453827;46
47;129;1218;0.030726649779500334;46
59;153;1218;0.03062361628686544;46
64;177;1218;0.030536469501160228;46
67;203;1218;0.03039190420598126;46
79;229;1218;0.03030828050480768;46
85;247;1218;0.03018795172716862;46
0;0;1231;0.0;47
5;20;1231;0.0;47
13;40;1231;0.03057261923882117;47
16;65;1231;0.030560562285302732;47
33;80;1231;0.030486282406427062;47
42;107;1231;0.030402818010307385;47
55;130;1231;0.03034745513951595;47
63;150;1231;0.030190709663196473;47
67;166;1231;0.030092962752126647;47
63;189;1231;0.03002392481478571;47
72;206;1231;0.02993872083394587;47
0;0;1299;0.0;48
6;22;1299;0.0;48
15;53;1299;0.030896684268514524;48
21;70;1299;0.0308813237761595;48
39;96;1299;0.030822165083962103;48
48;111;1299;0.030733003476653822;48
44;131;1299;0.030598497368513312;48
52;155;1299;0.03047007609103775;48
68;174;1299;0.030427422609340265;48
83;197;1299;0.03030752649295666;48
96;221;1299;0.03028018957943117;48
0;0;1205;0.0;49
7;25;1205;0.0;49
8;41;1205;0.030559326580256438;49
19;65;1205;0.03051220064173161;49
36;88;1205;0.03047906307501563;49
45;108;1205;0.03040945293591711;49
48;127;1205;0.030302363015669784;49
59;149;1205;0.030212738195987847;49
66;162;1205;0.03016584928004158;49
61;178;1205;0.02999884877627273;49
66;194;1205;0.029913796592276064;49
0;0;1200;0.0;50
8;19;1200;0.0;50
6;47;1200;0.03202834722227047;50
18;70;1200;0.03202140273604702;50
33;94;1200;0.03191295606157788;50
38;125;1200;0.031886631801464074;50
50;147;1200;0.03181563856283507;50
56;168;1200;0.03173858006318592;50
76;192;1200;0.031669236712402314;50
66;221;1200;0.03159096617875393;50
82;251;1200;0.03147370394160825;50
0;0;1244;0.0;51
4;19;1244;0.0;51
13;38;1244;0.031179786435557733;51
20;59;1244;0.031132547768967393;51
34;83;1244;0.031066212942900327;51
36;108;1244;0.03098937838076101;51
39;132;1244;0.0309532405620082;51
58;152;1244;0.03089801973251905;51
58;176;1244;0.030832723150832367;51
80;200;1244;0.030741200735713545;51
78;216;1244;0.03058903537131809;51
0;0;1191;0.0;52
2;17;1191;0.0;52
18;38;1191;0.030915188418937707;52
23;57;1191;0.03088560358958735;52
26;79;1191;0.030797525518113187;52
32;102;1191;0.030713393999654122;52
39;119;1191;0.03069129351225856;52
49;138;1191;0.030558229139300765;52
51;148;1191;0.0305297324009486;52
56;169;1191;0.030466653483430018;52
66;186;1191;0.030435818655860047;52
0;0;1244;0.0;53
4;15;1244;0.0;53
12;39;1244;0.030809808268916317;53
28;75;1244;0.03077006290131869;53
39;98;1244;0.030718455512175443;53
48;126;1244;0.030624353149270204;53
53;147;1244;0.03054188879245982;53
58;177;1244;0.030409854249646144;53
75;191;1244;0.03034723488938999;53
79;213;1244;0.03025905106190334;53
96;240;1244;0.030190208780890578;53
0;0;1246;0.0;54
6;25;1246;0.0;54
16;51;1246;0.031312671928993965;54
27;70;1246;0.03126671655895719;54
34;85;1246;0.031213846985887077;54
38;103;1246;0.031164199788873203;54
47;124;1246;0.031065482280456844;54
58;149;1246;0.03096977787594372;54
69;171;1246;0.030891473423958572;54
78;193;1246;0.030819600334457325;54
70;210;1246;0.03076225239461126;54
0;0;1224;0.0;55
3;16;1224;0.0;55
7;33;1224;0.031007718626144074;55
17;61;1224;0.03097329463535604;55
29;83;1224;0.030893518260220677;55
29;109;1224;0.03088056455416637;55
45;127;1224;0.030853690355419062;55
43;146;1224;0.03076768349589524;55
62;172;1224;0.030687968463157234;55
68;190;1224;0.0306045393844591;55
84;206;1224;0.030561765756032165;55
0;0;1188;0.0;56
5;19;1188;0.0;56
14;34;1188;0.03022784080864988;56
21;60;1188;0.030185682136062028;56
30;77;1188;0.030151211310249414;56
32;100;1188;0.03008393922141502;56
43;117;1188;0.030049812554396045;56
55;136;1188;0.029945868316265643;56
70;160;1188;0.029864166330294453;56
67;184;1188;0.029771154972425534;56
80;201;1188;0.02964516648662895;56
0;0;1249;0.0;57
7;32;1249;0.0;57
19;51;1249;0.0294590659653692;57
28;67;1249;0.029361938188968505;57
43;83;1249;0.02931308816333952;57
39;110;1249;0.029234487277768728;57
43;128;1249;0.029186220801126074;57
53;158;1249;0.02915628595959407;57
52;185;1249;0.029037770672021644;57
77;204;1249;0.028959174643483816;57
80;234;1249;0.028864504699057096;57
0;0;1233;0.0;58
2;19;1233;0.0;58
21;44;1233;0.029363214322193756;58
29;71;1233;0.029329244028873307;58
33;99;1233;0.029210822751670973;58
39;117;1233;0.029105732860955653;58
42;137;1233;0.02901839075869574;58
58;156;1233;0.028996377251704078;58
63;179;1233;0.02890615791954766;58
78;209;1233;0.028827937280714738;58
89;233;1233;0.028714190910194587;58
0;0;1227;0.0;59
7;22;1227;0.0;59
15;38;1227;0.031120509644915775;59
20;62;1227;0.031080844454912177;59
26;83;1227;0.03100487683873262;59
35;107;1227;0.030951759869167723;59
46;131;1227;0.030885007887813107;59
50;148;1227;0.03085380017443396;59
69;172;1227;0.030810004169312805;59
68;194;1227;0.030656665805352985;59
79;211;1227;0.030566541356176733;59
0;0;1215;0.0;60
7;21;1215;0.0;60
11;42;1215;0.029918122917553712;60
21;72;1215;0.029822988068610667;60
35;89;1215;0.029833473446888387;60
49;113;1215;0.029803125546519312;60
54;138;1215;0.02969232402482821;60
49;156;1215;0.0296071112924118;60
69;176;1215;0.029508604252798984;60
78;197;1215;0.02945642195082747;60
82;219;1215;0.029374610670442548;60
0;0;1208;0.0;61
9;23;1208;0.0;61
14;50;1208;0.031164835888166983;61
33;74;1208;0.031118177307213314;61
39;100;1208;0.031043288088587462;61
51;128;1208;0.03092724443288211;61
62;149;1208;0.030842082472485773;61
67;177;1208;0.030750644022205283;61
79;203;1208;0.030608515007791777;61
84;223;1208;0.030535451585774406;61
95;247;1208;0.03045541347406559;61
0;0;1189;0.0;62
4;20;1189;0.0;62
11;48;1189;0.03133099686762712;62
23;67;1189;0.0313479259999792;62
25;89;1189;0.0312826404605732;62
37;109;1189;0.031201007725351514;62
52;124;1189;0.031196637338962857;62
59;148;1189;0.03104105221607657;62
57;164;1189;0.030934823359875217;62
71;185;1189;0.030902413491936325;62
59;201;1189;0.030825095121755283;62
0;0;1257;0.0;63
3;21;1257;0.0;63
16;45;1257;0.03008612194596131;63
19;68;1257;0.030042172293171424;63
34;96;1257;0.0299954331282819;63
43;117;1257;0.02987576796392625;63
44;139;1257;0.029771387841328704;63
57;159;1257;0.029754560670839255;63
52;174;1257;0.029729326123699447;63
69;190;1257;0.02955590684153824;63
74;206;1257;0.02949052575191151;63
0;0;1188;0.0;64
4;35;1188;0.0;64
21;48;1188;0.03015125708761394;64
26;64;1188;0.03015533532744603;64
37;85;1188;0.03001917736367697;64
38;103;1188;0.029976275423336026;64
45;122;1188;0.029921769411838297;64
52;144;1188;0.029841382444891117;64
59;163;1188;0.029782344856197244;64
66;180;1188;0.0296899595059006;64
62;196;1188;0.02961450391221903;64
0;0;1218;0.0;65
5;28;1218;0.0;65
17;47;1218;0.031827929652074746;65
18;67;1218;0.031815944222982284;65
30;94;1218;0.03174811123460087;65
48;112;1218;0.03169954488068855;65
45;122;1218;0.031592437428409115;65
49;147;1218;0.031458654831556375;65
61;171;1218;0.03138947921518955;65
74;195;1218;0.031308317583779555;65
81;221;1218;0.031224085049909596;65
0;0;1229;0.0;66
6;26;1229;0.0;66
23;51;1229;0.03194555403162374;66
23;67;1229;0.031875444112353296;66
37;88;1229;0.031809819507469195;66
43;107;1229;0.031720970956842995;66
46;132;1229;0.03163793065834877;66
57;148;1229;0.03158543435408213;66
61;168;1229;0.03150772037018759;66
67;186;1229;0.03143585433249851;66
74;199;1229;0.0313645974267192;66
0;0;1237;0.0;67
6;26;1237;0.0;67
21;54;1237;0.0311603972382737;67
33;84;1237;0.03113256814164202;67
50;107;1237;0.031025165989246907;67
51;128;1237;0.030926851103054227;67
52;153;1237;0.03082661407326621;67
69;173;1237;0.030756279411803693;67
70;190;1237;0.030681253656333354;67
89;206;1237;0.03053947422628791;67
94;227;1237;0.030469018592259044;67
0;0;1222;0.0;68
7;23;1222;0.0;68
21;56;1222;0.030643044912948142;68
28;75;1222;0.030626608692887212;68
45;95;1222;0.03054413231790218;68
42;123;1222;0.0304823398679159;68
55;150;1222;0.030436638233047642;68
59;172;1222;0.030359662275600958;68
69;190;1222;0.030291437301862612;68
71;198;1222;0.030192147626946064;68
75;223;1222;0.030102454067729375;68
0;0;1219;0.0;69
6;25;1219;0.0;69
14;54;1219;0.03156850906579879;69
27;72;1219;0.031593362388018305;69
35;92;1219;0.0315581810586278;69
46;118;1219;0.0314777670717808;69
57;139;1219;0.031392405178167444;69
57;157;1219;0.03129143796077451;69
74;178;1219;0.03122029959252366;69
73;199;1219;0.031127340072461294;69
77;224;1219;0.03105281772347206;69
0;0;1196;0.0;70
4;23;1196;0.0;70
12;46;1196;0.029961387615435122;70
27;72;1196;0.029889379551450147;70
40;102;1196;0.02983565912694193;70
41;121;1196;0.029810563907658592;70
51;136;1196;0.029667921396114776;70
57;150;1196;0.029611077007366413;70
60;165;1196;0.029486562121911038;70
74;185;1196;0.029485448044004933;70
68;202;1196;0.029356877421366553;70
0;0;1229;0.0;71
3;15;1229;0.0;71
12;36;1229;0.030181726053947946;71
23;51;1229;0.030150456511562795;71
24;76;1229;0.030075494981483552;71
31;96;1229;0.0299952248743742;71
36;115;1229;0.02997967505169077;71
53;134;1229;0.02990601158557281;71
57;155;1229;0.029809048594084776;71
67;173;1229;0.0297513157172614;71
70;192;1229;0.029640681482456386;71
0;0;1251;0.0;72
3;20;1251;0.0;72
15;42;1251;0.03033915676408857;72
24;67;1251;0.03025799724998133;72
32;91;1251;0.03021592748260587;72
47;105;1251;0.03017990796003237;72
53;125;1251;0.030145610711587865;72
41;145;1251;0.030035144259664255;72
68;166;1251;0.029955544029283777;72
64;181;1251;0.029832364732673963;72
81;204;1251;0.029768295440038894;72
0;0;1159;0.0;73
6;22;1159;0.0;73
13;42;1159;0.03115349661784706;73
22;65;1159;0.031104843951511252;73
30;90;1159;0.031061466923976194;73
38;113;1159;0.030990820815681726;73
43;135;1159;0.0309223569819385;73
46;161;1159;0.03080638668488537;73
62;180;1159;0.030809513567960637;73
55;200;1159;0.030683368538466853;73
77;218;1159;0.030678064148532525;73
0;0;1216;0.0;74
7;23;1216;0.0;74
