gender_stress;Run;Aggressor;Person;Stress;aggressor_pct
0.2142857142857143;147;112;3901;0.016290180641897144;0.028710587028966932
0.2142857142857143;148;126;3868;0.016174062837854282;0.03257497414684592
0.2142857142857143;149;144;3852;0.01606821254542973;0.037383177570093455
0.2142857142857143;150;124;3886;0.01625601625895108;0.0319094184251158
0.2142857142857143;151;122;3870;0.01630689078619032;0.03152454780361757
0.2142857142857143;152;124;3850;0.016143733084019795;0.032207792207792206
0.2142857142857143;153;107;3935;0.016150044860685834;0.02719186785260483
0.2142857142857143;154;109;3947;0.016062407094500217;0.027615910818343047
0.2142857142857143;155;125;3866;0.016075279740267134;0.03233316088980859
0.2142857142857143;156;117;3896;0.016023287312288467;0.030030800821355237
0.2142857142857143;157;135;3894;0.016154218972203212;0.03466872110939907
0.2142857142857143;158;124;3887;0.016051662734192444;0.03190120915873424
0.2142857142857143;159;120;3876;0.01615657907216498;0.030959752321981424
0.2142857142857143;160;136;3849;0.01630652705167805;0.03533385294881788
0.2142857142857143;161;102;3890;0.016295532595020937;0.02622107969151671
0.2142857142857143;162;124;3907;0.016208952659344984;0.03173790632198618
0.2142857142857143;163;105;3919;0.01592512959310598;0.026792549119673385
0.2142857142857143;164;120;3905;0.016192977726978374;0.030729833546734954
0.2142857142857143;165;107;3926;0.016105018848034593;0.027254202750891493
0.2142857142857143;166;106;3880;0.016153268333407765;0.02731958762886598
0.2142857142857143;167;119;3895;0.016208540987023436;0.03055198973042362
0.2142857142857143;168;120;3857;0.01645334414862804;0.0311122634171636
0.2142857142857143;169;120;3880;0.01619265629782558;0.030927835051546393
0.2142857142857143;170;125;3910;0.016194664250222403;0.0319693094629156
0.2142857142857143;171;111;3918;0.016224513202135644;0.028330781010719754
0.2142857142857143;172;108;3878;0.01601055098797566;0.02784940691077875
0.2142857142857143;173;121;3869;0.016302825232085125;0.031274231067459295
0.2142857142857143;174;108;3929;0.016193119355488603;0.02748791040977348
0.2142857142857143;175;125;3832;0.016288801175081143;0.03262004175365345
0.2142857142857143;176;137;3839;0.016188242534943855;0.035686376660588694
0.2142857142857143;177;111;3954;0.015953893280823386;0.028072837632776935
0.2142857142857143;178;122;3915;0.016216399503496785;0.031162196679438058
0.2142857142857143;179;120;3906;0.01599928020546519;0.030721966205837174
0.2142857142857143;180;107;3929;0.01594908617553971;0.027233392720794097
0.2142857142857143;181;131;3860;0.016382778862226843;0.03393782383419689
0.2142857142857143;182;113;3947;0.01615572177856953;0.028629338738282238
0.2142857142857143;183;123;3889;0.016004219551069912;0.03162766778092054
0.2142857142857143;184;135;3852;0.01616906817823241;0.035046728971962614
0.2142857142857143;185;130;3899;0.015829098990631577;0.03334188253398307
0.2142857142857143;186;111;3916;0.01628532042857619;0.028345250255362615
0.2142857142857143;187;121;3871;0.01592083764270015;0.03125807284939292
0.2142857142857143;188;124;3857;0.016174891686846826;0.03214933886440238
0.2142857142857143;189;124;3845;0.016343986549460666;0.03224967490247074
0.2142857142857143;190;127;3878;0.01632946833351759;0.03274883960804539
0.2142857142857143;191;133;3851;0.01591256843301676;0.03453648403012204
0.2142857142857143;192;118;3898;0.016039630517161178;0.030271934325295024
0.2142857142857143;193;125;3900;0.016253898368214174;0.03205128205128205
0.2142857142857143;194;114;3868;0.0162890757613121;0.029472595656670115
0.2142857142857143;195;118;3901;0.01586176143060682;0.03024865419123302
0.2142857142857143;196;105;3898;0.0160545433838081;0.026936890713186248
0.2142857142857143;197;115;3898;0.01612816627791112;0.029502308876346844
0.2142857142857143;198;136;3880;0.016081651411847253;0.03505154639175258
0.2142857142857143;199;118;3948;0.01631478003923492;0.02988855116514691
0.2142857142857143;200;124;3900;0.01624104531737861;0.031794871794871796
0.2142857142857143;201;142;3826;0.01629061297205552;0.037114479874542604
0.2142857142857143;202;108;3926;0.016002494536150064;0.02750891492613347
0.2142857142857143;203;128;3872;0.016260594356212955;0.03305785123966942
0.2142857142857143;204;131;3840;0.016008795627037904;0.03411458333333333
0.2142857142857143;205;113;3888;0.016195540389848755;0.029063786008230452
0.2142857142857143;206;120;3867;0.016094209600329777;0.031031807602792862
0.2142857142857143;207;133;3843;0.016118914135366185;0.03460837887067395
0.2142857142857143;208;135;3868;0.016082061880692465;0.034901758014477764
0.2142857142857143;209;128;3904;0.016386150955403914;0.03278688524590164
0.2142857142857143;210;126;3879;0.01582940020836555;0.03248259860788863
0.2142857142857143;211;129;3904;0.016143188243716407;0.033043032786885244
0.2142857142857143;212;117;3889;0.0161028900499622;0.030084854718436617
0.2142857142857143;213;125;3910;0.016153093325455368;0.0319693094629156
0.2142857142857143;214;108;3922;0.015840051722636014;0.027536970933197347
0.2142857142857143;215;121;3878;0.015998376344485386;0.031201650335224342
0.2142857142857143;216;121;3899;0.015951140220282004;0.031033598358553474
0.2142857142857143;217;123;3921;0.01627366629590145;0.03136954858454476
0.2142857142857143;218;130;3833;0.016143665522689542;0.03391599269501696
0.2142857142857143;219;107;3947;0.016080496101246032;0.027109196858373447
0.2142857142857143;220;118;3892;0.016299350284296035;0.030318602261048305
0.2142857142857143;221;105;3917;0.015924644359328836;0.026806229257084504
0.2142857142857143;222;130;3842;0.016370553753061484;0.0338365434669443
0.2142857142857143;223;113;3915;0.01600033976418108;0.028863346104725414
0.2142857142857143;224;120;3904;0.01639635669673414;0.030737704918032786
0.2142857142857143;225;108;3889;0.0161885150895312;0.027770635124710723
0.2142857142857143;226;112;3876;0.01626143926283099;0.02889576883384933
0.2142857142857143;227;108;3900;0.015999634572298575;0.027692307692307693
0.2142857142857143;228;134;3912;0.016253150365499774;0.03425357873210634
0.2142857142857143;229;123;3878;0.016204170456576038;0.03171738009283136
0.2142857142857143;230;121;3902;0.016145825139832738;0.031009738595592005
0.2142857142857143;231;116;3895;0.016117842423733545;0.029781771501925545
0.2142857142857143;232;98;3930;0.01593026060791332;0.024936386768447838
0.2142857142857143;233;126;3865;0.01600218595949246;0.03260025873221216
0.2142857142857143;234;117;3949;0.01608664900787783;0.02962775386173715
0.2142857142857143;235;107;3906;0.016182871689498255;0.027393753200204814
0.2142857142857143;236;123;3869;0.016007030263569824;0.03179116050659085
0.2142857142857143;237;89;3956;0.016249669259851544;0.02249747219413549
0.2142857142857143;238;145;3824;0.016283578440614344;0.037918410041841
0.2142857142857143;239;126;3880;0.01600450913174221;0.032474226804123714
0.3285714285714286;240;127;3887;0.016134405700025334;0.03267301260612297
0.3285714285714286;241;123;3876;0.016181375491099697;0.03173374613003096
0.3285714285714286;242;94;3951;0.01608975166927945;0.023791445203745886
0.3285714285714286;243;112;3891;0.01617612357195718;0.02878437419686456
0.3285714285714286;244;124;3831;0.01614209532343021;0.0323675280605586
0.3285714285714286;245;126;3840;0.015990007544330782;0.0328125
0.3285714285714286;246;129;3863;0.0162312169051426;0.033393735438778153
0.3285714285714286;247;119;3869;0.01598300758165916;0.030757301628327734
0.3285714285714286;248;111;3896;0.01611928486133453;0.028490759753593428
0.3285714285714286;249;111;3885;0.016337711839581135;0.02857142857142857
0.3285714285714286;250;127;3847;0.01639425672623189;0.03301273719781648
0.3285714285714286;251;110;3963;0.0162329197369266;0.02775674993691648
0.3285714285714286;252;111;3881;0.016253025416266834;0.028600876062870394
0.3285714285714286;253;130;3788;0.016066520314446903;0.034318901795142555
0.3285714285714286;254;124;3860;0.016186900151779506;0.03212435233160622
0.3285714285714286;255;128;3874;0.016036887568963674;0.03304078471863707
0.3285714285714286;256;123;3905;0.015904414150758484;0.03149807938540333
0.3285714285714286;257;117;3882;0.016454350646402015;0.030139103554868624
0.3285714285714286;258;116;3918;0.016138337530802724;0.029606942317508933
0.3285714285714286;259;119;3915;0.016196873180035976;0.030395913154533844
0.3285714285714286;260;111;3883;0.01618023190196441;0.028586144733453514
0.3285714285714286;261;128;3865;0.016163826361519768;0.03311772315653299
0.3285714285714286;262;136;3885;0.016132875669346736;0.03500643500643501
0.3285714285714286;263;137;3875;0.016149768768560842;0.03535483870967742
0.3285714285714286;264;126;3862;0.016211717496509525;0.03262558259968928
0.3285714285714286;265;115;3898;0.01617363467558602;0.029502308876346844
0.3285714285714286;266;112;3898;0.01602546987337723;0.028732683427398667
0.3285714285714286;267;126;3852;0.016036085771144043;0.03271028037383177
0.3285714285714286;268;128;3881;0.016267681719311068;0.03298119041484154
0.3285714285714286;269;122;3875;0.016316850081935366;0.03148387096774193
0.3285714285714286;270;119;3891;0.016214095647786312;0.030583397584168594
0.3285714285714286;271;117;3855;0.016237085350440168;0.030350194552529183
0.3285714285714286;272;115;3904;0.016238086938157724;0.029456967213114756
0.3285714285714286;273;122;3908;0.016039182518084276;0.031218014329580348
0.3285714285714286;274;107;3917;0.01614285350961817;0.02731682410007659
0.3285714285714286;275;139;3854;0.016464274974114783;0.036066424494032176
0.3285714285714286;276;109;3885;0.016352608269018652;0.028056628056628057
0.3285714285714286;277;106;3909;0.015877565325945264;0.027116909695574315
0.3285714285714286;278;111;3904;0.01631310989312239;0.028432377049180328
0.3285714285714286;279;120;3912;0.016115819627109375;0.03067484662576687
0.3285714285714286;280;130;3854;0.016398057239127944;0.033731188375713546
0.3285714285714286;281;120;3934;0.01613405179567218;0.030503304524656837
0.3285714285714286;282;109;3850;0.01604255587956925;0.028311688311688312
0.3285714285714286;283;123;3929;0.01607324100597177;0.03130567574446424
0.3285714285714286;284;112;3923;0.016115981366253977;0.028549579403517714
0.3285714285714286;285;111;3919;0.01618070387793147;0.028323551926511866
0.3285714285714286;286;113;3933;0.01613061515547444;0.028731248410882277
0.3285714285714286;287;122;3879;0.016275128106286927;0.03145140500128899
0.3285714285714286;288;115;3906;0.01627623090829086;0.02944188428059396
0.3285714285714286;289;102;3938;0.015871067048017967;0.02590147282884713
0.3285714285714286;290;123;3875;0.016242360898187744;0.03174193548387097
0.3285714285714286;291;126;3821;0.016089443151890485;0.0329756608217744
0.3285714285714286;292;109;3905;0.0160718894213554;0.02791293213828425
0.3285714285714286;293;122;3870;0.01625746192773128;0.03152454780361757
0.3285714285714286;294;116;3900;0.015971632354709425;0.029743589743589743
0.3285714285714286;295;143;3819;0.016164110289788536;0.03744435716156062
0.3285714285714286;296;137;3818;0.016320403351624557;0.035882661079099
0.3285714285714286;297;115;3868;0.01615159112231086;0.0297311271975181
0.3285714285714286;298;115;3882;0.01609188443169398;0.02962390520350335
0.3285714285714286;299;128;3848;0.016184874933667832;0.033264033264033266
0.3285714285714286;300;128;3885;0.01625645895959295;0.032947232947232945
0.3285714285714286;301;127;3866;0.01635067289247339;0.03285049146404553
0.3285714285714286;302;116;3922;0.01619879058017003;0.029576746557878633
0.3285714285714286;303;124;3882;0.016070457173268504;0.03194229778464709
0.3285714285714286;304;113;3927;0.016328881729198438;0.028775146422205244
0.3285714285714286;305;130;3891;0.01602097619866005;0.03341043433564636
0.3285714285714286;306;135;3903;0.016164120406546766;0.034588777863182166
0.3285714285714286;307;131;3831;0.016142492090912185;0.034194727225267556
0.3285714285714286;308;114;3902;0.016391314985437052;0.0292157867760123
0.3285714285714286;309;115;3889;0.015985152524830747;0.02957058369760864
0.3285714285714286;310;116;3901;0.016183714864946887;0.029735965137144323
0.3285714285714286;311;115;3867;0.016232751739779287;0.02973881561934316
0.3285714285714286;312;138;3876;0.016095319051563643;0.03560371517027864
0.3285714285714286;313;100;3920;0.01621585925047323;0.025510204081632654
0.3285714285714286;314;116;3917;0.01632601098946293;0.029614500893540976
0.3285714285714286;315;110;3884;0.016185453415471448;0.02832131822863028
0.3285714285714286;316;116;3914;0.01630820322119924;0.02963719979560552
0.3285714285714286;317;122;3897;0.01584934625010307;0.0313061329227611
0.3285714285714286;318;131;3857;0.016318501008500744;0.03396422089707026
0.3285714285714286;319;119;3882;0.016227288712330035;0.0306543019062339
0.3285714285714286;320;123;3856;0.016187824908162375;0.03189834024896265
0.3285714285714286;321;121;3907;0.015975613693086973;0.030970053749680062
0.3285714285714286;322;118;3887;0.016069405511824918;0.030357602263956777
0.3285714285714286;323;131;3896;0.016152599103538886;0.03362422997946612
0.3285714285714286;324;132;3873;0.016260555480328953;0.03408210689388071
0.3285714285714286;325;114;3892;0.016335601246099833;0.029290853031860225
0.3285714285714286;326;122;3827;0.01637576098651276;0.03187875620590541
0.3285714285714286;327;107;3890;0.01604322823703126;0.027506426735218508
0.3285714285714286;328;116;3913;0.016332911329952463;0.029644773830820342
0.3285714285714286;329;122;3921;0.01640788664950328;0.031114511604182608
0.3285714285714286;330;118;3869;0.016557475904900046;0.030498836908761952
0.3285714285714286;331;131;3898;0.016123216521002362;0.0336069779374038
0.3285714285714286;332;114;3885;0.016203435365999972;0.029343629343629343
0.3285714285714286;333;134;3870;0.016206661475341624;0.03462532299741602
0.3285714285714286;334;133;3873;0.016042841560424143;0.03434030467337981
0.3285714285714286;335;126;3901;0.016493626729898146;0.0322994104075878
0.3285714285714286;336;131;3901;0.016291758771982856;0.03358113304280953
0.3285714285714286;337;129;3843;0.016030547643197005;0.03356752537080406
0.3285714285714286;338;106;3930;0.016195060751108256;0.02697201017811705
0.3285714285714286;339;112;3896;0.016167060556502518;0.028747433264887063
0.3285714285714286;340;131;3856;0.015921825055008047;0.03397302904564315
0.3285714285714286;341;114;3870;0.016378472447405576;0.02945736434108527
0.3285714285714286;342;132;3838;0.01640609339658065;0.034392912975508075
0.3285714285714286;343;120;3888;0.01615254246840814;0.030864197530864196
0.3285714285714286;344;117;3892;0.01622825505365496;0.030061664953751285
0.3285714285714286;345;126;3889;0.016326855114344764;0.03239907431216251
0.3285714285714286;346;128;3886;0.016248368788751074;0.032938754503345345
0.3285714285714286;347;120;3829;0.016120168270411843;0.031339775398276315
0.3285714285714286;348;132;3881;0.016354351618090342;0.03401185261530534
0.3285714285714286;349;109;3923;0.01623849731301869;0.027784858526637778
0.3285714285714286;350;138;3889;0.01620393501165432;0.03548470043713037
0.3285714285714286;351;130;3855;0.016393051951234902;0.03372243839169909
0.3285714285714286;352;134;3854;0.01601887055871353;0.03476907109496627
0.3285714285714286;353;136;3860;0.01634245032521509;0.035233160621761656
0.3285714285714286;354;129;3861;0.016011110199247794;0.03341103341103341
0.3285714285714286;355;127;3861;0.01608860459709795;0.03289303289303289
0.3285714285714286;356;117;3882;0.016140655902709973;0.030139103554868624
0.3285714285714286;357;128;3878;0.016353005022171768;0.03300670448684889
0.3285714285714286;358;107;3887;0.016305719918878765;0.027527656290198096
0.3285714285714286;359;120;3880;0.01610690880505508;0.030927835051546393
0.44285714285714284;360;123;3881;0.016065241107565062;0.03169286266426179
0.44285714285714284;361;114;3890;0.01615778107164984;0.02930591259640103
0.44285714285714284;362;114;3873;0.016059377184521176;0.02943454686289698
0.44285714285714284;363;121;3876;0.01608205975309394;0.031217750257997934
0.44285714285714284;364;125;3854;0.015893020355977273;0.03243383497664764
0.44285714285714284;365;119;3894;0.016200578962694306;0.030559835644581406
0.44285714285714284;366;110;3904;0.016330622527809924;0.02817622950819672
0.44285714285714284;367;137;3854;0.016106969754848596;0.03554748313440581
0.44285714285714284;368;121;3833;0.016189580968853125;0.031567962431515786
0.44285714285714284;369;131;3883;0.01593105458328352;0.03373680144218388
0.44285714285714284;370;111;3901;0.016286747751432587;0.028454242501922584
0.44285714285714284;371;130;3849;0.01607260195507528;0.033775006495193556
0.44285714285714284;372;99;3882;0.015908721046143465;0.025502318392581144
0.44285714285714284;373;116;3862;0.015985498963005947;0.03003625064733299
0.44285714285714284;374;114;3883;0.01639671295562316;0.02935874323976307
0.44285714285714284;375;106;3923;0.01638660602721632;0.027020137649757837
0.44285714285714284;376;104;3908;0.01630343458708593;0.02661207778915046
0.44285714285714284;377;101;3898;0.01604708583307821;0.025910723447922012
0.44285714285714284;378;117;3902;0.016215647638452253;0.02998462327011789
0.44285714285714284;379;124;3862;0.016046337882977574;0.03210771620921802
0.44285714285714284;380;130;3830;0.01602746187714813;0.033942558746736295
0.44285714285714284;381;103;3931;0.016206357448757442;0.026201984227931824
0.44285714285714284;382;121;3842;0.016155143960871428;0.031494013534617386
0.44285714285714284;383;121;3870;0.01631858254929991;0.031266149870801035
0.44285714285714284;384;128;3898;0.016370658668221644;0.032837352488455616
0.44285714285714284;385;126;3874;0.01618421229786755;0.03252452245740836
0.44285714285714284;386;122;3891;0.01626674387606377;0.03135440760729889
0.44285714285714284;387;120;3881;0.0163536518904651;0.03091986601391394
0.44285714285714284;388;123;3887;0.01632040074484343;0.031643941342938
0.44285714285714284;389;132;3835;0.016249539813970534;0.03441981747066493
0.44285714285714284;390;120;3886;0.01632804906254072;0.03088008234688626
0.44285714285714284;391;116;3870;0.016139234842617797;0.029974160206718347
0.44285714285714284;392;133;3890;0.01626680418953446;0.03419023136246787
0.44285714285714284;393;106;3912;0.015883880537902798;0.0270961145194274
0.44285714285714284;394;124;3868;0.01609933764578987;0.03205791106514995
0.44285714285714284;395;114;3912;0.016422027973095162;0.029141104294478526
0.44285714285714284;396;112;3883;0.016186238872307558;0.028843677568890034
0.44285714285714284;397;104;3906;0.01633492398988799;0.026625704045058884
0.44285714285714284;398;143;3824;0.016234166166201904;0.037395397489539746
0.44285714285714284;399;110;3921;0.016265855509176523;0.028054067839836775
0.44285714285714284;400;128;3880;0.01625255224334924;0.032989690721649485
0.44285714285714284;401;130;3847;0.01604747425941347;0.03379256563556018
0.44285714285714284;402;129;3844;0.016213258976665118;0.03355879292403746
0.44285714285714284;403;134;3846;0.016157797797686904;0.034841393655746226
0.44285714285714284;404;141;3838;0.016461883041642426;0.03673788431474726
0.44285714285714284;405;125;3873;0.016107379837033635;0.032274722437387035
0.44285714285714284;406;119;3884;0.016281271928402046;0.030638516992790937
0.44285714285714284;407;101;3900;0.0161401250637024;0.025897435897435896
0.44285714285714284;408;123;3886;0.016404843312547043;0.03165208440555842
0.44285714285714284;409;114;3909;0.016090827297720142;0.02916346891788181
0.44285714285714284;410;128;3826;0.01633136621889303;0.0334553058024046
0.44285714285714284;411;116;3860;0.01629578684187871;0.03005181347150259
0.44285714285714284;412;112;3879;0.016308193403712114;0.028873420984789896
0.44285714285714284;413;128;3826;0.016369038980336526;0.0334553058024046
0.44285714285714284;414;127;3932;0.0162812520061268;0.03229908443540183
0.44285714285714284;415;115;3902;0.01623688607588966;0.029472065607380832
0.44285714285714284;416;125;3887;0.016322932192840443;0.03215847697453049
0.44285714285714284;417;138;3838;0.016367631991611887;0.03595622720166754
0.44285714285714284;418;120;3878;0.01612205521916184;0.030943785456420837
0.44285714285714284;419;120;3857;0.01611739034281005;0.0311122634171636
0.44285714285714284;420;103;3926;0.01629420578029275;0.026235354049923585
0.44285714285714284;421;119;3872;0.01640586105289358;0.030733471074380167
0.44285714285714284;422;127;3869;0.016479462329089308;0.032825019384853965
0.44285714285714284;423;113;3900;0.016112366811461498;0.028974358974358974
0.44285714285714284;424;127;3925;0.016192122243812765;0.032356687898089175
0.44285714285714284;425;115;3884;0.01610200637958181;0.0296086508753862
0.44285714285714284;426;135;3885;0.016138111968996935;0.03474903474903475
