metro;Run;Aggressor;Person;Stress;aggressor_pct
BELO HORIZONTE;344;52;2171;0.014539898149276786;0.023952095808383235
BELO HORIZONTE;345;51;2185;0.014580760272099695;0.02334096109839817
BELO HORIZONTE;346;56;2186;0.014465052131889908;0.025617566331198535
BELO HORIZONTE;347;67;2138;0.014764376017879811;0.0313376987839102
BELO HORIZONTE;348;60;2177;0.014660269360537938;0.02756086357372531
BELO HORIZONTE;349;56;2192;0.014364918686396035;0.025547445255474453
BELO HORIZONTE;350;57;2192;0.014649919705200774;0.026003649635036496
BELO HORIZONTE;351;58;2171;0.014684478933847476;0.026715799170888992
BELO HORIZONTE;352;56;2153;0.014790110489312367;0.026010218300046448
BELO HORIZONTE;353;53;2209;0.014349679854800628;0.02399275690357628
BELO HORIZONTE;354;53;2197;0.014620939947678786;0.024123805188893947
BELO HORIZONTE;355;46;2183;0.01465158681489473;0.021071919377004124
BELO HORIZONTE;356;52;2167;0.014370583210672055;0.023996308260267652
BELO HORIZONTE;357;67;2159;0.014508835485012347;0.031032885595182955
BELO HORIZONTE;358;52;2175;0.014488477085666076;0.023908045977011495
BELO HORIZONTE;359;50;2208;0.014422093709952177;0.022644927536231884
JUIZ DE FORA;360;43;1670;0.014447113213317767;0.025748502994011976
JUIZ DE FORA;361;58;1627;0.01453001580172278;0.03564843269821758
JUIZ DE FORA;362;40;1631;0.014203140590842291;0.024524831391784182
JUIZ DE FORA;363;52;1603;0.014281845070462975;0.032439176543980035
JUIZ DE FORA;364;49;1612;0.014401485300087736;0.030397022332506202
JUIZ DE FORA;365;46;1645;0.014124908039230763;0.02796352583586626
JUIZ DE FORA;366;46;1643;0.014341929878798308;0.02799756542909312
JUIZ DE FORA;367;32;1647;0.014222158504233928;0.019429265330904676
JUIZ DE FORA;368;36;1651;0.014059277258596526;0.021804966686856452
JUIZ DE FORA;369;42;1651;0.014205701866298735;0.025439127801332527
JUIZ DE FORA;370;48;1664;0.014420792848807826;0.028846153846153848
JUIZ DE FORA;371;53;1606;0.014360045954525;0.03300124533001245
JUIZ DE FORA;372;54;1645;0.014255920625866256;0.03282674772036474
JUIZ DE FORA;373;40;1671;0.014222249119938378;0.023937761819269897
JUIZ DE FORA;374;49;1669;0.0141239548831155;0.029358897543439184
JUIZ DE FORA;375;47;1612;0.014268960415060124;0.02915632754342432
JUIZ DE FORA;376;48;1631;0.014258722927468707;0.029429797670141016
JUIZ DE FORA;377;63;1590;0.014268877440534195;0.03962264150943396
JUIZ DE FORA;378;45;1649;0.014118825775157042;0.0272892662219527
JUIZ DE FORA;379;49;1646;0.014385342274888179;0.02976913730255164
IPATINGA;380;37;1219;0.014784242363946333;0.030352748154224774
IPATINGA;381;33;1230;0.015054788693764544;0.026829268292682926
IPATINGA;382;31;1246;0.015061643372275666;0.024879614767255216
IPATINGA;383;32;1223;0.015324849855398661;0.02616516762060507
IPATINGA;384;41;1227;0.014573459809063166;0.03341483292583537
IPATINGA;385;38;1225;0.014870182674151081;0.031020408163265307
IPATINGA;386;46;1222;0.015124179468602738;0.03764320785597381
IPATINGA;387;27;1247;0.015158561326414076;0.02165196471531676
IPATINGA;388;31;1238;0.015378026697379586;0.025040387722132473
IPATINGA;389;31;1241;0.014963618137578103;0.0249798549556809
IPATINGA;390;28;1223;0.015260457013315899;0.022894521668029435
IPATINGA;391;33;1207;0.01473141247938178;0.027340513670256836
IPATINGA;392;36;1223;0.014664317298660537;0.029435813573180702
IPATINGA;393;37;1199;0.015114066286139717;0.030859049207673062
IPATINGA;394;47;1213;0.014930255733124603;0.038746908491343775
IPATINGA;395;34;1214;0.014974838794111532;0.02800658978583196
IPATINGA;396;41;1216;0.01539686212613397;0.033717105263157895
IPATINGA;397;33;1176;0.014979730724233866;0.02806122448979592
IPATINGA;398;37;1223;0.015131502193691393;0.03025347506132461
IPATINGA;399;30;1236;0.01501987868697168;0.024271844660194174
UBERLANDIA;400;50;1633;0.014656446514281541;0.03061849357011635
UBERLANDIA;401;54;1583;0.01463584465521619;0.034112444725205304
UBERLANDIA;402;47;1631;0.014774851706441147;0.028816676885346414
UBERLANDIA;403;55;1619;0.014510647339087772;0.033971587399629403
UBERLANDIA;404;38;1660;0.014438755213633409;0.02289156626506024
UBERLANDIA;405;41;1673;0.014886560873608694;0.024506873879258817
UBERLANDIA;406;38;1690;0.014793428286027125;0.022485207100591716
UBERLANDIA;407;63;1637;0.014577896944939727;0.038485033598045205
UBERLANDIA;408;50;1655;0.014469925339460885;0.030211480362537766
UBERLANDIA;409;55;1613;0.014429805631311687;0.034097954122752634
UBERLANDIA;410;50;1635;0.01450502069680317;0.03058103975535168
