metro;Run;Aggressor;Person;Stress;aggressor_pct
MANAUS;65;133;2528;0.02582866156051308;0.05261075949367089
MANAUS;66;127;2523;0.02539354206764202;0.05033690051525961
MANAUS;67;125;2520;0.026063677359544027;0.0496031746031746
MANAUS;68;125;2492;0.02560297547067958;0.05016051364365971
MANAUS;69;134;2489;0.025957974189631805;0.05383688228204098
MANAUS;70;125;2509;0.02591267195237013;0.04982064567556795
MANAUS;71;135;2533;0.025626944243956628;0.05329648637978682
MANAUS;72;124;2560;0.025455910861657823;0.0484375
MANAUS;73;137;2450;0.02573549938451594;0.05591836734693877
MANAUS;74;131;2497;0.025750288338025732;0.05246295554665599
MANAUS;75;114;2538;0.025687816149463565;0.04491725768321513
MANAUS;76;117;2499;0.02564593843226223;0.0468187274909964
MANAUS;77;126;2511;0.025605443610118763;0.05017921146953405
MANAUS;78;121;2512;0.025736728004291134;0.0481687898089172
MANAUS;79;134;2482;0.025807394057089192;0.053988718775181306
MANAUS;80;114;2559;0.025722518695373956;0.044548651817116064
MANAUS;81;131;2495;0.025739855964440218;0.05250501002004008
MANAUS;82;133;2496;0.025874496697424476;0.05328525641025641
MANAUS;83;116;2517;0.025462443852525645;0.04608661104489471
MANAUS;84;119;2507;0.025697230364984835;0.04746709214200239
MANAUS;85;126;2535;0.025869770631130773;0.04970414201183432
MANAUS;86;131;2480;0.025331414901948988;0.05282258064516129
MANAUS;87;129;2497;0.025394985980347746;0.051661994393271925
MANAUS;88;109;2572;0.02574268424339274;0.042379471228615864
MANAUS;89;123;2569;0.025854562957006992;0.047878551965745426
MANAUS;90;117;2532;0.025810577443540924;0.0462085308056872
MANAUS;91;112;2552;0.025795662005508684;0.0438871473354232
MANAUS;92;113;2559;0.025566911010000266;0.0441578741695975
MANAUS;93;115;2537;0.025445286093235802;0.04532912889239259
MANAUS;94;129;2555;0.025665110373132977;0.050489236790606656
MANAUS;95;110;2548;0.025898174710581534;0.04317111459968603
MANAUS;96;122;2521;0.025820632638421395;0.04839349464498215
MANAUS;97;120;2546;0.025795835765544294;0.04713275726630008
MANAUS;98;124;2512;0.025677178756915876;0.04936305732484077
MANAUS;99;125;2545;0.02562932921928497;0.04911591355599214
MANAUS;100;130;2554;0.025502725142184948;0.05090054815974941
MANAUS;101;148;2491;0.025680165876479644;0.05941389000401445
MANAUS;102;134;2516;0.02601901306436445;0.05325914149443561
MANAUS;103;142;2474;0.025547893396800983;0.05739692805173808
MANAUS;104;133;2490;0.025641235493328425;0.053413654618473895
MANAUS;105;154;2499;0.02553478443260256;0.06162464985994398
MANAUS;106;131;2510;0.02548915453553121;0.052191235059760956
MANAUS;107;117;2527;0.025507343760795394;0.04629996042738425
MANAUS;108;133;2532;0.025442254324192375;0.05252764612954187
MANAUS;109;130;2515;0.025824637648393163;0.05168986083499006
MANAUS;110;121;2509;0.02553049172156302;0.04822638501394978
MANAUS;111;131;2539;0.02557146582172982;0.051595116187475386
MANAUS;112;142;2470;0.025663356732935586;0.05748987854251012
MANAUS;113;117;2594;0.025704253530542606;0.04510408635312259
MANAUS;114;132;2526;0.02556232895501521;0.052256532066508314
MANAUS;115;151;2483;0.025683682021084984;0.0608135320177205
MANAUS;116;135;2515;0.025710930379653267;0.0536779324055666
MANAUS;117;127;2517;0.02549057584247102;0.05045689312673818
MANAUS;118;143;2518;0.02590356331379236;0.05679110405083399
MANAUS;119;107;2494;0.025583318299731723;0.04290296712109062
MANAUS;120;138;2436;0.02568700831804462;0.05665024630541872
MANAUS;121;134;2502;0.025563922492634783;0.053557154276578735
MANAUS;122;128;2524;0.025808106055367236;0.05071315372424723
MANAUS;123;119;2549;0.025896042271632898;0.04668497449980384
MANAUS;124;107;2473;0.025669520633441936;0.04326728669632026
MANAUS;125;121;2531;0.025876242293820944;0.04780719083366258
MANAUS;126;124;2475;0.02582256040205636;0.050101010101010104
MANAUS;127;123;2541;0.025808733606885063;0.048406139315230225
MANAUS;128;131;2531;0.025897744163448255;0.05175819834057685
MANAUS;129;150;2490;0.02561188112210544;0.060240963855421686
MANAUS;130;123;2569;0.0253869115877945;0.047878551965745426
MANAUS;131;109;2547;0.02562152131048386;0.04279544562230075
MANAUS;132;149;2453;0.0255538829754157;0.06074194863432532
MANAUS;133;124;2525;0.02566726393018281;0.04910891089108911
MANAUS;134;122;2528;0.025635188191671956;0.048259493670886076
MANAUS;135;129;2520;0.02603646951659931;0.05119047619047619
MANAUS;136;126;2523;0.025532368527178443;0.04994054696789536
MANAUS;137;125;2519;0.02557627197609886;0.04962286621675268
MANAUS;138;132;2499;0.025593307278058364;0.05282112845138055
MANAUS;139;145;2465;0.025702808556964527;0.058823529411764705
MANAUS;140;115;2540;0.025539498329510812;0.045275590551181105
MANAUS;141;121;2538;0.025538983420335688;0.04767533490937746
MANAUS;142;102;2519;0.025518805121369288;0.040492258832870186
MANAUS;143;127;2498;0.02554940707348089;0.05084067253803042
MANAUS;144;107;2536;0.026021479066408094;0.04219242902208202
MANAUS;145;119;2509;0.025711563180581813;0.047429254683140694
MANAUS;146;140;2506;0.025488742011440583;0.055865921787709494
MANAUS;147;137;2460;0.02581682518398043;0.05569105691056911
MANAUS;148;110;2547;0.025750176684167243;0.043188064389477816
MANAUS;149;124;2476;0.025645214167966543;0.050080775444264945
MANAUS;150;121;2484;0.02554150491471632;0.048711755233494365
MANAUS;151;111;2541;0.025599447809447264;0.043683589138134596
MANAUS;152;124;2525;0.02582118989965645;0.04910891089108911
MANAUS;153;121;2555;0.02587370330631875;0.04735812133072407
MANAUS;154;123;2534;0.025512212085392075;0.04853985793212313
MANAUS;155;134;2498;0.025814806561902992;0.053642914331465175
MANAUS;156;143;2471;0.025834589779424856;0.05787130716309186
MANAUS;157;139;2486;0.025670764132859947;0.055913113435237326
MANAUS;158;122;2517;0.025522010122872047;0.04847040127135479
MANAUS;159;130;2542;0.025644645234493058;0.05114083398898505
MANAUS;160;138;2493;0.02583598663365379;0.05535499398315283
MANAUS;161;115;2484;0.025404682752524863;0.046296296296296294
MANAUS;162;117;2545;0.02546138208105113;0.045972495088408644
MANAUS;163;128;2511;0.02538152742151862;0.050975706889685383
MANAUS;164;138;2468;0.02567048952014464;0.055915721231766614
MANAUS;165;113;2509;0.025598188329073564;0.04503786369071343
MANAUS;166;125;2521;0.025875976093978605;0.04958349861166204
MANAUS;167;114;2527;0.025558175024858857;0.045112781954887216
MANAUS;168;133;2517;0.025586362687686378;0.052840683353198255
MANAUS;169;143;2478;0.02550191689946029;0.05770782889426957
MANAUS;170;112;2530;0.025546171941185056;0.04426877470355731
MANAUS;171;105;2522;0.025509565385124475;0.04163362410785091
MANAUS;172;136;2524;0.02590479409743556;0.05388272583201268
MANAUS;173;123;2474;0.025695849652129562;0.049717057396928055
MANAUS;174;122;2495;0.0257522191250544;0.04889779559118237
MANAUS;175;111;2526;0.025930195352137735;0.043942992874109264
MANAUS;176;137;2519;0.025664703975382352;0.054386661373560935
MANAUS;177;152;2451;0.025652311893790684;0.06201550387596899
MANAUS;178;115;2523;0.025287780682355133;0.04558065794688863
MANAUS;179;134;2488;0.02617059276178403;0.053858520900321546
MANAUS;180;127;2521;0.025814522586477453;0.05037683458944863
MANAUS;181;123;2534;0.025747257757374267;0.04853985793212313
MANAUS;182;120;2548;0.025430211834960206;0.04709576138147567
MANAUS;183;113;2494;0.025584545687910305;0.045308740978348035
MANAUS;184;121;2512;0.025984899985340187;0.0481687898089172
MANAUS;185;117;2560;0.02576411970824455;0.045703125
MANAUS;186;120;2539;0.02547605796315055;0.04726270185112249
MANAUS;187;111;2548;0.025620070051226563;0.04356357927786499
MANAUS;188;134;2455;0.025891894704135374;0.054582484725050916
MANAUS;189;139;2495;0.02568668848992053;0.05571142284569138
MANAUS;190;115;2554;0.025457005155139354;0.04502740798747063
MANAUS;191;145;2467;0.025648218840231166;0.05877584110255371
MANAUS;192;118;2540;0.025429638585411633;0.046456692913385826
MANAUS;193;133;2530;0.025852010036307563;0.05256916996047431
MANAUS;194;116;2514;0.02548174208293693;0.046141607000795545
MANAUS;195;117;2540;0.02544952332998249;0.046062992125984255
MANAUS;196;118;2541;0.025672705952088024;0.046438410074773714
MANAUS;197;127;2566;0.025661554194101054;0.0494933749025721
MANAUS;198;126;2509;0.025685693630611257;0.0502192108409725
MANAUS;199;132;2509;0.025638503404293873;0.05261060183339976
BELEM;200;158;3043;0.02506413976069628;0.05192244495563589
BELEM;201;151;3091;0.025144538137863975;0.0488515043675186
BELEM;202;152;3140;0.025109102598147564;0.048407643312101914
BELEM;203;160;3039;0.025277254467740404;0.05264889766370517
BELEM;204;141;3109;0.025478704666391135;0.045352203280797684
BELEM;205;158;3062;0.025296248150946728;0.051600261267145654
BELEM;206;147;3106;0.025122430887446142;0.047327752736638765
BELEM;207;140;3094;0.02504345212318258;0.04524886877828054
BELEM;208;155;3076;0.025004814850238304;0.05039011703511053
BELEM;209;145;3045;0.02550709341020536;0.047619047619047616
BELEM;210;166;3072;0.025271939805021817;0.054036458333333336
BELEM;211;150;3096;0.025123668112004786;0.04844961240310078
BELEM;212;154;3035;0.02531051918953622;0.05074135090609555
BELEM;213;141;3052;0.02503749739157319;0.04619921363040629
BELEM;214;134;3129;0.024955374290148696;0.04282518376478108
BELEM;215;154;3101;0.025321237781661537;0.04966139954853273
BELEM;216;135;3141;0.025779883926424378;0.04297994269340974
BELEM;217;143;3070;0.025283855245715255;0.04657980456026058
BELEM;218;155;3105;0.025144699815813944;0.0499194847020934
BELEM;219;149;3048;0.02526810315297895;0.04888451443569554
BELEM;220;145;3096;0.025350379064803193;0.04683462532299742
BELEM;221;150;3066;0.025423251085763036;0.04892367906066536
BELEM;222;165;3042;0.025449128017420726;0.054240631163708086
BELEM;223;158;3071;0.02500331039761551;0.05144903940084663
BELEM;224;149;3089;0.025341268215038893;0.048235674975720295
BELEM;225;152;3046;0.025072494428857894;0.04990151017728168
BELEM;226;167;3088;0.025266054964860174;0.05408031088082901
BELEM;227;167;3018;0.025230679298191033;0.05533465871438038
BELEM;228;150;3081;0.025179219029398923;0.04868549172346641
BELEM;229;139;3087;0.0250932566570006;0.04502753482345319
BELEM;230;153;3072;0.025139240876112315;0.0498046875
BELEM;231;168;3073;0.025331062663402328;0.05466970387243736
BELEM;232;138;3064;0.02546353698622132;0.04503916449086162
BELEM;233;143;3114;0.025111244755995143;0.04592164418754014
BELEM;234;153;3111;0.025178192807086084;0.04918032786885246
BELEM;235;167;3075;0.025195445323074665;0.05430894308943089
BELEM;236;163;3051;0.025392515246022606;0.05342510652245166
BELEM;237;155;3062;0.025348865817243185;0.05062050947093403
BELEM;238;146;3112;0.02514988274666077;0.04691516709511568
BELEM;239;136;3132;0.025230110695047478;0.04342273307790549
BELEM;240;172;3064;0.02519129564976517;0.05613577023498695
BELEM;241;164;3055;0.025275119197132833;0.05368248772504092
BELEM;242;137;3073;0.025273584681914308;0.04458184184835665
BELEM;243;154;3052;0.025380990231666668;0.05045871559633028
BELEM;244;153;3054;0.02526501728501932;0.05009823182711198
BELEM;245;148;3147;0.0252625523854777;0.047028916428344454
BELEM;246;170;3052;0.025564352601669105;0.055701179554390565
BELEM;247;175;3008;0.02544738261117236;0.0581781914893617
BELEM;248;137;3108;0.02532091412677109;0.04407979407979408
BELEM;249;184;3001;0.02544380037179924;0.061312895701432855
BELEM;250;171;3055;0.024931670504999594;0.05597381342062193
BELEM;251;147;3082;0.02533837951438587;0.04769630110317975
BELEM;252;158;3134;0.025091244361406216;0.05041480536056158
BELEM;253;138;3125;0.025023850821309295;0.04416
BELEM;254;155;3090;0.02511926177753793;0.05016181229773463
BELEM;255;143;3040;0.02505320671981344;0.04703947368421053
BELEM;256;142;3149;0.02542989005170722;0.0450936805335027
BELEM;257;175;3056;0.02530965960370804;0.057264397905759164
BELEM;258;131;3068;0.025354064647522902;0.04269882659713168
BELEM;259;133;3156;0.02536306576106094;0.04214195183776933
BELEM;260;153;3095;0.025662717829795758;0.0494345718901454
BELEM;261;139;3107;0.02519750211045376;0.04473768908915352
BELEM;262;158;3073;0.025316551616724903;0.05141555483241132
BELEM;263;151;3086;0.02534627586349382;0.04893065456902139
BELEM;264;142;3068;0.02515433900862444;0.046284224250325946
BELEM;265;156;3080;0.025288747727503048;0.05064935064935065
BELEM;266;151;3149;0.025267331620286045;0.04795173070816132
BELEM;267;158;3065;0.025316497998248637;0.05154975530179445
BELEM;268;147;3092;0.02520764019645796;0.04754204398447607
BELEM;269;165;3072;0.025344649562209807;0.0537109375
BELEM;270;175;3035;0.025671565111525806;0.057660626029654036
BELEM;271;153;3116;0.0252272956250169;0.04910141206675225
BELEM;272;149;3117;0.02548901781417602;0.04780237407763876
BELEM;273;144;3097;0.02521023902108541;0.046496609622215045
BELEM;274;156;3092;0.025016719536498574;0.050452781371280724
BELEM;275;167;3074;0.02526401295716446;0.05432661027976578
BELEM;276;134;3114;0.025311910764158813;0.04303147077713552
BELEM;277;150;3063;0.025227527004515787;0.04897159647404505
BELEM;278;160;3050;0.02540348791025916;0.05245901639344262
BELEM;279;155;3068;0.025233732478804453;0.05052151238591916
BELEM;280;167;2999;0.02512060422606905;0.05568522840946982
BELEM;281;162;3071;0.025514977188735324;0.05275154672745034
BELEM;282;161;3097;0.0251933434523184;0.051985792702615434
BELEM;283;146;3099;0.025270840375143926;0.04711197160374314
BELEM;284;154;3085;0.02526927528435798;0.04991896272285251
BELEM;285;170;3052;0.024881452509397058;0.055701179554390565
BELEM;286;158;3070;0.025100164751190503;0.051465798045602605
BELEM;287;164;3012;0.025148148186292355;0.05444887118193891
BELEM;288;152;3089;0.025257962254837986;0.04920686306247977
BELEM;289;139;3094;0.025180864170748975;0.044925662572721396
BELEM;290;149;3091;0.02509648879494116;0.04820446457457134
BELEM;291;154;3085;0.025448727296257214;0.04991896272285251
BELEM;292;168;3081;0.02519054638272258;0.054527750730282376
BELEM;293;144;3062;0.02514474896194768;0.047028086218158065
BELEM;294;157;3048;0.025363521881492334;0.05150918635170604
BELEM;295;161;3081;0.025116312666606945;0.05225576111652061
BELEM;296;165;3058;0.025287318541146638;0.0539568345323741
BELEM;297;154;3084;0.025425304102379476;0.04993514915693904
BELEM;298;147;3076;0.025236792896326236;0.04778933680104031
BELEM;299;165;3060;0.0256593871338723;0.05392156862745098
BELEM;300;143;3105;0.025460435083118325;0.04605475040257649
BELEM;301;154;3076;0.025447550237268014;0.05006501950585176
BELEM;302;138;3125;0.025160772068763226;0.04416
BELEM;303;150;3126;0.025214547645608296;0.04798464491362764
BELEM;304;170;3070;0.025483279068960526;0.05537459283387622
BELEM;305;154;3122;0.025311637737726655;0.04932735426008968
BELEM;306;159;3046;0.02542888683560322;0.052199606040709126
BELEM;307;140;3079;0.02540741209343977;0.04546930821695356
BELEM;308;136;3072;0.024931394187731472;0.044270833333333336
BELEM;309;155;3093;0.02516926695165696;0.05011315874555448
BELEM;310;136;3085;0.02540907835914035;0.044084278768233384
BELEM;311;141;3092;0.025064149772013225;0.04560155239327296
BELEM;312;165;3025;0.02509457001096169;0.05454545454545454
BELEM;313;155;3071;0.025116150738188684;0.05047215890589384
BELEM;314;145;3085;0.025225146619078494;0.04700162074554295
BELEM;315;134;3088;0.02519300297440746;0.04339378238341969
BELEM;316;159;3053;0.025501318906779393;0.052079921388797905
BELEM;317;154;3075;0.025505353099052833;0.05008130081300813
BELEM;318;172;3047;0.024956482478635793;0.05644896619625862
BELEM;319;152;3112;0.025236413539327023;0.04884318766066838
BELEM;320;158;3070;0.02549110350750472;0.051465798045602605
BELEM;321;149;3101;0.025577716828011066;0.048049016446307644
BELEM;322;154;3067;0.025236953853319085;0.05021193348549071
BELEM;323;150;3077;0.02546549484521359;0.04874878128046799
BELEM;324;175;3056;0.025333336915019527;0.057264397905759164
BELEM;325;135;3054;0.02540871192539469;0.04420432220039293
BELEM;326;141;3116;0.025289770198158708;0.04525032092426187
BELEM;327;135;3100;0.025011036459117356;0.043548387096774194
BELEM;328;136;3143;0.02509080784278479;0.04327076041998091
BELEM;329;154;3109;0.025140925062731738;0.049533612093920876
BELEM;330;145;3094;0.025332351129532;0.04686489980607628
BELEM;331;148;3133;0.025237498920575252;0.04723906798595595
BELEM;332;154;3082;0.025391567186432373;0.0499675535366645
BELEM;333;155;3093;0.025124305657998853;0.05011315874555448
BELEM;334;149;3101;0.025438584904551607;0.048049016446307644
BELEM;335;143;3129;0.024985054475474076;0.04570150207734101
BELEM;336;161;3077;0.025193197388999593;0.05232369190770231
BELEM;337;141;3087;0.02547186786905885;0.0456754130223518
BELEM;338;142;3094;0.025151555869188425;0.04589528118939883
BELEM;339;164;3053;0.025100483448837068;0.053717654765804125
BELEM;340;139;3065;0.02523674460550966;0.04535073409461664
BELEM;341;146;3106;0.025290147095311934;0.04700579523502898
BELEM;342;147;3062;0.025100289767542604;0.04800783801436969
BELEM;343;147;3086;0.02521992485654115;0.04763447828904731
BELEM;344;135;3079;0.02518492184457835;0.043845404352062356
BELEM;345;143;3125;0.025162981807649323;0.04576
BELEM;346;157;3073;0.025201052618845404;0.05109013992840872
BELEM;347;161;3072;0.025524005844781594;0.052408854166666664
BELEM;348;158;3044;0.0250894467199646;0.0519053876478318
BELEM;349;146;3085;0.024919075936337992;0.0473257698541329
BELEM;350;154;3101;0.025336800841307898;0.04966139954853273
BELEM;351;156;3089;0.025204662656209128;0.05050178051149239
BELEM;352;167;3055;0.025468694467518017;0.054664484451718495
BELEM;353;157;3044;0.02538313854312245;0.051576872536136666
BELEM;354;159;3064;0.02526180297316967;0.05189295039164491
BELEM;355;150;3126;0.025422108629649103;0.04798464491362764
BELEM;356;142;3109;0.02515260448030393;0.04567385011257639
BELEM;357;153;3134;0.025020604982639784;0.04881940012763242
BELEM;358;163;3062;0.024973178781808485;0.05323318092749837
BELEM;359;155;3089;0.02528571535200163;0.05017805114923923
BELEM;360;136;3106;0.025003664237808212;0.0437862202189311
BELEM;361;170;3062;0.0251713591309765;0.05551926845199216
BELEM;362;144;3130;0.0252341291502245;0.04600638977635783
BELEM;363;161;3108;0.025115895631522583;0.0518018018018018
BELEM;364;153;3057;0.02536907255315775;0.050049067713444556
BELEM;365;137;3120;0.02508296660918698;0.04391025641025641
BELEM;366;153;3105;0.02491870791770364;0.04927536231884058
BELEM;367;148;3090;0.02526349193300817;0.04789644012944984
BELEM;368;153;3088;0.025160629203338992;0.049546632124352334
BELEM;369;164;3067;0.0252077610410588;0.05347244864688621
BELEM;370;158;3062;0.02498725916761183;0.051600261267145654
BELEM;371;164;3068;0.025257207176400096;0.05345501955671447
BELEM;372;151;3093;0.025331408287792942;0.04881991593921759
BELEM;373;149;3135;0.025427851407803355;0.047527910685805426
BELEM;374;140;3132;0.02548157207381405;0.04469987228607918
BELEM;375;140;3113;0.025159759790200516;0.0449726951493736
BELEM;376;146;3125;0.025283245555845726;0.04672
BELEM;377;152;3121;0.02537765310070437;0.04870233899391221
BELEM;378;140;3122;0.02497649706261197;0.04484304932735426
BELEM;379;149;3111;0.02534467226652647;0.04789456766313083
BELEM;380;166;3067;0.02524087882247862;0.05412455167916531
BELEM;381;165;3022;0.02528447621240971;0.05459960291197882
BELEM;382;163;3021;0.025217381253603736;0.0539556438265475
BELEM;383;129;3133;0.02497764070688836;0.04117459304181296
BELEM;384;155;3107;0.0254458258148211;0.04988735114258127
BELEM;385;147;3088;0.02558663526378639;0.047603626943005184
BELEM;386;139;3125;0.025224079697406372;0.04448
BELEM;387;179;3041;0.025053132614165984;0.058862216376192045
BELEM;388;158;3047;0.02527747423741939;0.051854282901214306
BELEM;389;150;3080;0.025273520336367962;0.048701298701298704
BELEM;390;135;3136;0.025254082228824127;0.043048469387755105
BELEM;391;152;3080;0.025349620142245777;0.04935064935064935
BELEM;392;161;3087;0.02510380217960612;0.05215419501133787
BELEM;393;159;3054;0.025076906733715505;0.05206286836935167
BELEM;394;142;3145;0.025280623456297082;0.045151033386327505
BELEM;395;146;3100;0.025188340279879304;0.04709677419354839
BELEM;396;165;3042;0.0251283442313451;0.054240631163708086
BELEM;397;158;3061;0.02500018971293733;0.051617118588696505
BELEM;398;161;3078;0.025357738499253768;0.05230669265756985
BELEM;399;157;3120;0.025767591265595753;0.05032051282051282
MACAPA;400;86;1415;0.026276501570128275;0.0607773851590106
MACAPA;401;79;1456;0.02613840496416935;0.05425824175824176
MACAPA;402;72;1485;0.026391574230843543;0.048484848484848485
MACAPA;403;78;1451;0.026210119591756655;0.053756030323914544
MACAPA;404;73;1434;0.026071470489501307;0.05090655509065551
MACAPA;405;76;1429;0.026143472910197977;0.05318404478656403
MACAPA;406;103;1399;0.026230779270098918;0.0736240171551108
MACAPA;407;80;1432;0.02591795554232104;0.055865921787709494
MACAPA;408;91;1419;0.02626169596308921;0.06412966878083157
MACAPA;409;74;1466;0.025932598788513984;0.0504774897680764
MACAPA;410;78;1406;0.02614793564328306;0.05547652916073969
MACAPA;411;90;1424;0.025912036645076516;0.06320224719101124
MACAPA;412;69;1467;0.026070870730252303;0.04703476482617587
MACAPA;413;66;1441;0.0259265934842138;0.04580152671755725
MACAPA;414;87;1405;0.02620929091255029;0.06192170818505338
MACAPA;415;86;1430;0.02626132364404407;0.06013986013986014
MACAPA;416;90;1430;0.02604577526428141;0.06293706293706294
MACAPA;417;80;1437;0.0263933235914338;0.055671537926235214
MACAPA;418;86;1426;0.02605710420377457;0.06030855539971949
MACAPA;419;84;1431;0.026321947660928904;0.05870020964360587
MACAPA;420;70;1475;0.025813465627705673;0.04745762711864407
MACAPA;421;67;1451;0.026154018874305438;0.0461750516884907
MACAPA;422;72;1436;0.026177023747831214;0.05013927576601671
MACAPA;423;80;1416;0.026180453366996887;0.05649717514124294
MACAPA;424;60;1445;0.026282162104198915;0.04152249134948097
MACAPA;425;76;1449;0.025834407274379488;0.05244996549344375
MACAPA;426;75;1468;0.026067634415151582;0.05108991825613079
MACAPA;427;79;1418;0.026091535181816585;0.05571227080394922
MACAPA;428;80;1450;0.026402410314731204;0.05517241379310345
MACAPA;429;77;1440;0.025826184470145456;0.05347222222222222
MACAPA;430;74;1433;0.02626786734968397;0.051639916259595256
MACAPA;431;58;1480;0.02607138921535492;0.03918918918918919
MACAPA;432;73;1453;0.025571803720657274;0.05024088093599449
MACAPA;433;80;1419;0.025954132601868997;0.05637773079633545
MACAPA;434;71;1452;0.02587295537992126;0.048898071625344354
MACAPA;435;82;1445;0.026062147156425342;0.05674740484429066
MACAPA;436;73;1454;0.02643659466765678;0.050206327372764786
MACAPA;437;74;1451;0.02585000099171545;0.05099931082012405
MACAPA;438;70;1460;0.02614271461990364;0.04794520547945205
MACAPA;439;79;1408;0.026089267179174654;0.056107954545454544
MACAPA;440;92;1431;0.026158578190850275;0.06429070580013976
MACAPA;441;78;1441;0.026285684159870683;0.05412907702984039
MACAPA;442;83;1445;0.02600853515833511;0.057439446366782006
MACAPA;443;96;1408;0.026161191035467504;0.06818181818181818
MACAPA;444;99;1430;0.02625596327832135;0.06923076923076923
MACAPA;445;73;1439;0.026171334940070328;0.05072967338429465
MACAPA;446;81;1451;0.02595285853838857;0.055823569951757405
MACAPA;447;86;1438;0.026327324042177882;0.059805285118219746
MACAPA;448;76;1470;0.025986588260040494;0.05170068027210884
MACAPA;449;68;1450;0.025866991681390197;0.04689655172413793
MACAPA;450;78;1463;0.026076444392755315;0.05331510594668489
MACAPA;451;76;1437;0.026388140232595468;0.05288796102992345
MACAPA;452;78;1432;0.026487422489117923;0.05446927374301676
MACAPA;453;70;1445;0.02600740751978647;0.04844290657439446
MACAPA;454;72;1457;0.025978267020741828;0.04941660947151681
MACAPA;455;76;1426;0.026242129371914436;0.05329593267882188
MACAPA;456;70;1441;0.025750884827431073;0.048577376821651634
