Denounce;Got attacked;Females;Stress;run
56;226;1261;0.03332938870194609;50
0;0;1197;0.0;51
6;31;1197;0.0;51
17;55;1197;0.03378322465142053;51
19;75;1197;0.03376503339861172;51
18;97;1197;0.03359355038943446;51
34;127;1197;0.0334947068569053;51
41;155;1197;0.03342951223558701;51
46;172;1197;0.03333937088111083;51
44;191;1197;0.03319488104078675;51
55;216;1197;0.03305187370837081;51
60;242;1197;0.03295454078098856;51
0;0;1196;0.0;52
4;27;1196;0.0;52
12;45;1196;0.03314575809129126;52
18;66;1196;0.03308213869996986;52
25;94;1196;0.03293779790155038;52
36;120;1196;0.03289358192684214;52
40;142;1196;0.032743199187834415;52
46;161;1196;0.032676643783695586;52
55;185;1196;0.032551101862893374;52
53;203;1196;0.032482591461171675;52
61;219;1196;0.03240890651295912;52
0;0;1248;0.0;53
7;31;1248;0.0;53
10;61;1248;0.03407027177779169;53
12;79;1248;0.03396499074777636;53
23;111;1248;0.03392576362349259;53
30;127;1248;0.03386275303224412;53
29;143;1248;0.03376368001088755;53
39;161;1248;0.03367893115199722;53
54;191;1248;0.03356521938666769;53
63;213;1248;0.033466480619266034;53
63;240;1248;0.03336332377412781;53
0;0;1180;0.0;54
6;23;1180;0.0;54
12;42;1180;0.03293174549153907;54
16;69;1180;0.032876850889775724;54
22;91;1180;0.032786862385779034;54
36;109;1180;0.032712258951817924;54
36;125;1180;0.03259845773084323;54
39;148;1180;0.03250459096379633;54
34;173;1180;0.03242089346780365;54
50;192;1180;0.03237214488788045;54
51;208;1180;0.03229495316794527;54
0;0;1214;0.0;55
1;27;1214;0.0;55
12;61;1214;0.033646108253452184;55
18;85;1214;0.0336081046601918;55
30;117;1214;0.03348959011475931;55
39;136;1214;0.033346112047584905;55
42;166;1214;0.03331103966044418;55
47;189;1214;0.03317257390465455;55
54;217;1214;0.03305618951679294;55
57;235;1214;0.03301891511852065;55
66;253;1214;0.032868910817122024;55
0;0;1205;0.0;56
1;24;1205;0.0;56
10;43;1205;0.03406601233739337;56
15;65;1205;0.034037612289588376;56
21;83;1205;0.03393855181574117;56
26;113;1205;0.033820241658524444;56
36;134;1205;0.033776963209831236;56
54;159;1205;0.03365404391791146;56
49;173;1205;0.03357311152562154;56
58;205;1205;0.033419173477237794;56
51;224;1205;0.03333604442504209;56
0;0;1221;0.0;57
2;24;1221;0.0;57
7;50;1221;0.0331872024979389;57
16;82;1221;0.033157232470606375;57
17;103;1221;0.033053493014176545;57
33;134;1221;0.03299239887894878;57
29;159;1221;0.03289264958594795;57
44;177;1221;0.032781713411055964;57
38;194;1221;0.03271032405601641;57
49;215;1221;0.03261787591548418;57
53;226;1221;0.03251310086537931;57
0;0;1207;0.0;58
6;21;1207;0.0;58
7;48;1207;0.0332578472663;58
15;77;1207;0.03316755256997263;58
21;101;1207;0.03306515403708482;58
34;127;1207;0.03297163659095515;58
37;147;1207;0.03284557360919898;58
42;170;1207;0.0327116153345145;58
42;188;1207;0.03268607498893856;58
48;208;1207;0.03260859118481661;58
54;230;1207;0.03250066926643702;58
0;0;1208;0.0;59
4;20;1208;0.0;59
6;42;1208;0.032788597308018363;59
22;66;1208;0.03271593585641618;59
24;87;1208;0.03265483531086989;59
19;108;1208;0.03249036454917084;59
32;130;1208;0.032467090962152036;59
42;155;1208;0.032405348992812014;59
46;168;1208;0.03226663046233375;59
52;191;1208;0.032201521193341666;59
45;212;1208;0.032084369588031354;59
0;0;1205;0.0;60
3;22;1205;0.0;60
6;46;1205;0.03316053384239854;60
19;73;1205;0.03309921904487141;60
27;92;1205;0.03299595336975908;60
29;116;1205;0.032916419552595534;60
33;141;1205;0.03284555855684433;60
39;157;1205;0.0327099358116283;60
48;180;1205;0.032686425151250025;60
52;203;1205;0.032533576847400325;60
50;218;1205;0.032406828743758144;60
0;0;1250;0.0;61
4;28;1250;0.0;61
9;52;1250;0.03415036937571185;61
15;80;1250;0.03404753705871888;61
24;101;1250;0.03396025909079677;61
35;131;1250;0.033881189864256755;61
43;158;1250;0.03377079760192514;61
44;179;1250;0.0336445836248858;61
62;199;1250;0.033598858814154135;61
64;222;1250;0.0334967255946218;61
63;245;1250;0.03330930953340858;61
0;0;1218;0.0;62
3;25;1218;0.0;62
12;51;1218;0.033735974219652076;62
15;74;1218;0.033659722620167996;62
33;100;1218;0.03356697765916342;62
31;127;1218;0.033503895781352315;62
32;148;1218;0.03341994326281689;62
43;176;1218;0.033323806011241075;62
56;195;1218;0.03322803285444122;62
67;221;1218;0.033106592539119566;62
63;239;1218;0.03298757427159282;62
0;0;1163;0.0;63
2;24;1163;0.0;63
11;43;1163;0.03326495048223536;63
14;62;1163;0.033212100334168784;63
22;87;1163;0.033100522117149006;63
27;117;1163;0.032984140262256274;63
35;137;1163;0.03298287448507697;63
34;153;1163;0.032927461784406094;63
52;175;1163;0.0328263532485525;63
37;194;1163;0.03272664401849948;63
50;216;1163;0.032668839234721345;63
0;0;1195;0.0;64
0;17;1195;0.0;64
7;40;1195;0.03326651448675699;64
11;54;1195;0.033269934741752445;64
16;80;1195;0.03316051802152395;64
25;101;1195;0.03311313198945196;64
30;112;1195;0.03301203192410307;64
27;139;1195;0.0329568666181023;64
41;156;1195;0.03288903289451111;64
52;181;1195;0.03279270359445051;64
48;194;1195;0.03269884797608335;64
0;0;1240;0.0;65
1;24;1240;0.0;65
13;42;1240;0.03390841758955421;65
17;71;1240;0.033822817031818025;65
20;96;1240;0.03371174729657615;65
29;116;1240;0.0336451368329451;65
30;140;1240;0.033614154598608295;65
42;161;1240;0.03350394312871366;65
42;179;1240;0.03341849831285422;65
51;205;1240;0.03331498499393177;65
57;224;1240;0.03323112763947573;65
0;0;1204;0.0;66
5;38;1204;0.0;66
20;71;1204;0.03258739577588683;66
23;87;1204;0.032500685489735774;66
29;106;1204;0.032392793578352355;66
29;121;1204;0.03229595697349842;66
36;139;1204;0.032217493383648564;66
50;166;1204;0.03211619674062918;66
50;197;1204;0.032027031403644116;66
59;212;1204;0.031941476557245566;66
58;236;1204;0.03182983375035745;66
0;0;1207;0.0;67
3;26;1207;0.0;67
10;44;1207;0.03388888960944437;67
17;73;1207;0.03381334604725372;67
22;96;1207;0.03372915549137363;67
29;116;1207;0.0336895418322151;67
36;142;1207;0.03357824982242718;67
41;174;1207;0.033463712529475345;67
40;198;1207;0.03338500282007212;67
53;218;1207;0.033264117476141615;67
65;243;1207;0.03309856624675394;67
0;0;1247;0.0;68
3;32;1247;0.0;68
15;61;1247;0.03316525536671621;68
22;89;1247;0.033108311109876505;68
34;110;1247;0.03300185785217943;68
33;127;1247;0.03286960608795564;68
40;150;1247;0.032765199269534265;68
47;169;1247;0.032672866285997804;68
47;191;1247;0.0325540630260828;68
48;215;1247;0.03251022655970649;68
49;241;1247;0.0324148483349341;68
0;0;1231;0.0;69
2;21;1231;0.0;69
10;46;1231;0.033472185640967204;69
14;74;1231;0.0333694771296605;69
25;94;1231;0.03328406654445968;69
26;113;1231;0.03321905391691129;69
32;131;1231;0.033116534526310776;69
47;152;1231;0.03298966862815306;69
49;173;1231;0.03290941488669045;69
66;195;1231;0.03277864263487207;69
48;212;1231;0.032629729093142726;69
0;0;1203;0.0;70
4;16;1203;0.0;70
12;42;1203;0.0331529883091194;70
22;57;1203;0.033064798558940914;70
22;80;1203;0.03292713077237745;70
24;99;1203;0.032869203477244056;70
39;124;1203;0.03274057756222185;70
37;140;1203;0.03271165558763158;70
37;152;1203;0.03258615296678912;70
44;178;1203;0.03251873738178356;70
54;194;1203;0.032476746522365735;70
0;0;1247;0.0;71
5;23;1247;0.0;71
12;49;1247;0.034060448698011586;71
20;77;1247;0.034038314517212724;71
29;106;1247;0.03394383275392359;71
35;123;1247;0.0338448058976947;71
37;142;1247;0.03370398511951752;71
55;165;1247;0.03363609337589767;71
46;189;1247;0.033576024590751784;71
57;211;1247;0.0334160057182502;71
59;232;1247;0.03335692641302671;71
0;0;1228;0.0;72
4;28;1228;0.0;72
18;60;1228;0.03343401623593003;72
24;86;1228;0.03337163601545531;72
30;115;1228;0.03323532108678389;72
35;148;1228;0.03313486860869503;72
32;173;1228;0.03306200775027643;72
35;196;1228;0.03298000942607827;72
43;219;1228;0.03288277970965537;72
64;236;1228;0.03281946506285935;72
69;257;1228;0.032717439003883256;72
0;0;1252;0.0;73
4;17;1252;0.0;73
12;49;1252;0.03367986643413492;73
15;70;1252;0.03367134724212533;73
18;97;1252;0.0335294008053201;73
26;125;1252;0.033462904248070684;73
45;143;1252;0.03341525652012599;73
41;164;1252;0.03329963556579113;73
43;181;1252;0.033174831615326576;73
40;208;1252;0.033158187861607555;73
