pct_change_wage;Run;Denounce;Females;Got attacked;Stress
0.07999999999999999;237;63;1250;171;0.030260023203014512
0.07999999999999999;238;85;1229;224;0.029044941791122787
0.07999999999999999;239;76;1213;210;0.03009398395626157
0.07999999999999999;240;89;1227;245;0.030796678727397626
0.07999999999999999;241;76;1238;198;0.030630831724760516
0.07999999999999999;242;89;1195;225;0.03063263916523416
0.07999999999999999;243;75;1218;204;0.03025488232721018
0.07999999999999999;244;65;1252;204;0.030255682373949114
0.07999999999999999;245;80;1182;190;0.029803098545850077
0.07999999999999999;246;83;1177;203;0.029989870204224545
0.07999999999999999;247;76;1240;226;0.031073602106088626
0.07999999999999999;248;66;1241;204;0.029428056640980606
0.07999999999999999;249;69;1207;178;0.030192199362534547
0.07999999999999999;250;75;1261;241;0.030277913744879602
0.07999999999999999;251;63;1247;200;0.029880374905160413
0.07999999999999999;252;70;1201;199;0.0292939076780564
0.07999999999999999;253;81;1232;239;0.030592761865624842
0.07999999999999999;254;75;1177;205;0.030116081611431117
0.07999999999999999;255;66;1208;206;0.030443070386734536
0.07999999999999999;256;85;1247;238;0.030656478438555217
0.07999999999999999;257;79;1229;206;0.03000770787134629
0.07999999999999999;258;81;1220;197;0.030428834576293067
0.07999999999999999;259;74;1217;212;0.029501192107518948
0.07999999999999999;260;81;1254;204;0.029892792946727264
0.07999999999999999;261;65;1223;206;0.029891826961536888
0.07999999999999999;262;82;1195;231;0.03022681194691707
0.07999999999999999;263;74;1215;233;0.030393146018376237
0.07999999999999999;264;66;1190;195;0.030540128887024735
0.07999999999999999;265;87;1230;229;0.030118967927344534
0.07999999999999999;266;80;1228;201;0.029255523774509035
0.07999999999999999;267;84;1233;216;0.03055700385255361
0.07999999999999999;268;87;1215;208;0.029453148840725137
0.07999999999999999;269;63;1263;196;0.02960453722643337
0.07999999999999999;270;65;1225;199;0.029894545377290006
0.07999999999999999;271;84;1231;227;0.030965737110153057
0.07999999999999999;272;82;1212;201;0.03002563074471189
0.07999999999999999;273;82;1229;231;0.030486950488348187
0.07999999999999999;274;66;1229;191;0.029529901339597105
0.07999999999999999;275;72;1269;219;0.03071903325331607
0.07999999999999999;276;78;1257;224;0.02974814608647085
0.07999999999999999;277;83;1238;251;0.03132707369745224
0.07999999999999999;278;77;1230;208;0.029693264287930555
0.07999999999999999;279;61;1232;183;0.02971184210267499
0.07999999999999999;280;85;1219;221;0.029399184400776723
0.07999999999999999;281;76;1222;207;0.029572626905728264
0.07999999999999999;282;83;1245;217;0.029839914692018413
0.07999999999999999;283;77;1214;200;0.029624737861908026
0.07999999999999999;284;76;1229;236;0.030774333920931304
0.07999999999999999;285;69;1245;197;0.030194635613925856
0.07999999999999999;286;77;1225;231;0.029690943137317353
0.07999999999999999;287;72;1212;224;0.0300573624298814
0.07999999999999999;288;67;1295;213;0.030293422215106943
0.07999999999999999;289;70;1209;206;0.02996816798495789
0.07999999999999999;290;88;1245;217;0.029776262857837712
0.07999999999999999;291;87;1264;216;0.029723232640349106
0.07999999999999999;292;79;1222;202;0.03091771156578257
0.07999999999999999;293;88;1212;202;0.03149954822408451
0.07999999999999999;294;61;1219;205;0.03095704298045267
0.07999999999999999;295;73;1213;202;0.02935007178787574
0.07999999999999999;296;68;1249;207;0.030866902419690517
0.07999999999999999;297;70;1251;205;0.030360460275276127
0.07999999999999999;298;71;1200;194;0.03056070592109021
0.07999999999999999;299;72;1212;198;0.029698490970099814
0.07999999999999999;300;78;1186;209;0.028912093941547437
0.07999999999999999;301;65;1189;195;0.02931041396706148
0.07999999999999999;302;72;1175;202;0.03057942525730014
0.07999999999999999;303;86;1237;212;0.03174184809271457
0.07999999999999999;304;74;1176;204;0.030342919163686248
0.07999999999999999;305;85;1185;219;0.030650313185451673
0.07999999999999999;306;75;1212;192;0.030654961607711
0.07999999999999999;307;77;1250;205;0.02976409855741493
0.07999999999999999;308;66;1256;207;0.030953161912714043
0.07999999999999999;309;70;1183;233;0.0295901842347773
0.07999999999999999;310;79;1218;219;0.02948008011985905
0.07999999999999999;311;72;1203;200;0.02988996003838963
0.07999999999999999;312;62;1250;188;0.03089140067829456
0.07999999999999999;313;83;1188;215;0.03085535269047879
0.07999999999999999;314;75;1252;211;0.03036210654266058
0.07999999999999999;315;70;1194;202;0.03038962602999497
0.07999999999999999;316;81;1219;226;0.03056574876614589
0.07999999999999999;317;76;1216;202;0.02989861307494832
0.07999999999999999;318;70;1264;196;0.029434433924603345
0.07999999999999999;319;66;1254;203;0.0293969479139621
0.07999999999999999;320;82;1231;234;0.03063037931159878
0.07999999999999999;321;66;1184;213;0.030172798585479325
0.07999999999999999;322;73;1190;201;0.030731412356504836
0.07999999999999999;323;76;1223;202;0.029276792805039253
0.07999999999999999;324;66;1198;202;0.03156652306568835
0.07999999999999999;325;80;1256;215;0.0303937941654647
0.07999999999999999;326;84;1232;244;0.029875028615129567
0.07999999999999999;327;77;1183;202;0.030626093835439308
0.07999999999999999;328;81;1202;206;0.030645945163945656
0.07999999999999999;329;74;1251;210;0.029525685804357132
0.07999999999999999;330;78;1247;215;0.030182764716525368
0.07999999999999999;331;81;1192;201;0.030332789328586063
0.07999999999999999;332;80;1195;196;0.029552570411248626
0.07999999999999999;333;71;1207;195;0.03048979036509253
0.07999999999999999;334;93;1201;225;0.029871197481031356
0.07999999999999999;335;66;1208;189;0.029680817316596404
0.07999999999999999;336;77;1179;223;0.02975283875514678
0.07999999999999999;337;69;1226;196;0.029603747296279227
0.07999999999999999;338;82;1263;234;0.03078676233728985
0.07999999999999999;339;73;1191;178;0.030641049718405554
0.07999999999999999;340;68;1230;181;0.03003724263114574
0.07999999999999999;341;79;1241;210;0.030522619458049953
0.07999999999999999;342;78;1200;222;0.030775626797567363
0.07999999999999999;343;77;1262;218;0.03029363804755578
0.07999999999999999;344;74;1180;214;0.029703739894453587
0.07999999999999999;345;66;1191;198;0.030097416549214905
0.07999999999999999;346;62;1240;196;0.030694788256177247
0.07999999999999999;347;75;1194;208;0.029249271409220325
0.07999999999999999;348;65;1187;194;0.030999753122465036
0.07999999999999999;349;74;1254;202;0.029939866412986373
0.07999999999999999;350;69;1203;210;0.030497767027260685
0.07999999999999999;351;74;1232;224;0.030804379630847954
0.07999999999999999;352;70;1180;202;0.03030297774757304
0.07999999999999999;353;78;1186;195;0.030319343319053164
0.07999999999999999;354;77;1196;216;0.030452704075399475
0.07999999999999999;355;75;1209;211;0.029545915720820628
0.07999999999999999;356;82;1195;224;0.02960904938712479
0.07999999999999999;357;68;1237;209;0.029286803400474477
0.07999999999999999;358;79;1174;224;0.030683862337153783
0.07999999999999999;359;70;1225;191;0.030394573083722537
0.07999999999999999;360;87;1220;228;0.030670310574607656
0.07999999999999999;361;82;1222;210;0.03069375175044387
0.07999999999999999;362;85;1182;231;0.031167402581254854
0.07999999999999999;363;71;1198;201;0.03152690842031402
0.07999999999999999;364;71;1234;223;0.029936685748821697
0.07999999999999999;365;84;1238;223;0.030816557113975136
0.07999999999999999;366;69;1193;178;0.02943669228898903
0.07999999999999999;367;85;1239;220;0.03050628196324464
0.07999999999999999;368;72;1235;222;0.03015643642692269
0.07999999999999999;369;75;1213;208;0.029554151521197152
0.07999999999999999;370;76;1213;208;0.030651079458172206
0.07999999999999999;371;83;1174;221;0.029202728573765237
0.07999999999999999;372;81;1203;198;0.03013773399542309
0.07999999999999999;373;76;1214;239;0.030022739456265938
0.07999999999999999;374;86;1226;226;0.029554514214455773
0.07999999999999999;375;77;1219;210;0.030883751312852533
0.07999999999999999;376;73;1172;196;0.030278586748800896
0.07999999999999999;377;73;1183;185;0.03146216560847683
0.07999999999999999;378;66;1246;195;0.02998707884297877
0.07999999999999999;379;66;1254;190;0.029925368972766597
0.07999999999999999;380;71;1155;192;0.03015668770789826
0.07999999999999999;381;66;1250;211;0.030520649720952992
0.07999999999999999;382;75;1269;199;0.029203827514366013
0.07999999999999999;383;73;1216;212;0.030686659256591912
0.07999999999999999;384;77;1220;214;0.029094693700367234
0.07999999999999999;385;62;1211;197;0.03134598161123795
0.07999999999999999;386;77;1215;233;0.0307672618861714
0.07999999999999999;387;84;1229;196;0.02985023759242694
0.07999999999999999;388;75;1220;213;0.03128551511901059
0.07999999999999999;389;75;1261;208;0.030194614890887074
0.07999999999999999;390;72;1230;213;0.029313290422553456
0.07999999999999999;391;74;1251;218;0.02980692889785733
0.07999999999999999;392;65;1225;188;0.030396715610649286
0.07999999999999999;393;74;1209;196;0.028939281646486695
0.07999999999999999;394;57;1251;184;0.029699821639600454
0.07999999999999999;395;75;1216;229;0.029937073766773507
0.07999999999999999;396;74;1237;201;0.030837879164502317
0.07999999999999999;397;66;1202;211;0.030741341699988836
0.07999999999999999;398;71;1168;205;0.031380138429928914
0.07999999999999999;399;92;1243;239;0.030243419686838694
0.15;400;73;1207;233;0.0311304684284705
0.15;401;82;1227;216;0.030463024125459277
0.15;402;79;1193;202;0.030221032990232436
0.15;403;79;1174;219;0.030277812885618257
0.15;404;82;1185;212;0.02991180413926531
0.15;405;81;1213;219;0.029204320417991526
0.15;406;61;1203;193;0.030534699629902757
0.15;407;69;1237;230;0.029966170781944523
0.15;408;79;1217;220;0.030398835755483126
0.15;409;87;1212;223;0.030167107231925387
0.15;410;79;1214;215;0.029882771690153707
0.15;411;76;1225;198;0.030159801099510674
0.15;412;55;1189;182;0.030213656708070545
0.15;413;65;1257;187;0.03069684072467819
0.15;414;69;1215;202;0.030595599849879255
0.15;415;64;1256;194;0.030467979889477404
0.15;416;70;1147;198;0.02957339098459741
0.15;417;80;1270;230;0.029342568836110857
0.15;418;66;1177;228;0.030230786494625086
0.15;419;87;1277;246;0.030212560775189305
0.15;420;82;1183;198;0.029321476152479087
0.15;421;70;1202;198;0.030576116118056634
0.15;422;73;1220;195;0.030610023875670973
0.15;423;90;1197;219;0.029585642826696356
0.15;424;96;1229;238;0.029025443295714097
0.15;425;91;1199;244;0.03053055777499956
0.15;426;71;1230;196;0.02995300525451127
0.15;427;80;1219;217;0.03104453140765745
0.15;428;66;1216;185;0.030470124111549583
0.15;429;83;1185;206;0.03089640454227829
0.15;430;61;1212;191;0.028825425249483463
0.15;431;72;1202;208;0.029735566981325273
0.15;432;69;1203;202;0.03059640502162982
0.15;433;71;1206;227;0.03125106436173256
0.15;434;67;1252;199;0.03063814675450873
0.15;435;75;1236;205;0.029625513040900255
0.15;436;80;1224;219;0.03007925294303402
0.15;437;78;1156;199;0.030666414297615005
0.15;438;73;1242;198;0.03082967400619474
0.15;439;88;1166;200;0.029755966157054066
0.15;440;72;1208;211;0.03019375885035239
0.15;441;66;1198;189;0.0300994260545226
0.15;442;76;1215;191;0.03013473109221843
0.15;443;88;1234;233;0.030313639601967948
0.15;444;66;1218;208;0.03011109136923996
0.15;445;56;1242;192;0.03042965685282465
0.15;446;69;1180;195;0.03133705957619127
0.15;447;66;1195;186;0.029719305728037
0.15;448;80;1233;225;0.02854764058759578
0.15;449;63;1187;201;0.03043770173626899
0.15;450;78;1202;203;0.030214776427977118
0.15;451;76;1156;219;0.030654003914142646
0.15;452;68;1225;205;0.030223606612760974
0.15;453;79;1215;219;0.029972239076688757
0.15;454;87;1217;221;0.030877020844146227
0.15;455;86;1226;226;0.02995275304801188
0.15;456;77;1265;230;0.029867736687295178
0.15;457;69;1260;189;0.030098165070158108
0.15;458;84;1196;225;0.030610965894591224
0.15;459;93;1213;230;0.02978033151741185
0.15;460;81;1197;217;0.02911692628825313
0.15;461;74;1208;235;0.030115986991569282
0.15;462;64;1227;210;0.03014706384034362
0.15;463;79;1180;223;0.03232943320175814
0.15;464;72;1191;196;0.030159143186614036
0.15;465;83;1232;191;0.03037952484562582
0.15;466;75;1219;218;0.02998747244434716
0.15;467;86;1254;217;0.029699410661475186
0.15;468;72;1248;210;0.02909131156052782
0.15;469;78;1248;185;0.029779702744496296
0.15;470;76;1253;223;0.03041141893035075
0.15;471;66;1230;184;0.029994902845508823
0.15;472;70;1180;196;0.029234896990302486
0.15;473;65;1246;181;0.030162125644121664
0.15;474;79;1199;219;0.030904904411037958
0.15;475;75;1196;214;0.029941926559430898
0.15;476;74;1237;219;0.030112661865881917
0.15;477;74;1218;215;0.03184321413768124
0.15;478;68;1253;190;0.030645849900620598
0.15;479;89;1160;235;0.02930828816435279
0.15;480;93;1167;229;0.029071420969700352
0.15;481;68;1242;200;0.03140771627242329
0.15;482;78;1252;214;0.03013713531568936
0.15;483;84;1246;214;0.031164201398480883
0.15;484;82;1237;203;0.030112033100513292
0.15;485;71;1246;179;0.02950402731467785
0.15;486;92;1233;237;0.03050622960927223
0.15;487;84;1222;203;0.030184541335856324
0.15;488;78;1185;215;0.030740687015844606
0.15;489;89;1206;238;0.03113976458270988
0.15;490;75;1234;200;0.030307795669090285
0.15;491;63;1176;206;0.030367374574033944
0.15;492;75;1210;222;0.03150569195533107
0.15;493;71;1183;203;0.02972116640822778
0.15;494;85;1237;198;0.0306142662475145
0.15;495;65;1238;201;0.02940196427294005
0.15;496;72;1244;203;0.030192573894232872
0.15;497;72;1238;212;0.029544881465602343
0.15;498;78;1182;193;0.029799851038839812
0.15;499;70;1172;213;0.029559667610445015
0.15;500;79;1195;200;0.029713572236944766
0.15;501;73;1209;211;0.029752959565684484
0.15;502;78;1186;192;0.03005203050682272
0.15;503;90;1176;241;0.030550498765251254
0.15;504;59;1209;195;0.03022239571762264
0.15;505;72;1230;208;0.030436333454145533
0.15;506;98;1210;250;0.030037444754867523
0.15;507;75;1170;206;0.03059276628711746
0.15;508;83;1230;214;0.02857311897264662
0.15;509;79;1191;211;0.029841760224087632
0.15;510;84;1177;207;0.030532737414990078
0.15;511;90;1222;225;0.029923752719465745
0.15;512;69;1186;202;0.029798644723355503
0.15;513;66;1227;193;0.02936909338061949
0.15;514;69;1210;200;0.029728724295427368
0.15;515;73;1213;212;0.030862179327936556
0.15;516;63;1161;185;0.030695452331793452
0.15;517;78;1276;217;0.029804416276592634
0.15;518;68;1219;192;0.030035955383779532
0.15;519;81;1193;242;0.030249881224317657
0.15;520;70;1213;205;0.03148744088819162
0.15;521;68;1223;197;0.030903888641711178
0.15;522;83;1146;212;0.02954828029899514
0.15;523;67;1174;187;0.030234461758329598
0.15;524;70;1262;227;0.02923727259140864
0.15;525;81;1261;221;0.03141553416390407
0.15;526;73;1176;195;0.030508357397732506
0.15;527;77;1229;208;0.029572769406649047
0.15;528;87;1209;229;0.030854926255593662
0.15;529;60;1266;199;0.029144420896533397
0.15;530;87;1248;220;0.030328796541387572
0.15;531;57;1215;172;0.030112827761465663
0.15;532;62;1258;195;0.030276123663642008
0.15;533;70;1209;203;0.030004603195334944
0.15;534;81;1223;220;0.029647015524925643
0.15;535;70;1236;226;0.03001664588792407
0.15;536;83;1241;198;0.029531372018910762
0.15;537;85;1212;242;0.030394512919977943
0.15;538;63;1204;223;0.030801584295040135
0.15;539;69;1228;209;0.030548815868803682
0.15;540;83;1184;224;0.030361595144036656
0.15;541;73;1184;220;0.03072324102546996
0.15;542;90;1220;235;0.030787676447711236
0.15;543;74;1232;231;0.03069058785427909
0.15;544;66;1219;175;0.030603793786768915
0.15;545;86;1240;215;0.028252778842666932
0.15;546;73;1240;204;0.030630004579914043
0.15;547;94;1243;231;0.029879644402910847
0.15;548;63;1247;206;0.030337264257505058
0.15;549;75;1255;215;0.029799261866372807
0.15;550;68;1244;209;0.029817708245925705
0.15;551;68;1233;217;0.030105494600132014
0.15;552;78;1240;197;0.030225874562088466
0.15;553;77;1250;207;0.0293546512537673
0.15;554;72;1213;212;0.030338786072766823
0.15;555;70;1211;210;0.029651894723507845
0.15;556;86;1237;246;0.029498724731520116
0.15;557;73;1184;183;0.03004865714127509
0.15;558;80;1190;222;0.03009019901881335
0.15;559;83;1198;225;0.031446899193411655
0.15;560;63;1152;198;0.029884361360700037
0.15;561;89;1240;240;0.03072763905418197
0.15;562;75;1241;222;0.030228926521671057
0.15;563;76;1199;201;0.02973624737301325
0.15;564;74;1210;205;0.02986598722887899
0.15;565;81;1200;225;0.030511169827186328
0.15;566;80;1181;202;0.02956027239344022
0.15;567;84;1232;202;0.0298211053985383
0.15;568;83;1221;209;0.02935733655727
0.15;569;86;1255;243;0.03053073928031314
0.15;570;70;1233;211;0.029948455516412488
0.15;571;69;1238;198;0.030224003420985624
0.15;572;87;1235;214;0.029486922282560137
0.15;573;67;1207;205;0.030812658524819805
0.15;574;71;1246;216;0.03116237828651974
0.15;575;72;1231;214;0.031304247807518434
0.15;576;83;1168;207;0.02999238475977412
0.15;577;76;1177;206;0.030637369979865162
0.15;578;81;1263;223;0.030469114674970897
0.15;579;74;1183;228;0.029034734582308857
0.15;580;75;1222;211;0.030011910451911008
0.15;581;69;1205;200;0.030803615955532358
0.15;582;70;1197;196;0.029921471526779066
0.15;583;72;1225;200;0.030068251059250324
0.15;584;71;1283;194;0.028135497561578435
0.15;585;81;1231;233;0.03046799994573899
0.15;586;72;1223;187;0.03005625307184523
0.15;587;59;1209;172;0.029976228954283236
