pct_change_wage;Run;Denounce;Females;Got attacked;Stress
0.15;588;67;1203;207;0.02983046387303963
0.15;589;70;1197;217;0.029897602807705884
0.15;590;70;1223;214;0.029898463930816903
0.15;591;70;1238;202;0.029699505851891954
0.15;592;86;1215;241;0.03159095347452132
0.15;593;80;1236;226;0.02986343136745668
0.15;594;77;1251;233;0.02972618632536794
0.15;595;73;1210;210;0.03008927701720948
0.15;596;89;1196;257;0.030725036797490238
0.15;597;74;1249;184;0.02977801970184546
0.15;598;71;1262;214;0.031206216525979734
0.15;599;71;1251;191;0.029916515222465585
0.21999999999999997;600;75;1214;218;0.02909183580101458
0.21999999999999997;601;95;1202;211;0.030155474566036865
0.21999999999999997;602;66;1255;193;0.029073223219493523
0.21999999999999997;603;77;1227;203;0.02878778625021286
0.21999999999999997;604;84;1218;211;0.029630195646311037
0.21999999999999997;605;76;1230;209;0.02996500135195232
0.21999999999999997;606;68;1202;181;0.03062932620316415
0.21999999999999997;607;84;1242;220;0.030281901632297544
0.21999999999999997;608;63;1230;207;0.03050214166388006
0.21999999999999997;609;66;1203;189;0.029988784998471473
0.21999999999999997;610;60;1188;214;0.030134402817872344
0.21999999999999997;611;56;1210;188;0.03069292257061339
0.21999999999999997;612;74;1178;228;0.03044978694124077
0.21999999999999997;613;73;1213;206;0.029769469157131707
0.21999999999999997;614;80;1229;211;0.03027302630756524
0.21999999999999997;615;67;1206;196;0.029421353190908044
0.21999999999999997;616;72;1230;201;0.030799934727718446
0.21999999999999997;617;82;1251;244;0.02987183390040305
0.21999999999999997;618;72;1261;206;0.02997234532486094
0.21999999999999997;619;68;1220;210;0.0296900139234654
0.21999999999999997;620;70;1230;206;0.030005700915149265
0.21999999999999997;621;71;1242;221;0.029411577040787847
0.21999999999999997;622;68;1192;205;0.029133188501683692
0.21999999999999997;623;93;1250;210;0.03081821086059408
0.21999999999999997;624;77;1223;200;0.030512863906617862
0.21999999999999997;625;70;1230;211;0.029824493178377855
0.21999999999999997;626;91;1241;244;0.03122975892506588
0.21999999999999997;627;76;1213;205;0.029479659347794743
0.21999999999999997;628;87;1254;239;0.030419833419550773
0.21999999999999997;629;92;1238;231;0.030841883201472832
0.21999999999999997;630;60;1303;197;0.03133648574682273
0.21999999999999997;631;73;1175;220;0.02864555477634784
0.21999999999999997;632;90;1184;213;0.03003952462520542
0.21999999999999997;633;68;1240;219;0.029339660752764413
0.21999999999999997;634;71;1275;195;0.029017578173047613
0.21999999999999997;635;74;1206;210;0.029992172140318223
0.21999999999999997;636;69;1251;193;0.029477477618340665
0.21999999999999997;637;73;1185;185;0.030433344529653912
0.21999999999999997;638;60;1270;195;0.02916055605758091
0.21999999999999997;639;60;1221;203;0.029497578436241276
0.21999999999999997;640;80;1231;210;0.030364934030958322
0.21999999999999997;641;69;1151;177;0.02951183193201115
0.21999999999999997;642;60;1231;170;0.029737731661575496
0.21999999999999997;643;73;1208;233;0.029641070730391367
0.21999999999999997;644;64;1201;189;0.030604676301280487
0.21999999999999997;645;75;1222;236;0.030435870485019837
0.21999999999999997;646;69;1270;232;0.030473281845424745
0.21999999999999997;647;80;1260;229;0.029844247534723128
0.21999999999999997;648;82;1207;205;0.03015501827178364
0.21999999999999997;649;89;1228;210;0.030227898732860817
0.21999999999999997;650;85;1263;183;0.0298667165033697
0.21999999999999997;651;73;1251;213;0.02821730414408095
0.21999999999999997;652;89;1223;217;0.030733045840105635
0.21999999999999997;653;78;1221;234;0.030096382835681966
0.21999999999999997;654;73;1190;220;0.030516047263998935
0.21999999999999997;655;71;1214;192;0.030070125449651517
0.21999999999999997;656;85;1218;223;0.030697561141077002
0.21999999999999997;657;72;1188;218;0.030714993605774777
0.21999999999999997;658;85;1189;212;0.029232245147873055
0.21999999999999997;659;89;1201;248;0.03043417630318064
0.21999999999999997;660;65;1229;212;0.02991326757804371
0.21999999999999997;661;77;1252;203;0.02964860900321027
0.21999999999999997;662;61;1241;196;0.03168291384751789
0.21999999999999997;663;90;1199;223;0.0299305156104517
0.21999999999999997;664;86;1190;232;0.030103894893692862
0.21999999999999997;665;98;1219;241;0.030778252067052026
0.21999999999999997;666;77;1196;202;0.03009414197116071
0.21999999999999997;667;76;1182;233;0.03115764057046491
0.21999999999999997;668;71;1223;202;0.030238331280161936
0.21999999999999997;669;74;1245;217;0.029294572871696366
0.21999999999999997;670;89;1202;195;0.02999574046256467
0.21999999999999997;671;85;1212;227;0.03037347358761043
0.21999999999999997;672;79;1206;209;0.028605471921163923
0.21999999999999997;673;74;1209;189;0.02939501140491701
0.21999999999999997;674;84;1210;205;0.029259071748946187
0.21999999999999997;675;80;1231;228;0.03040289340000833
0.21999999999999997;676;78;1179;206;0.02925199396769431
0.21999999999999997;677;83;1207;205;0.03077173658284564
0.21999999999999997;678;67;1174;204;0.029459386816685088
0.21999999999999997;679;76;1212;219;0.0295961433107389
0.21999999999999997;680;80;1241;223;0.03018666165008805
0.21999999999999997;681;81;1249;211;0.02989814031826923
0.21999999999999997;682;71;1249;207;0.029891472629719796
0.21999999999999997;683;79;1232;222;0.02899761232937834
0.21999999999999997;684;80;1233;216;0.029739649873699453
0.21999999999999997;685;75;1242;206;0.030516840164471908
0.21999999999999997;686;88;1243;219;0.031557429140700734
0.21999999999999997;687;62;1225;199;0.030017170857958568
0.21999999999999997;688;59;1205;178;0.02971738046789488
0.21999999999999997;689;70;1232;204;0.02986153678958106
0.21999999999999997;690;85;1198;214;0.030338382979507996
0.21999999999999997;691;90;1212;204;0.030750699181061315
0.21999999999999997;692;77;1225;214;0.029960586619650138
0.21999999999999997;693;70;1211;206;0.02979669469182122
0.21999999999999997;694;72;1214;203;0.030011918424227062
0.21999999999999997;695;78;1260;224;0.031235500739921096
0.21999999999999997;696;84;1216;216;0.03141192406885638
0.21999999999999997;697;68;1217;216;0.031415101868218255
0.21999999999999997;698;76;1263;223;0.02982173964088894
0.21999999999999997;699;67;1221;189;0.02979835971739779
0.21999999999999997;700;81;1218;229;0.030677597245505228
0.21999999999999997;701;72;1261;210;0.030673203071038057
0.21999999999999997;702;65;1221;206;0.03050548037967791
0.21999999999999997;703;66;1182;209;0.030828184411103795
0.21999999999999997;704;76;1191;199;0.029314925529558434
0.21999999999999997;705;87;1239;228;0.030743410191228077
0.21999999999999997;706;88;1205;218;0.030131715262785474
0.21999999999999997;707;87;1207;220;0.029355154373742837
0.21999999999999997;708;71;1214;230;0.030711919969264305
0.21999999999999997;709;65;1220;198;0.031064341075878445
0.21999999999999997;710;76;1190;196;0.031019938547253118
0.21999999999999997;711;85;1212;241;0.030058812681625018
0.21999999999999997;712;73;1198;209;0.028545887321509488
0.21999999999999997;713;83;1220;221;0.030606595761769093
0.21999999999999997;714;84;1210;228;0.029089827657601243
0.21999999999999997;715;70;1229;204;0.03049695549411872
0.21999999999999997;716;67;1260;176;0.02962383899676814
0.21999999999999997;717;70;1219;216;0.030296370300580782
0.21999999999999997;718;77;1216;224;0.029858148908079783
0.21999999999999997;719;74;1231;215;0.03009218632441639
0.21999999999999997;720;74;1169;217;0.030596411474839942
0.21999999999999997;721;79;1210;206;0.029149003931973425
0.21999999999999997;722;75;1215;203;0.030239742884653985
0.21999999999999997;723;73;1194;214;0.02961976592070161
0.21999999999999997;724;79;1261;206;0.03112834386635879
0.21999999999999997;725;70;1247;192;0.03032678523675331
0.21999999999999997;726;61;1176;194;0.030629872074695808
0.21999999999999997;727;71;1214;212;0.03110197930015295
0.21999999999999997;728;72;1195;220;0.03014151359505423
0.21999999999999997;729;69;1230;192;0.030702793452113526
0.21999999999999997;730;89;1184;222;0.030481286314827424
0.21999999999999997;731;58;1174;186;0.03001297770915245
0.21999999999999997;732;69;1234;192;0.030416504530867312
0.21999999999999997;733;76;1268;191;0.030312076256447253
0.21999999999999997;734;79;1235;201;0.030121467022902713
0.21999999999999997;735;76;1218;219;0.029677559607784086
0.21999999999999997;736;77;1226;203;0.03086664822862863
0.21999999999999997;737;67;1236;180;0.030879800595188703
0.21999999999999997;738;72;1208;185;0.02996973170610552
0.21999999999999997;739;71;1269;207;0.03002308545450235
0.21999999999999997;740;84;1189;227;0.02961553980427084
0.21999999999999997;741;83;1199;219;0.029152206063411786
0.21999999999999997;742;74;1190;216;0.02968940732228696
0.21999999999999997;743;78;1191;207;0.029943783914347332
0.21999999999999997;744;74;1226;219;0.030589397416899172
0.21999999999999997;745;80;1228;230;0.031028634053342573
0.21999999999999997;746;62;1227;183;0.03090288076164574
0.21999999999999997;747;65;1239;174;0.03122889511011282
0.21999999999999997;748;72;1157;179;0.03011375399894412
0.21999999999999997;749;68;1189;204;0.030090346189673798
0.21999999999999997;750;73;1195;181;0.029772597607260205
0.21999999999999997;751;78;1201;221;0.03080769657099854
0.21999999999999997;752;53;1221;170;0.02975132034868463
0.21999999999999997;753;73;1218;214;0.030081651777742333
0.21999999999999997;754;75;1223;224;0.03029185137519882
0.21999999999999997;755;80;1205;204;0.029765469233667654
0.21999999999999997;756;72;1181;190;0.030150491494807235
0.21999999999999997;757;81;1196;240;0.029957176781410993
0.21999999999999997;758;71;1234;200;0.030742647721757554
0.21999999999999997;759;79;1235;204;0.029424014925389284
0.21999999999999997;760;67;1190;195;0.02967856529580743
0.21999999999999997;761;77;1241;202;0.02930717539971129
0.21999999999999997;762;67;1265;193;0.029289403757706705
0.21999999999999997;763;70;1226;224;0.030137236640707086
0.21999999999999997;764;65;1253;214;0.03223395486608749
0.21999999999999997;765;82;1195;210;0.030318306647827444
0.21999999999999997;766;81;1145;237;0.03010054422685999
0.21999999999999997;767;67;1230;191;0.029986731218569138
0.21999999999999997;768;74;1249;203;0.03065753029445328
0.21999999999999997;769;73;1229;203;0.03060744918259248
0.21999999999999997;770;76;1243;222;0.030350363289585732
0.21999999999999997;771;62;1190;198;0.030162805792270715
0.21999999999999997;772;68;1230;192;0.030220813833903366
0.21999999999999997;773;67;1223;189;0.028737771977768427
0.21999999999999997;774;59;1162;161;0.029248036948399
0.21999999999999997;775;78;1230;212;0.029940905097423864
0.21999999999999997;776;78;1230;202;0.030083710564355194
0.21999999999999997;777;70;1196;224;0.029529933918940834
0.21999999999999997;778;78;1158;227;0.02913549910509005
0.21999999999999997;779;75;1233;230;0.030006786456609928
0.21999999999999997;780;74;1250;207;0.030233869270299446
0.21999999999999997;781;76;1222;205;0.029754201792315926
0.21999999999999997;782;78;1232;200;0.030090090013284873
0.21999999999999997;783;74;1204;197;0.03041221432984868
0.21999999999999997;784;90;1220;223;0.030730801516307672
0.21999999999999997;785;86;1248;220;0.03113369152033666
0.21999999999999997;786;80;1220;228;0.029231333848027095
0.21999999999999997;787;85;1202;219;0.02945322896436446
0.21999999999999997;788;66;1237;228;0.029492701970570846
0.21999999999999997;789;67;1224;184;0.029395773549159714
0.21999999999999997;790;82;1235;236;0.03086414559454833
0.21999999999999997;791;80;1179;210;0.03010430476855868
0.21999999999999997;792;82;1227;222;0.03142243560016312
0.21999999999999997;793;80;1218;206;0.029975037218696692
0.21999999999999997;794;80;1263;226;0.030697705817726493
0.21999999999999997;795;68;1207;214;0.03061018436269266
0.21999999999999997;796;73;1193;208;0.030869945099510434
0.21999999999999997;797;81;1225;210;0.030704789294283018
0.21999999999999997;798;88;1267;218;0.029893238039852957
0.21999999999999997;799;77;1226;212;0.030892289246683788
0.29;800;70;1220;204;0.03049789299282563
0.29;801;70;1188;190;0.030415311961405535
0.29;802;84;1218;214;0.03014219909850758
0.29;803;84;1198;217;0.03092943584954907
0.29;804;81;1185;202;0.029680049265852687
0.29;805;89;1239;211;0.030128947031989237
0.29;806;67;1296;199;0.030176944910724094
0.29;807;81;1199;252;0.031438392913628925
0.29;808;74;1225;203;0.029884750326874862
0.29;809;82;1233;229;0.030374783159236717
0.29;810;69;1241;192;0.03090100635338069
0.29;811;80;1180;215;0.031453407085447374
0.29;812;54;1196;174;0.02992668820541153
0.29;813;67;1214;201;0.030255221197578612
0.29;814;78;1237;228;0.030143376292999437
0.29;815;69;1252;207;0.030305710222262416
0.29;816;79;1186;194;0.0296345977885713
0.29;817;79;1234;214;0.030692889371402857
0.29;818;76;1218;219;0.03042675963680126
0.29;819;77;1256;224;0.030703357395229194
0.29;820;82;1238;202;0.030280436914903158
0.29;821;78;1210;199;0.02971352603309258
0.29;822;80;1181;214;0.029950405719475718
0.29;823;76;1258;208;0.02940825702848114
0.29;824;73;1191;208;0.029829410237592058
0.29;825;92;1202;232;0.03088119984108578
0.29;826;66;1254;199;0.030292383301270032
0.29;827;75;1196;223;0.030377408095277326
0.29;828;68;1239;227;0.0296604670874309
0.29;829;72;1199;207;0.03137581446410114
0.29;830;98;1196;226;0.029610545689938088
0.29;831;69;1160;220;0.029481572255367464
0.29;832;82;1281;227;0.029679700039635656
0.29;833;62;1235;218;0.030889898101962073
0.29;834;67;1201;213;0.030515594707837577
0.29;835;66;1219;193;0.029937487494234576
0.29;836;73;1269;198;0.030199527813760476
0.29;837;68;1217;196;0.03061810295341278
0.29;838;79;1213;201;0.030360527680570747
0.29;839;68;1184;207;0.03094172307740768
0.29;840;65;1207;201;0.030561385882471048
0.29;841;75;1208;206;0.030011984177853866
0.29;842;77;1217;205;0.029043382927504306
0.29;843;80;1247;223;0.0305092345767731
0.29;844;70;1252;234;0.03085380021721873
0.29;845;69;1225;209;0.03070184542041473
0.29;846;84;1248;228;0.02902858504590491
0.29;847;78;1202;217;0.030351266463501062
0.29;848;80;1213;215;0.03069167181862706
0.29;849;68;1222;210;0.030512319747081917
0.29;850;74;1183;203;0.029422768039532178
0.29;851;49;1187;194;0.030284380916589682
0.29;852;77;1245;201;0.030701293912944592
0.29;853;74;1170;200;0.02990758239633387
0.29;854;71;1259;214;0.030225370579564384
0.29;855;70;1220;215;0.030160482781193997
0.29;856;72;1220;214;0.030393214341978173
0.29;857;87;1216;233;0.029781598679779305
0.29;858;100;1247;235;0.030370941787024746
0.29;859;84;1230;225;0.030289976979791203
0.29;860;71;1208;210;0.029895836854199397
0.29;861;70;1200;215;0.030354611906557503
0.29;862;76;1222;186;0.030172093818494533
0.29;863;80;1235;198;0.03076495697769123
0.29;864;55;1236;182;0.03003487844549054
0.29;865;84;1234;212;0.030495877660657325
0.29;866;79;1246;193;0.029923963207291474
0.29;867;73;1188;199;0.02932576133624636
0.29;868;71;1237;187;0.030274816713823382
0.29;869;74;1243;228;0.02993369322489501
0.29;870;81;1228;218;0.02984925260422151
0.29;871;78;1222;208;0.03042370232326866
0.29;872;75;1197;211;0.030136701636990965
0.29;873;80;1250;224;0.03061459669956055
0.29;874;92;1188;226;0.030306609664865095
0.29;875;69;1235;204;0.030380483046783844
0.29;876;85;1208;227;0.029061773591547147
0.29;877;79;1284;189;0.029929258536700212
0.29;878;79;1241;199;0.030103593627766517
0.29;879;82;1189;219;0.029693979881058454
0.29;880;59;1185;190;0.029978126563315496
0.29;881;87;1209;227;0.029726543998213648
0.29;882;64;1256;202;0.031157293894664432
0.29;883;64;1270;218;0.030596651870957312
0.29;884;69;1247;200;0.0311872256366173
0.29;885;71;1236;205;0.030918524159123308
0.29;886;69;1226;194;0.03024317933039204
0.29;887;82;1204;224;0.030008251960797233
0.29;888;85;1232;230;0.030354157373052505
0.29;889;71;1264;179;0.031168246752934368
0.29;890;72;1159;225;0.030629593775600344
0.29;891;68;1236;207;0.030473946564362447
0.29;892;80;1184;218;0.029251779252002386
0.29;893;64;1258;201;0.03048344943456825
0.29;894;60;1190;180;0.02917197073940951
0.29;895;71;1292;205;0.030735817433822882
0.29;896;75;1230;212;0.03165131641443911
0.29;897;59;1245;228;0.030624970555401154
0.29;898;75;1180;208;0.030204337552196554
0.29;899;69;1178;186;0.03051237616597012
0.29;900;74;1236;210;0.030514334092613192
0.29;901;74;1241;220;0.03009765565943743
0.29;902;85;1162;218;0.031202751792300545
0.29;903;71;1196;219;0.03004255147894558
0.29;904;77;1201;188;0.030931899139509954
0.29;905;71;1244;224;0.029309456439277123
0.29;906;77;1264;193;0.030040079421477107
0.29;907;78;1225;209;0.029618568700654234
0.29;908;76;1231;201;0.03013211941407101
0.29;909;95;1211;235;0.029934457747159585
0.29;910;70;1208;203;0.03063505036796708
0.29;911;79;1200;222;0.030674588677839617
0.29;912;92;1241;233;0.030848279003977658
0.29;913;86;1241;242;0.03100608538246325
0.29;914;85;1209;225;0.03021929115052871
0.29;915;70;1223;212;0.0303858584574844
0.29;916;81;1243;222;0.030978474369812818
0.29;917;76;1247;225;0.030353997545867314
0.29;918;64;1247;189;0.03058226331061207
0.29;919;59;1231;192;0.029454043629434344
0.29;920;57;1199;185;0.029347645837553435
0.29;921;67;1258;202;0.029821425753050558
0.29;922;74;1210;222;0.029923634151440958
0.29;923;81;1226;219;0.03091130480990296
0.29;924;83;1234;216;0.029653004797703043
0.29;925;76;1187;214;0.030127365812312467
0.29;926;84;1230;221;0.030769554220090572
0.29;927;89;1217;247;0.030276247439663867
0.29;928;77;1179;203;0.029051794987404924
0.29;929;81;1222;230;0.02990331845645064
0.29;930;55;1179;184;0.029608236297676862
0.29;931;81;1181;203;0.02957713618388494
0.29;932;66;1215;198;0.030361909547993206
0.29;933;80;1197;231;0.030401375645326634
0.29;934;54;1209;197;0.03111970385060983
0.29;935;79;1200;214;0.029975591168002712
0.29;936;80;1220;234;0.02997868477064753
0.29;937;92;1248;222;0.030607556919897607
0.29;938;76;1216;243;0.030558497539617906
0.29;939;73;1194;209;0.030630253228196628
0.29;940;76;1186;207;0.030172745426483245
0.29;941;87;1207;205;0.029430585302893567
0.29;942;75;1203;214;0.030213573867428373
0.29;943;65;1204;204;0.030837960797220086
0.29;944;80;1251;230;0.030788974293041498
0.29;945;86;1206;220;0.030127224998687637
0.29;946;85;1233;243;0.030704177273529126
0.29;947;74;1221;208;0.029653690010624977
0.29;948;71;1244;210;0.029733660819935885
0.29;949;75;1185;198;0.029577347950285177
0.29;950;64;1207;191;0.030531868112583866
0.29;951;84;1216;216;0.030095477432215852
0.29;952;85;1249;242;0.030823276428874804
0.29;953;73;1194;224;0.03004518132244399
0.29;954;80;1182;215;0.03094163408811395
0.29;955;89;1242;227;0.029941925626831706
0.29;956;63;1218;209;0.03061615918629754
0.29;957;72;1210;205;0.030048478835647697
0.29;958;75;1268;224;0.03125481249636956
0.29;959;78;1178;187;0.030496222346647932
0.29;960;71;1226;201;0.029839672860819528
0.29;961;69;1279;223;0.029854481466721036
0.29;962;79;1242;241;0.030929580980281722
0.29;963;73;1190;219;0.03016017933171037
0.29;964;83;1263;222;0.030081302856921076
0.29;965;81;1231;218;0.030822341573844725
0.29;966;82;1214;202;0.030132658804810385
0.29;967;81;1187;180;0.02923284686326856
0.29;968;74;1226;230;0.030117519542730276
0.29;969;78;1186;216;0.030796431506258905
0.29;970;69;1184;196;0.030342144060058526
0.29;971;78;1243;207;0.030868864341099832
0.29;972;81;1261;238;0.030247340087503516
0.29;973;62;1232;207;0.029494319763586473
0.29;974;77;1223;198;0.029915373358353106
0.29;975;88;1231;245;0.029736764055570037
0.29;976;72;1227;209;0.030104788028303783
0.29;977;74;1188;214;0.030508009279415917
0.29;978;67;1239;226;0.030893682289620236
0.29;979;85;1205;223;0.031093067174600267
0.29;980;72;1208;237;0.030348332577298454
0.29;981;68;1238;214;0.029339113938024367
0.29;982;60;1212;185;0.030679464282465464
0.29;983;76;1231;234;0.03158788090346656
0.29;984;83;1212;229;0.030148441946568495
0.29;985;62;1235;205;0.031200917262462765
0.29;986;84;1143;203;0.030176630003367517
0.29;987;73;1176;201;0.02911932721979819
0.29;988;70;1297;211;0.0314800318337913
0.29;989;73;1232;185;0.03034108013352118
0.29;990;82;1223;213;0.03048121458336522
0.29;991;76;1218;226;0.029957328028059827
0.29;992;79;1192;209;0.03048269692227353
0.29;993;73;1237;216;0.03162051368225059
0.29;994;73;1201;184;0.0305229972047668
0.29;995;72;1209;220;0.030301810240152608
0.29;996;72;1209;201;0.02984944884328808
0.29;997;80;1185;197;0.030261411376669316
0.29;998;80;1238;201;0.03013936228802534
0.29;999;75;1281;226;0.03200843523221121
0.36;1000;67;1194;196;0.030802223971946697
0.36;1001;92;1231;238;0.03039485606009346
0.36;1002;78;1218;199;0.029620556271515632
0.36;1003;84;1162;230;0.030585863834205855
0.36;1004;75;1215;216;0.030319676179095676
0.36;1005;77;1238;207;0.030555824030842914
0.36;1006;66;1196;209;0.029883064154138994
0.36;1007;78;1176;212;0.030286810489916067
0.36;1008;78;1205;221;0.030115546115078613
0.36;1009;82;1250;221;0.030500620569770275
0.36;1010;89;1178;223;0.031149644378842115
0.36;1011;75;1231;220;0.03093592434617343
0.36;1012;75;1263;217;0.029384389055363485
0.36;1013;71;1211;201;0.030456880220214668
0.36;1014;81;1273;210;0.028446910729997575
0.36;1015;88;1202;235;0.03014382343018714
0.36;1016;79;1216;233;0.030357454864459926
0.36;1017;63;1244;196;0.030201961611626645
0.36;1018;76;1225;200;0.02949287750669891
0.36;1019;73;1238;213;0.02961476283638401
0.36;1020;81;1224;261;0.03128930897401559
0.36;1021;79;1184;223;0.03000867720820542
0.36;1022;82;1158;222;0.029902543497938357
0.36;1023;65;1226;206;0.03151142501685529
0.36;1024;77;1215;196;0.030464036044866846
0.36;1025;72;1197;189;0.029374961706970383
0.36;1026;69;1211;199;0.029664081356964567
0.36;1027;87;1193;232;0.030309270881933432
0.36;1028;62;1206;184;0.03028277942384309
0.36;1029;86;1235;221;0.03046205210508008
0.36;1030;71;1190;201;0.031227004814427767
0.36;1031;71;1222;200;0.03027176064610352
0.36;1032;65;1251;212;0.030097367283145146
0.36;1033;84;1220;234;0.03062839452643468
0.36;1034;79;1232;218;0.03078562155375782
0.36;1035;85;1219;237;0.030913191582582402
0.36;1036;53;1166;197;0.030812660165905108
0.36;1037;70;1227;227;0.030221132809565694
0.36;1038;77;1210;212;0.0293974921820271
0.36;1039;77;1240;207;0.030459907077379507
0.36;1040;67;1240;208;0.029192925447758315
0.36;1041;70;1242;215;0.028895599563277037
0.36;1042;62;1214;187;0.02992924561370816
0.36;1043;77;1180;226;0.029448484696109025
0.36;1044;74;1197;192;0.028779007802716413
0.36;1045;72;1232;224;0.029362509361671462
0.36;1046;66;1207;215;0.03074458053613423
0.36;1047;61;1263;202;0.030023059448862726
0.36;1048;66;1149;198;0.030377885160231956
0.36;1049;65;1191;201;0.02982733878709995
0.36;1050;72;1180;202;0.031061763311461724
0.36;1051;67;1225;210;0.031060887175373385
0.36;1052;85;1171;227;0.030430043469152363
0.36;1053;59;1223;200;0.030371693290289437
0.36;1054;69;1235;198;0.03072203740286774
0.36;1055;62;1194;184;0.030112750814024307
0.36;1056;70;1229;207;0.030301741124026796
0.36;1057;79;1236;202;0.028947419153924552
0.36;1058;66;1226;219;0.02927062983633705
0.36;1059;85;1221;202;0.029095196048625035
0.36;1060;85;1207;217;0.030711150518991155
0.36;1061;85;1158;209;0.03042506890431304
0.36;1062;84;1206;209;0.03016429535074516
0.36;1063;72;1196;220;0.029539012736889577
0.36;1064;69;1193;201;0.02916337174449412
0.36;1065;78;1183;236;0.029555567352403903
0.36;1066;75;1196;207;0.029774896667294524
0.36;1067;77;1235;203;0.030319881635557457
0.36;1068;77;1182;198;0.030394411386581586
0.36;1069;73;1235;204;0.029078841971116636
0.36;1070;80;1208;226;0.030051568872460188
0.36;1071;69;1224;222;0.03024150170529939
0.36;1072;75;1226;215;0.029854509005293732
0.36;1073;86;1244;225;0.029929521646559987
0.36;1074;67;1264;194;0.030472279195751895
0.36;1075;69;1194;212;0.03014886302606566
0.36;1076;69;1233;206;0.030310827376873583
0.36;1077;65;1220;199;0.030461980840677336
0.36;1078;85;1147;219;0.02951641798198635
0.36;1079;64;1223;178;0.030216794809451695
0.36;1080;61;1246;199;0.029883231698250096
0.36;1081;78;1187;197;0.031245353423419355
0.36;1082;64;1237;177;0.028710700817120318
0.36;1083;90;1246;223;0.028748218840828794
0.36;1084;75;1210;231;0.030586454868063658
0.36;1085;82;1254;209;0.030138940182182477
0.36;1086;68;1205;192;0.029825092439388204
0.36;1087;83;1208;222;0.031292699090984935
0.36;1088;93;1247;227;0.03059431508586472
0.36;1089;74;1210;198;0.029184047630156338
0.36;1090;75;1259;203;0.029673014408735442
0.36;1091;76;1252;237;0.030983617421733355
0.36;1092;77;1210;228;0.03032449835555066
0.36;1093;85;1241;206;0.030495103959286955
0.36;1094;88;1224;229;0.030108297982507772
0.36;1095;83;1214;198;0.029701525981536525
0.36;1096;85;1224;232;0.030327045087163412
0.36;1097;88;1229;244;0.03140296124376309
0.36;1098;94;1260;226;0.029646458528988114
0.36;1099;73;1206;197;0.030334540583658646
0.36;1100;73;1211;223;0.030327118627278084
0.36;1101;78;1258;200;0.029286943508883168
0.36;1102;58;1256;198;0.03104844229438126
0.36;1103;81;1187;217;0.030507657253441345
0.36;1104;84;1205;228;0.029411177978317278
0.36;1105;74;1189;208;0.029808518322095818
0.36;1106;70;1199;195;0.031105680602796098
0.36;1107;74;1204;201;0.030213017857768223
0.36;1108;85;1249;225;0.030073527458881408
0.36;1109;65;1187;216;0.02967629561208489
0.36;1110;87;1196;211;0.030064540762587404
0.36;1111;71;1238;187;0.029749563546582265
0.36;1112;75;1208;209;0.03024279250423488
0.36;1113;77;1210;216;0.029161163770722056
0.36;1114;64;1251;211;0.0304027580503422
0.36;1115;76;1197;210;0.029709110029446647
0.36;1116;71;1237;219;0.030171642028132065
0.36;1117;63;1252;201;0.029861120307439346
0.36;1118;82;1228;220;0.031061055061711546
0.36;1119;78;1256;212;0.030733712459450856
0.36;1120;84;1215;214;0.030194028850468627
0.36;1121;64;1247;198;0.030257081287527948
0.36;1122;68;1195;197;0.029847957830923748
0.36;1123;67;1249;193;0.02986550697848771
0.36;1124;88;1157;196;0.030434170921086388
0.36;1125;65;1179;214;0.029073780965852832
0.36;1126;65;1225;212;0.030544537536725307
0.36;1127;76;1185;189;0.02928404937851403
0.36;1128;87;1216;228;0.030315290764454803
0.36;1129;68;1216;202;0.030496407689927736
0.36;1130;79;1206;184;0.029580656146073095
0.36;1131;82;1244;218;0.030566672156460816
0.36;1132;69;1251;222;0.02969999223894338
0.36;1133;70;1242;218;0.030230651626874886
0.36;1134;74;1206;220;0.029990643182709213
0.36;1135;64;1154;194;0.029179603033818908
0.36;1136;83;1266;198;0.029735694549184826
0.36;1137;79;1257;256;0.03052148158273802
0.36;1138;88;1234;217;0.030983442812801028
0.36;1139;75;1204;215;0.030547945452582482
0.36;1140;77;1248;196;0.029660557605992132
0.36;1141;82;1190;214;0.030749879346234788
0.36;1142;74;1231;211;0.029735315146387692
0.36;1143;71;1221;203;0.030982719740919724
0.36;1144;90;1250;233;0.03022210880813775
0.36;1145;80;1182;232;0.030208785303479507
0.36;1146;83;1233;206;0.02961371654622355
0.36;1147;67;1203;210;0.030186634725416023
0.36;1148;89;1159;223;0.029892059450468418
0.36;1149;83;1241;227;0.030304009316140006
0.36;1150;89;1204;255;0.03052423988612871
0.36;1151;73;1221;184;0.029817587758016396
0.36;1152;65;1236;195;0.03020745870846417
0.36;1153;71;1226;222;0.02981903286588275
0.36;1154;59;1244;171;0.030263927486739978
0.36;1155;77;1259;196;0.030235468260929817
0.36;1156;74;1253;209;0.030172398502748745
0.36;1157;66;1208;184;0.029053044300652194
0.36;1158;73;1219;211;0.0306804055386096
0.36;1159;81;1230;238;0.03036110149827475
0.36;1160;83;1188;198;0.030438977373242717
0.36;1161;73;1243;215;0.030243739173548143
0.36;1162;82;1213;219;0.030372720828465132
0.36;1163;84;1253;240;0.02946096094933699
0.36;1164;71;1199;196;0.02933611847383844
0.36;1165;70;1214;222;0.029848063888647178
0.36;1166;83;1247;218;0.03059843097052084
0.36;1167;79;1210;193;0.030174866673512532
0.36;1168;72;1243;199;0.030545588571638776
