AREAP;attacked;denounce;females;Attacks per female;Denounces per female
2600054003001;0.8067100650976464;0.28893340010015023;6.6499749624436655;129.7314339252244;46.94853427327137
2600054003002;0.8578578578578578;0.2912912912912913;6.938438438438438;133.64039683484117;44.979615118503965
2600054003003;0.9114557278639319;0.3341670835417709;7.585792896448224;127.3427149639441;47.2110653660213
2600054003004;1.46;0.5125;11.4525;132.4170391266499;46.46056191970253
2600054003005;1.479;0.5405;11.7475;131.64779142385078;48.00615919824103
2602902003001;0.8114343029087262;0.2938816449348044;6.913239719157472;126.959835681589;45.78439085710901
2602902003002;0.7583959899749373;0.2721804511278195;6.120802005012531;133.26344847021522;48.882027190297855
2602902003003;0.9239619809904952;0.3306653326663332;7.379689844922461;130.7582921970996;46.75730118230785
2602902003004;2.822;0.97;22.3355;129.45659889058703;44.007468043613
2602902003005;0.923923923923924;0.3303303303303303;7.632632632632633;130.6617845425033;45.83221180443399
2602902003006;1.289;0.4595;10.5325;128.6609561684444;45.89711325611079
2602902003007;1.4035;0.4975;10.8675;134.26802017856565;48.08569703000806
2602902003008;1.6355;0.571;13.2535;128.77596753977994;44.683842964317336
2603454003001;0.775438596491228;0.28421052631578947;6.54937343358396;126.57250991837437;46.61847481396353
2603454003002;1.1135;0.424;8.6275;138.12874245852177;51.83820615658842
2603454003003;0.8713713713713713;0.3078078078078078;7.171671671671672;128.707323356016;44.74200376978154
2603454003004;0.8139069534767384;0.288144072036018;6.659329664832416;131.81357439736612;46.61354639468693
2603454003005;0.8226452905811623;0.3001002004008016;6.825651302605211;131.94828718375786;48.290189547704585
2603454003006;1.5405;0.5385;12.44;128.97329314132688;44.61456312650188
2603454003007;2.317;0.834;18.654;127.51639556293031;46.17947970853681
2605202003001;1.3205;0.491;10.872;126.95330394751423;47.18305583176706
2605202003002;2.257;0.7965;18.247;127.41367628565952;44.98775605385844
2606804003001;0.8979489744872436;0.3396698349174587;7.263131565782891;133.18695347449633;50.82711273438216
2606804003002;0.8895;0.31;7.7505;123.10807444189784;43.31231538069769
2606804003003;1.0345;0.356;8.097;134.05607611342893;46.471065943860054
2606804003004;1.4795;0.5305;11.9545;128.8070027816217;45.69209379685675
2606804003005;1.5465;0.5565;12.2875;130.6645628020107;47.10642406614855
2607604001001;1.224;0.4515;8.34;152.05904458738763;56.29704645125286
2607752001001;1.401;0.481;10.5485;137.41923696115856;47.525442823243516
2607901005001;1.9605;0.703;16.1945;124.64096032185776;44.84128811471786
2607901005002;3.2775;1.1575;25.8615;129.4944904839379;45.78848274301526
2607901005003;1.731;0.624;15.2925;117.02512328854752;42.12649504191552
2607901005004;1.982;0.6995;16.3005;124.78346991669068;44.00577107735339
2607901005005;2.2065;0.7795;17.6725;129.5146718830094;45.477224803098814
2607901005006;2.9575;1.052;23.9805;126.16507035260734;44.66551955473342
2607901005007;2.724;0.9865;21.791;127.5212833376179;46.45274616563028
2607901005008;2.3175;0.829;18.522;128.8183493095783;46.04668986085086
2607901005009;2.625;0.949;20.5665;130.14645451796758;46.80994899562068
2607901005010;2.47;0.845;19.12;132.80225642697943;45.652427653110635
2607901005011;1.543;0.5495;12.761;126.93469052010313;45.45805696369475
2607901005012;2.7245;0.998;22.897;121.8479972049839;44.46623832995339
2607901005013;1.7515;0.6115;14.684;121.92094774179687;42.852047917657686
2607901005014;2.0625;0.741;16.745;126.78264376819932;45.621705596485725
2607901005015;2.183;0.7795;17.493;129.2702692154069;45.73744527357551
2607901005016;1.6405;0.562;13.154;129.75070602980992;44.94361927645116
2607901005017;1.6675;0.619;13.463;128.669599249033;48.16052314588385
2609402003001;1.465;0.52;11.6925;131.52199841395236;46.7048952195894
2609402003002;1.8715;0.6665;14.402;134.00528327710063;48.08701064732335
2609600005001;1.925;0.6655;15.294;130.47030695904803;45.75350552308969
2609600005002;1.635;0.569;13.6495;123.89973968428215;43.1241971729767
2609600005003;1.3715;0.4765;11.6275;121.45615231553175;42.47156022642791
2609600005004;1.267;0.453;10.3285;129.23258118730234;46.18397254834938
2609600005005;0.8348348348348348;0.3008008008008008;6.926426426426427;130.38761037127026;46.69608489052933
2609600005006;0.8203203203203203;0.2977977977977978;7.014514514514515;126.65070483697903;46.18974431065933
2609600005007;1.1905;0.4345;10.8675;114.63085324591104;41.46766391374354
2609600005008;1.812;0.6675;15.0375;124.19010142041921;45.423415013704215
2609600005009;1.59;0.5625;13.486;122.82452904121378;43.845826388031874
2609600005010;1.364;0.495;12.3355;116.74122850005341;42.80380153528282
2609600005011;2.228;0.792;18.971;121.32503870553799;43.231733008084824
2609600005012;1.0330165082541272;0.3886943471735868;8.764382191095548;123.86358802176974;46.67791040499448
2609600005013;0.841;0.3085;7.029;129.35075271950237;48.11335470085466
2609600005014;1.299;0.4725;10.459;128.731006449709;46.763683436988146
2609600005015;2.4795;0.8945;20.6605;123.73890170377153;44.57766923352391
2610608003001;1.32;0.4795;10.9765;126.41231058672984;45.53915532352055
2610608003002;1.556;0.5335;12.4945;129.16940935098745;43.97743662062121
2610707003001;0.9515;0.3255;8.0455;127.06518278333273;43.080040506878696
2610707003002;0.6782302664655606;0.25037707390648567;6.02061337355455;125.4931552442863;46.19885588965531
2610707003003;0.9205;0.3235;7.5235;132.03539250781887;45.51286511690922
2610707003004;1.7835;0.6425;14.274;128.58781174828835;45.93682618469701
2610707003005;3.2495;1.1485;25.866;127.74118577732705;45.29757225855265
2610707003006;0.8545;0.3015;7.1895;127.07668026417994;43.83072483072482
2610707003007;0.7887887887887888;0.2822822822822823;6.96946946946947;120.2138815292409;44.28925609481164
2610707003008;0.937;0.347;7.937;126.85351648910061;47.08999369653391
2610707003009;0.983991995997999;0.34667333666833416;7.8234117058529264;131.97927140897062;46.72550356332646
2610707003010;1.247;0.4405;10.118;129.24204265656988;46.337909262761954
2610707003011;0.8799399699849925;0.3296648324162081;7.719859929964983;120.79289630123839;45.26989691851533
2610707003012;2.017;0.736;16.5335;126.12772796422436;46.1446545226325
2610707003013;2.021;0.72;16.54;126.55446652361219;45.084737114540005
2611606005001;1.73;0.6045;14.5085;124.37705933413517;43.20795366916895
2611606005002;2.8255;1.021;23.598;122.56364424930425;44.18208509630079
2611606005003;3.13;1.1135;26.5085;120.63136665423004;42.9280027035755
2611606005004;1.6815;0.5805;13.9365;124.84702690110491;43.11978865447751
2611606005005;2.6045;0.9525;21.024;127.58394277383584;46.30212040548045
2611606005006;1.8765;0.6925;15.0915;127.99147359976845;47.25187174196845
2611606005007;1.8605;0.6405;14.8785;129.91345164462464;44.73113815458203
2611606005008;1.9525;0.703;15.596;129.66613848926565;46.97657717745316
2611606005009;2.1605;0.7785;19.7665;112.28334595314648;40.63064326304643
2611606005010;1.434;0.5055;13.227;112.10027951569384;39.81986263986532
2611606005011;1.9785;0.72;16.8305;121.38959494434363;44.1763766464501
2611606005012;1.7575;0.6265;14.679;124.00338176118439;44.00771472826289
2611606005013;2.508;0.8705;20.312;126.14112712204485;43.94535142987371
2611606005014;1.91;0.684;14.982;132.2561719079406;47.49528456700314
2611606005015;1.9745;0.7275;16.193;126.79683486897716;46.78739642552719
2611606005016;1.734;0.6165;13.82;131.1514928234943;46.75987955194889
2611606005017;2.724;0.974;21.7585;127.46433692396792;45.48007128949829
2611606005018;1.5345;0.5605;13.264;120.29347123507706;44.19166408930192
2611606005019;2.15;0.7585;17.8155;123.63219594197592;43.961182150759406
2611606005020;2.368;0.871;20.3495;119.30978795362455;44.178676064243916
2611606005021;2.6185;0.931;20.481;130.81276289386415;46.71343449037996
2611606005022;3.0595;1.0865;25.272;123.94842943544928;44.221614108716246
2611606005023;3.184;1.0975;25.4745;127.42530614156863;44.401754660759835
2611606005024;1.659;0.605;13.3855;130.3469342330205;47.474995475202704
2611606005025;2.2015;0.807;17.477;128.9836963402206;47.278832233819244
2611606005026;3.2825;1.1305;26.6485;125.62745768413919;43.15911702770002
2611606005027;3.5835;1.27;28.989;125.17914354108203;44.30393601496417
2611606005028;1.8245;0.658;15.009;126.11817436385087;45.31775205835118
2611606005029;2.4685;0.883;19.9125;127.19561709571288;45.21369954159642
2611606005030;2.595;0.913;17.9625;147.99494213115008;51.86410075010371
2611606005031;2.877;1.0215;22.883;128.91795505393478;45.556744128920414
2611606005032;2.333;0.839;19.727;121.47481640450326;43.368133398605664
2611606005033;2.8335;1.0145;24.7625;117.09447837674735;41.996755969869604
2611606005034;1.9815;0.7075;16.58;123.99738748777708;44.194970115808715
2611606005035;2.044;0.73;16.5235;126.7343884660657;45.182316195225894
2611606005036;2.403;0.846;19.7;126.21392288787692;44.55591625209859
2611606005037;1.587;0.56;12.809;128.12512744126428;44.89084887432
2611606005038;2.673;0.948;21.3765;128.64892205219394;45.67041408650556
2611606005039;2.2075;0.797;18.144;125.24729578346816;45.11751597779981
2611606005040;1.7155;0.599;14.0655;126.72109743364315;44.27757149653907
2613701003001;0.8379189594797398;0.29214607303651824;7.119059529764883;124.63910596101654;43.390852657986215
2613701003002;1.128064032016008;0.384192096048024;8.530265132566283;139.06172551451044;46.392397953104734
2613701003003;1.117;0.424;8.707;134.72556050760366;51.87794067602499
2613701003004;1.213;0.434;9.5225;133.84994078977402;47.896396865947885
2613701003005;1.7375;0.6185;13.454;134.31262549921718;47.71511252903949
