AREAP;attacked;denounce;females;Attacks per female;Denounces per female
3201308005001;1.8235;0.657;14.6865;127.93520295970207;46.34678217164663
3201308005002;3.4285;1.2345;26.742;129.83861212990269;46.80600078987167
3201308005003;3.1895;1.109;24.836;130.60768908073172;45.28810307748824
3201308005004;4.1975;1.5175;31.59;134.83303369641973;48.72702429109477
3201308005005;2.1545;0.779;16.722;133.1282350238106;48.22388662271847
3201308005006;4.66;1.669;35.1575;134.34980642956955;47.76869761684434
3201308005007;2.1145;0.789;16.6505;131.25756260259652;49.059538937312595
3201308005008;1.928;0.7;15.4555;128.83465125899303;46.84738472391682
3201308005009;2.478;0.901;19.3165;131.7595894659213;47.8526861640158
3201308005010;3.9225;1.4335;31.8105;125.69166460083655;45.98799107657778
3201308005011;2.274;0.815;18.8285;123.74698125605092;44.143516487027995
3201308005012;2.922;1.079;22.694;131.16695493860595;48.465186883805686
3201308005013;3.553;1.295;26.166;137.943929709938;50.26098940219928
3201308005014;2.075;0.7215;15.852;135.20977415820607;46.75366017123515
3201308005015;2.6475;0.9685;21.0005;129.10103032530668;47.373690713019116
3202405003001;1.719;0.624;13.8795;128.39914888752344;46.53622891044573
3202405003002;2.053;0.7305;16.2995;128.98233646523263;46.258200519652675
3202405003003;1.687;0.616;12.8855;136.09594496278666;49.483172839684364
3202405003004;1.987;0.704;15.409;132.49328649511713;46.732973682057114
3202405003005;2.2345;0.7895;16.4815;139.2766757065351;49.08581396622682
3202405003006;3.3285;1.1605;26.3705;128.27447297597493;44.52558675779137
3205002005001;2.3665;0.844;18.6515;129.7974087334181;46.24343240972673
3205002005002;3.2475;1.1515;25.2265;131.52218680679323;46.49255467069002
3205002005003;2.786;0.959;22.2015;127.39272267749547;43.908737540389616
3205002005004;1.7065;0.6275;13.0445;134.37764566729396;49.90445149518887
3205002005005;1.783;0.6305;15.0465;122.49597571867338;43.20721872664253
3205002005006;2.353;0.8645;18.7035;129.71006098704072;47.55892625963556
3205002005007;1.9245;0.685;15.24;130.21844725468037;45.93930142318951
3205002005008;1.911;0.6805;14.396;137.14142049505878;48.448135813424514
3205002005009;3.2405;1.176;26.5185;124.31264677387439;45.19882652677401
3205002005010;2.2685;0.8025;17.116;135.60348953389496;47.717568349659025
3205002005011;2.6795;0.958;21.428;127.80344986981758;45.71878739205772
3205002005012;2.0;0.704;16.3005;127.43968287194157;44.775174927590946
3205002005013;1.778;0.641;14.6065;125.14973145512407;45.12297378442807
3205002005014;2.844;0.9985;22.4725;128.8609475378457;45.36809269983838
3205002005015;3.2505;1.1845;25.1245;131.48397931070835;47.8916085515207
3205002005016;1.9;0.687;15.845;123.28735913717729;44.97919516898516
3205002005017;1.8745;0.6605;13.8215;140.4566690779944;49.138748398742266
3205002005018;1.7725;0.6305;14.0955;129.49381729349963;45.57271840891113
3205002005019;2.4195;0.875;18.697;132.86229180092843;48.337643506938136
3205002005020;2.768;0.9775;22.0195;127.77976353093251;44.94009214743531
3205002005021;2.7455;0.9765;21.568;129.85711371565682;46.13209069883265
3205101003001;2.201;0.763;13.519;166.44578937421124;57.66417723250168
3205101003002;2.8855;1.0285;22.105;133.19847670586873;47.34132058869751
3205101003003;3.126;1.1315;23.9535;132.62665306102932;47.949308196846204
3205200005001;1.98;0.7185;16.1015;126.4683594837806;46.28047255846318
3205200005002;3.7985;1.385;31.596;122.30072616097628;44.516077291751984
3205200005003;2.705;0.9585;23.0505;120.06759110023906;42.32961513170288
3205200005004;2.521;0.932;20.5125;124.80110601437809;46.16898351855123
3205200005005;2.466;0.869;17.7495;142.13725810652204;49.93891533252729
3205200005006;1.808;0.6235;14.7435;127.56904295658039;43.702564451388014
3205200005007;2.8965;1.037;23.11;128.80327298886482;46.44377128006545
3205200005008;1.9345;0.692;15.658;127.65455997457822;45.71100068762641
3205200005009;1.8925;0.6765;15.156;127.27424526864904;45.59865585378208
3205200005010;1.9325;0.674;15.329;131.92312118150107;46.46246733019744
3205200005011;2.783;0.9805;22.389;126.85082415495533;44.82353029472281
3205200005012;2.3045;0.84;17.489;135.12866491344718;49.02671394728849
3205200005013;2.3805;0.8135;18.8035;130.17682153559767;44.988725756738944
3205200005014;2.1175;0.742;15.9545;136.3422025973679;48.35256027953659
3205200005015;1.895;0.679;15.0435;129.762218047628;46.829810225003506
3205200005016;2.8835;0.9895;22.7055;129.88657081645925;44.48978423689488
3205200005017;2.3485;0.8665;17.979;133.76608644633177;49.815034754751515
3205200005018;3.0765;1.117;23.47;133.3096176610003;48.374136042355346
3205200005019;7.398;2.601;59.5885;125.18254213765074;44.02626032334441
3205309005001;2.372;0.838;19.2035;127.48373361009118;45.182727764045104
3205309005002;1.886;0.6965;15.833;123.75407933125295;45.40934252117736
3205309005003;2.699;0.954;21.842;126.70837528875353;44.683081707963744
3205309005004;3.972;1.436;31.664;126.93371253843489;46.01819937922791
3205309005005;2.183;0.793;17.579;127.30425553647228;46.3172149610987
3205309005006;1.645;0.5925;13.047;130.7397612047044;46.635524858859945
3205309005007;3.0135;1.093;24.051;127.2921123980671;46.256449386209724
3205309005008;2.22;0.8045;19.067;118.77863008248264;43.202663757464244
3205309005009;1.8055;0.637;15.736;118.64930199547486;42.077396747773115
3205309005010;5.148;1.835;44.302;117.45894086624828;41.914071223616965
3205309005011;1.665;0.595;13.272;129.88971268843704;46.135874189929325
3205309005012;1.672;0.623;13.2285;132.9452846213508;49.63940029277509
3205309005013;4.1615;1.46;33.244;126.62864727081214;44.50317245149413
3205309005014;5.8405;2.1225;47.7635;123.33201420597032;44.7755307856465
