dissuasion;quarantine;Run;Denounce;Females;Got attacked;Stress
True;True;632;71;1174;278;0.032635933730506037
True;True;633;67;1199;231;0.032471351518442305
True;True;634;60;1163;250;0.03332899747474474
True;True;635;61;1234;239;0.03192116638387959
True;True;636;50;1227;257;0.03350629052238323
True;True;637;58;1160;247;0.03262083993204075
True;True;638;56;1185;239;0.03228314784201514
True;True;639;61;1231;238;0.032317610437141056
True;True;640;51;1245;213;0.033504116209837
True;True;641;53;1174;190;0.03283049755542589
True;True;642;50;1225;227;0.032938834055036746
True;True;643;54;1208;205;0.032853067869394424
True;True;644;67;1161;261;0.03373152373670797
True;True;645;58;1225;218;0.03344658049812353
True;True;646;69;1284;219;0.032392513769858626
True;True;647;50;1263;213;0.03325331213087968
True;True;648;51;1219;245;0.033006105379530644
True;True;649;63;1266;275;0.03321999698034541
True;True;650;53;1212;207;0.032179352951148606
True;True;651;58;1233;237;0.03299947011339334
True;True;652;61;1212;221;0.03282326527260901
True;True;653;64;1265;220;0.032447147409583266
True;True;654;48;1225;254;0.03396655017201823
True;True;655;58;1264;199;0.032512612912663615
True;True;656;59;1197;228;0.03248185264691046
True;True;657;57;1220;211;0.03309734416055611
True;True;658;63;1235;243;0.033800177604423214
True;True;659;48;1182;240;0.0322967496471647
True;True;660;46;1228;225;0.03347297608886086
True;True;661;55;1206;223;0.03277867223204213
True;True;662;53;1222;246;0.031383183117284066
True;True;663;66;1225;240;0.03366354540144724
True;True;664;61;1222;240;0.03339716753115985
True;True;665;39;1215;210;0.03197924871991943
True;True;666;57;1209;233;0.03269565343879771
True;True;667;47;1260;223;0.03242631893815651
True;True;668;62;1222;230;0.03225099806266053
True;True;669;51;1231;228;0.03453375150682283
True;True;670;61;1245;228;0.0326929401938809
True;True;671;45;1184;206;0.03230851822654927
True;True;672;48;1174;221;0.032190193775615626
True;True;673;57;1209;214;0.03221020069009749
True;True;674;48;1225;219;0.03300163290682821
True;True;675;62;1193;246;0.033235403676868565
True;True;676;53;1209;235;0.032930601779723186
True;True;677;68;1231;230;0.033119701540503706
True;True;678;58;1302;261;0.032892053355422925
True;True;679;62;1206;236;0.03283507564564165
True;True;680;67;1232;259;0.03320636715814105
True;True;681;57;1200;248;0.033332869096744676
True;True;682;50;1212;207;0.03205223196684408
True;True;683;70;1199;226;0.03274916490988196
True;True;684;57;1236;246;0.03258700271885656
True;True;685;53;1178;240;0.03264034153135429
True;True;686;46;1225;208;0.033438617530063545
True;True;687;52;1235;247;0.03289689816600301
True;True;688;63;1209;249;0.03235889874955188
True;True;689;51;1238;247;0.033160105166980224
True;True;690;48;1260;235;0.03259618446197306
True;True;691;58;1208;244;0.03178731680738038
True;True;692;52;1263;226;0.03247905395270571
True;True;693;60;1214;221;0.03300122137594942
True;True;694;60;1178;230;0.03255879730644353
True;True;695;62;1197;242;0.03344559632038173
True;True;696;63;1211;255;0.03348883660292249
True;True;697;54;1199;234;0.0331635332812535
True;True;698;51;1171;250;0.03259354575937694
True;True;699;65;1210;243;0.033100542129264644
True;True;700;69;1207;252;0.03319931811148695
True;True;701;69;1212;263;0.03319175240878392
True;True;702;74;1199;286;0.03300857999917429
True;True;703;46;1220;242;0.03332184313129297
True;True;704;57;1177;238;0.033592709025736744
True;True;705;57;1230;206;0.0325504157380124
True;True;706;59;1234;254;0.033765036653639925
True;True;707;59;1234;211;0.032966790367264125
True;True;708;55;1223;240;0.03204769855769751
True;True;709;50;1284;205;0.0328249051895839
True;True;710;59;1168;212;0.03331853847258674
True;True;711;56;1181;220;0.03286539969682434
True;True;712;47;1254;217;0.03375537286878531
True;True;713;43;1219;235;0.03352506099152197
True;True;714;52;1194;241;0.03222411866085915
True;True;715;70;1220;242;0.03185979203250859
True;True;716;49;1186;214;0.03216431532760295
True;True;717;64;1212;220;0.03263963395434536
True;True;718;52;1173;190;0.03259928602990029
True;True;719;58;1246;247;0.033998815084482645
True;True;720;58;1199;217;0.0327559858739253
True;True;721;63;1187;228;0.03180623234975798
True;True;722;51;1259;228;0.0326665355273317
True;True;723;72;1314;268;0.033211399205799644
True;True;724;75;1301;266;0.03404403766538972
True;True;725;49;1193;214;0.03219228838968519
True;True;726;54;1206;218;0.03287702501933812
True;True;727;69;1227;263;0.03230170306495954
True;True;728;49;1207;213;0.03264768022273876
True;True;729;47;1208;227;0.032935764166521
True;True;730;62;1180;271;0.03275302273983594
True;True;731;60;1188;231;0.03222063024078565
True;True;732;65;1231;246;0.03233009632412725
True;True;733;58;1232;262;0.03253889081105687
True;True;734;49;1168;226;0.03329793102331011
True;True;735;59;1235;256;0.033041869617839836
True;True;736;69;1159;261;0.032464292334466925
True;True;737;56;1226;233;0.03323879173605619
True;True;738;59;1278;256;0.03275815068208443
True;True;739;55;1226;228;0.033401865044802755
True;True;740;58;1218;242;0.032983254320503294
True;True;741;67;1186;250;0.033213418940890416
True;True;742;55;1257;225;0.03340318273933167
True;True;743;71;1255;243;0.03335011168355477
True;True;744;45;1234;211;0.03294423644519409
True;True;745;65;1194;233;0.03376838114970083
True;True;746;52;1213;228;0.033749607018798644
True;True;747;49;1246;208;0.03250549953754589
True;True;748;64;1171;245;0.03329616051476455
True;True;749;56;1261;252;0.03280409489300629
True;True;750;60;1198;276;0.032125142540766045
True;True;751;63;1242;234;0.03295567555328893
True;True;752;45;1236;194;0.033017872949059716
True;True;753;60;1163;225;0.032345181584227674
True;True;754;61;1245;223;0.032463525012708994
True;True;755;57;1182;210;0.03330211641320399
True;True;756;73;1230;274;0.03365270698512714
True;True;757;59;1228;246;0.032415811718611735
True;True;758;65;1244;222;0.0333607631748291
True;True;759;67;1201;245;0.032946114797095825
True;True;760;55;1256;218;0.03334270819427792
True;True;761;60;1268;227;0.03188943525389561
True;True;762;44;1229;217;0.03302523029111043
True;True;763;63;1249;240;0.032762308268231115
True;True;764;44;1199;220;0.033275551744531215
True;True;765;46;1244;230;0.03405621708667205
True;True;766;60;1200;216;0.03156653899018306
True;True;767;62;1226;242;0.031954217491709624
True;True;768;49;1228;208;0.03245842462482006
True;True;769;59;1196;244;0.032809629376984326
True;True;770;61;1189;243;0.03253921465250146
True;True;771;58;1183;207;0.03240478525733134
True;True;772;61;1229;232;0.03258269151741378
True;True;773;67;1213;259;0.03292872678592546
True;True;774;57;1203;250;0.03234987032853049
True;True;775;69;1235;267;0.03316276635257384
True;True;776;71;1227;237;0.03361302001967072
True;True;777;56;1188;238;0.0324012488917184
True;True;778;75;1266;259;0.033957879892978625
True;True;779;54;1221;241;0.032431915214579415
True;True;780;59;1231;236;0.0311194221493713
True;True;781;41;1228;187;0.0321953587156134
True;True;782;56;1199;221;0.033066543669105664
True;True;783;56;1219;251;0.03315111927241746
True;True;784;52;1165;207;0.03343949226188225
True;True;785;60;1221;229;0.03305176848661531
True;True;786;57;1208;216;0.03374368368141648
True;True;787;63;1191;223;0.033251988611070156
True;True;788;56;1200;239;0.03320680349559908
True;True;789;60;1248;239;0.03333686410765975
True;True;790;48;1235;218;0.03195090393989684
True;True;791;51;1183;236;0.03267213113439222
True;True;792;58;1181;204;0.03168490816281346
True;True;793;60;1227;225;0.03254738322639596
True;True;794;60;1233;212;0.03324397186695692
True;True;795;49;1188;216;0.03258638272667457
True;True;796;53;1228;231;0.0328803456732094
True;True;797;58;1195;231;0.03332197271890566
True;True;798;63;1210;254;0.03366331328743836
True;True;799;54;1172;204;0.03276782763979569
