dissuasion;quarantine;Run;Denounce;Females;Got attacked;Stress
False;False;194;0;1248;239;0.03181604915203917
False;False;195;0;1191;184;0.029296107383992832
False;False;196;0;1215;213;0.030906240739277648
False;False;197;0;1173;193;0.02992828247566491
False;False;198;0;1222;195;0.030300899475823723
False;False;199;0;1167;211;0.02988741481871208
False;True;200;91;1184;229;0.03067797122348326
False;True;201;66;1262;206;0.030111026237521238
False;True;202;69;1171;196;0.029277355460063284
False;True;203;70;1219;189;0.030331536405810083
False;True;204;76;1226;192;0.02963586152061047
False;True;205;97;1223;238;0.03064490378066567
False;True;206;70;1238;219;0.03024546113475472
False;True;207;66;1247;216;0.029010129136409508
False;True;208;73;1205;209;0.029422705938587007
False;True;209;85;1247;216;0.029596073529837914
False;True;210;71;1208;237;0.03033950975676792
False;True;211;86;1233;231;0.03039232170245191
False;True;212;87;1231;215;0.030744040062933603
False;True;213;89;1248;243;0.029526136599699555
False;True;214;63;1181;192;0.03018546574633197
False;True;215;84;1186;230;0.029839796018534977
False;True;216;64;1183;197;0.030441730367095528
False;True;217;72;1247;214;0.029918690395802475
False;True;218;75;1234;197;0.029265375897856976
False;True;219;80;1188;228;0.029282484834628055
False;True;220;67;1269;204;0.02958757839298158
False;True;221;87;1216;211;0.030462418035197628
False;True;222;94;1193;234;0.029856874634991943
False;True;223;62;1183;175;0.02985424827294279
False;True;224;65;1203;197;0.03073209106399601
False;True;225;82;1252;222;0.029581081055041515
False;True;226;78;1242;217;0.030677491409957163
False;True;227;81;1199;209;0.03024228700205993
False;True;228;61;1168;206;0.02898299946354163
False;True;229;74;1205;222;0.030300552471454308
False;True;230;72;1230;190;0.031108187176275344
False;True;231;71;1193;230;0.029864853916320336
False;True;232;79;1244;212;0.029711283218989876
False;True;233;89;1213;253;0.030242060068157967
False;True;234;77;1185;203;0.029856557926446408
False;True;235;78;1220;231;0.029709955722272825
False;True;236;69;1199;207;0.029814890333902232
False;True;237;74;1236;178;0.029346911913639234
False;True;238;69;1213;227;0.03133079057598353
False;True;239;74;1241;210;0.030071913434815342
False;True;240;77;1205;215;0.030683523623514626
False;True;241;77;1267;215;0.029603776149785026
False;True;242;93;1191;222;0.030067340785754834
False;True;243;66;1244;191;0.030472909997478814
False;True;244;79;1233;199;0.029977409314480473
False;True;245;72;1228;210;0.029819134390052272
False;True;246;84;1249;222;0.029557025259657158
False;True;247;57;1236;203;0.03146142774347755
False;True;248;87;1215;225;0.03102008760718617
False;True;249;81;1236;228;0.03171331797849226
False;True;250;71;1183;213;0.030788081603563593
False;True;251;88;1253;232;0.030310249878694413
False;True;252;70;1196;215;0.03051234217155899
False;True;253;69;1207;196;0.03016527843036323
False;True;254;79;1227;206;0.03075128703463898
False;True;255;86;1247;206;0.029884857122325706
False;True;256;75;1248;219;0.029350338909441068
False;True;257;67;1225;194;0.030871542987952402
False;True;258;92;1228;230;0.03044155210077796
False;True;259;93;1214;247;0.029868117301396664
False;True;260;73;1183;218;0.031985614847591916
False;True;261;70;1237;218;0.03008173971857572
False;True;262;72;1250;206;0.030034106646287032
False;True;263;78;1198;213;0.02947252794742898
False;True;264;99;1192;248;0.02941862597145097
False;True;265;79;1173;209;0.029592039711456228
False;True;266;79;1245;223;0.030692814043675246
False;True;267;84;1217;232;0.03028649302249611
False;True;268;78;1167;201;0.03017061861464226
False;True;269;83;1246;224;0.029924714987301423
False;True;270;71;1207;199;0.030385527436794457
False;True;271;71;1261;200;0.029611437976323707
False;True;272;78;1230;214;0.02955129183798973
False;True;273;83;1211;209;0.02974818160882081
False;True;274;64;1194;197;0.03003511913716284
False;True;275;78;1224;195;0.029968474290307245
False;True;276;69;1234;188;0.03089128361348389
False;True;277;65;1226;179;0.031059903208411427
False;True;278;81;1249;221;0.029698963262354664
False;True;279;70;1205;202;0.029862173999403753
False;True;280;62;1274;199;0.029559976711108157
False;True;281;81;1205;221;0.02933806924466816
False;True;282;80;1213;219;0.02950874315945778
False;True;283;66;1209;189;0.03081029967130179
False;True;284;71;1216;196;0.029880228578012116
False;True;285;69;1207;209;0.029882527210828545
False;True;286;89;1257;253;0.03089278429254898
False;True;287;80;1205;213;0.029570891604886324
False;True;288;72;1222;208;0.030379960661477946
False;True;289;75;1222;230;0.030962847678799175
False;True;290;55;1195;188;0.03114052325565759
False;True;291;81;1238;214;0.030468117540449608
False;True;292;71;1202;195;0.029479591789821607
False;True;293;72;1159;217;0.030428826368015294
False;True;294;81;1238;203;0.029639936610145374
False;True;295;87;1248;220;0.0294477598002124
False;True;296;82;1263;211;0.029634475371209067
False;True;297;71;1249;194;0.029146973669986677
False;True;298;74;1214;216;0.02943715101564508
False;True;299;75;1243;242;0.030325317958268677
False;True;300;84;1217;211;0.029032087686778566
False;True;301;75;1226;209;0.029440481447196454
False;True;302;88;1209;245;0.030882753634483336
False;True;303;86;1173;221;0.030580857579594885
False;True;304;80;1224;206;0.02967059957230436
False;True;305;71;1205;197;0.03061164463563242
False;True;306;69;1188;208;0.03071901725747834
False;True;307;71;1185;196;0.03025336120466651
False;True;308;86;1213;234;0.029996511358509125
False;True;309;86;1227;244;0.031139214970353112
False;True;310;80;1190;204;0.030276910883727266
False;True;311;84;1266;213;0.029489714317092262
False;True;312;76;1240;212;0.029420206852301702
False;True;313;91;1184;225;0.030867083018668758
False;True;314;82;1203;199;0.03001987398109436
False;True;315;55;1214;187;0.02954763030715669
False;True;316;84;1226;200;0.03040501856519987
False;True;317;68;1195;211;0.03059308838342382
False;True;318;77;1188;204;0.029572881944050944
False;True;319;87;1224;239;0.031002054457447675
False;True;320;72;1224;202;0.030541176392368835
False;True;321;74;1167;199;0.029418150847371073
False;True;322;85;1214;252;0.03004708078187357
False;True;323;79;1226;209;0.03014760292025891
False;True;324;68;1222;207;0.03062098599182801
False;True;325;85;1247;212;0.029512041561705667
False;True;326;82;1220;198;0.029828937947068344
False;True;327;82;1221;208;0.02983196328763106
False;True;328;75;1224;217;0.030101852404367087
False;True;329;77;1203;214;0.029588776224264635
False;True;330;71;1181;188;0.02978875727312744
False;True;331;76;1205;197;0.02990900087835323
False;True;332;66;1194;190;0.03047462852127637
False;True;333;79;1219;225;0.029763094798315754
False;True;334;75;1221;215;0.02973237564710167
False;True;335;66;1224;173;0.02959476911772774
False;True;336;86;1234;229;0.0296721926021895
False;True;337;88;1210;226;0.031009515682253987
False;True;338;76;1210;216;0.030438347888380794
False;True;339;82;1194;231;0.0316375663847643
False;True;340;75;1182;205;0.03152038564762887
False;True;341;85;1253;220;0.030687561564058035
False;True;342;69;1182;202;0.030358414529661086
False;True;343;85;1189;205;0.030226332424230406
False;True;344;73;1166;201;0.030139870316110658
False;True;345;62;1232;180;0.0303683012333062
False;True;346;80;1182;200;0.030582832673425712
False;True;347;72;1229;195;0.02889248362677539
False;True;348;68;1199;178;0.03034740048441933
False;True;349;80;1213;205;0.030964460519252005
False;True;350;70;1216;192;0.03114049018263262
False;True;351;66;1246;193;0.029550624805062993
False;True;352;69;1189;211;0.031132678788257713
False;True;353;74;1206;212;0.029441753121551156
False;True;354;81;1232;226;0.03058230028382336
False;True;355;88;1225;216;0.030774325403851856
False;True;356;70;1229;197;0.02989449887322511
False;True;357;80;1232;207;0.03055552501729309
False;True;358;76;1221;219;0.030999282232342197
False;True;359;80;1244;221;0.029639843348258164
False;True;360;72;1185;214;0.030852272997643797
False;True;361;69;1189;199;0.030285723783921383
False;True;362;80;1189;220;0.02987277712947846
False;True;363;79;1239;189;0.029769568800545657
False;True;364;79;1244;191;0.03144916844071889
False;True;365;59;1246;198;0.030816278457406605
False;True;366;79;1233;207;0.03043091823788472
False;True;367;84;1208;221;0.030455736486444236
False;True;368;82;1202;226;0.030663778878030384
False;True;369;81;1228;223;0.030056741366616107
False;True;370;66;1205;187;0.029627418952139776
False;True;371;88;1208;247;0.030411187804042374
False;True;372;66;1249;200;0.031244911530052922
False;True;373;86;1248;242;0.029618899089926345
False;True;374;76;1199;197;0.030234161770553512
False;True;375;69;1229;198;0.02934379698309531
False;True;376;92;1221;244;0.031041306771326424
False;True;377;58;1194;182;0.030468492874810335
False;True;378;74;1239;210;0.030049416018926883
False;True;379;87;1214;237;0.029646431913549143
False;True;380;66;1204;210;0.03104213236195884
False;True;381;59;1213;195;0.029914346372640052
False;True;382;72;1175;195;0.030314792332749776
False;True;383;68;1206;201;0.030449043660810506
False;True;384;97;1258;232;0.030649244631913482
False;True;385;81;1208;250;0.030357267422778004
False;True;386;88;1252;225;0.030752843365783114
False;True;387;79;1221;239;0.03037164127966457
False;True;388;66;1243;208;0.029749744808493253
False;True;389;72;1230;193;0.030643535748782206
False;True;390;61;1213;208;0.02988813855752272
False;True;391;75;1204;203;0.02959311379927387
False;True;392;70;1213;216;0.030211013512254407
False;True;393;82;1169;208;0.02959771569738753
False;True;394;75;1213;200;0.029904275748358734
False;True;395;67;1218;191;0.029525238581039524
False;True;396;66;1236;200;0.03014445396748543
False;True;397;73;1188;198;0.03022325834813888
False;True;398;73;1236;199;0.029405258568100303
False;True;399;77;1257;211;0.030123588152129437
True;False;400;0;1216;236;0.033114571402260734
True;False;401;0;1195;222;0.03340761663850304
True;False;402;0;1195;238;0.0328014914866966
True;False;403;0;1217;235;0.033867594408721766
True;False;404;0;1234;211;0.03340734627655113
True;False;405;0;1223;247;0.03307517302658122
True;False;406;0;1272;218;0.03300320526678513
True;False;407;0;1191;235;0.03288344358638041
True;False;408;0;1210;214;0.03302356349946905
True;False;409;0;1188;251;0.034644234226890495
True;False;410;0;1233;247;0.0330764628852682
True;False;411;0;1228;243;0.034199377621846466
True;False;412;0;1217;280;0.03406399287065167
True;False;413;0;1250;235;0.03295795583073705
True;False;414;0;1216;237;0.03286750473746062
True;False;415;0;1246;240;0.033859595135011356
True;False;416;0;1230;217;0.0324885994614166
True;False;417;0;1250;247;0.032694677562194595
True;False;418;0;1184;246;0.03352894439673573
True;False;419;0;1210;251;0.03352761462930708
True;False;420;0;1186;228;0.03213434866824773
True;False;421;0;1268;299;0.032745706636337406
True;False;422;0;1260;200;0.03405849207575308
True;False;423;0;1217;234;0.03294793153374845
True;False;424;0;1191;254;0.03399086525728995
True;False;425;0;1203;215;0.0329311742192373
True;False;426;0;1219;281;0.03294321881129873
True;False;427;0;1250;241;0.03182932796842716
True;False;428;0;1203;245;0.034307295156874376
True;False;429;0;1233;254;0.033197187498145354
True;False;430;0;1198;238;0.033607938688946744
True;False;431;0;1212;259;0.032885259163449546
True;False;432;0;1174;250;0.03308771105193796
True;False;433;0;1255;236;0.03325880912645811
True;False;434;0;1174;223;0.03322818212977797
True;False;435;0;1235;277;0.0330279624198143
True;False;436;0;1204;281;0.03391363563018002
True;False;437;0;1210;237;0.034178543447464696
True;False;438;0;1197;243;0.03316550393528238
True;False;439;0;1201;242;0.0345203507468477
True;False;440;0;1205;235;0.0344837438291589
True;False;441;0;1202;240;0.033825258014672996
True;False;442;0;1206;247;0.03403015536559382
True;False;443;0;1189;245;0.03362389368242737
True;False;444;0;1228;263;0.033943526916369156
True;False;445;0;1209;222;0.033149393228510786
True;False;446;0;1191;269;0.03274804440167011
True;False;447;0;1181;254;0.03423877926108752
True;False;448;0;1262;262;0.033676699483195
True;False;449;0;1195;229;0.033247026847831346
True;False;450;0;1195;251;0.03388650199581529
True;False;451;0;1253;246;0.033782200076753054
True;False;452;0;1211;220;0.0339251071664147
True;False;453;0;1216;215;0.03380791627662173
True;False;454;0;1205;273;0.03421760923035505
True;False;455;0;1239;247;0.03377665329934736
True;False;456;0;1223;245;0.03396975578696241
True;False;457;0;1239;242;0.033477144220730455
True;False;458;0;1238;236;0.0325982019729362
True;False;459;0;1208;228;0.033308802142264775
True;False;460;0;1170;222;0.0341214076707879
True;False;461;0;1213;225;0.033281343174468396
True;False;462;0;1243;247;0.0332856339135861
True;False;463;0;1244;244;0.03477874514576757
True;False;464;0;1240;229;0.033799893726349735
True;False;465;0;1231;241;0.03300240638072804
True;False;466;0;1233;252;0.03437122979402791
True;False;467;0;1210;216;0.03372645881709945
True;False;468;0;1252;241;0.0332830958637506
True;False;469;0;1219;243;0.03366098372830507
True;False;470;0;1190;245;0.03354967505548651
True;False;471;0;1237;283;0.03363966492039679
True;False;472;0;1238;239;0.0333657674658165
True;False;473;0;1255;210;0.03265154096503162
True;False;474;0;1169;259;0.03396362467821435
True;False;475;0;1244;240;0.0340138574841287
True;False;476;0;1228;245;0.03267226789649167
True;False;477;0;1177;239;0.03441359632910106
True;False;478;0;1200;242;0.03314842285752651
True;False;479;0;1220;220;0.0340658516244757
True;False;480;0;1207;269;0.034009128493411395
True;False;481;0;1228;243;0.03325087521523645
True;False;482;0;1252;238;0.033137753572635195
True;False;483;0;1180;245;0.03341244852148638
True;False;484;0;1228;246;0.0329942457152762
True;False;485;0;1210;241;0.033384356666431074
True;False;486;0;1195;275;0.03392742155187712
True;False;487;0;1216;221;0.03331868143919568
True;False;488;0;1222;222;0.032997410224738545
True;False;489;0;1278;236;0.03281093752196609
True;False;490;0;1188;241;0.03203336504562743
True;False;491;0;1195;206;0.034220447510687646
True;False;492;0;1193;265;0.034244527301670054
True;False;493;0;1227;248;0.033318590975288824
True;False;494;0;1217;213;0.03317680372651672
True;False;495;0;1226;253;0.03294453922094013
True;False;496;0;1223;287;0.033214297209985796
True;False;497;0;1256;230;0.03297842696466622
True;False;498;0;1246;288;0.03410332140884357
True;False;499;0;1284;237;0.033369245599382986
True;False;500;0;1184;220;0.03307921045720182
True;False;501;0;1245;236;0.03286569098039765
True;False;502;0;1218;251;0.03309204480485565
True;False;503;0;1208;211;0.033124799353340915
True;False;504;0;1206;226;0.03392253368251393
True;False;505;0;1216;232;0.03354771677673835
True;False;506;0;1166;230;0.034688108706898264
True;False;507;0;1238;217;0.0332303341867677
True;False;508;0;1257;230;0.033830663078350566
True;False;509;0;1239;264;0.033926092837255874
True;False;510;0;1278;236;0.03248369536441208
True;False;511;0;1166;227;0.033400849767574424
True;False;512;0;1212;229;0.033629471175091546
True;False;513;0;1202;233;0.03312404553909053
True;False;514;0;1203;266;0.032732179642209834
True;False;515;0;1227;259;0.033177262426875916
True;False;516;0;1205;249;0.03381676941903875
True;False;517;0;1207;252;0.034352482865508495
True;False;518;0;1222;267;0.032832532858162136
True;False;519;0;1220;232;0.033750813376592845
True;False;520;0;1200;226;0.032301045763888286
True;False;521;0;1258;234;0.032251735284499025
True;False;522;0;1207;233;0.03359570539413948
True;False;523;0;1214;233;0.03308805441018945
True;False;524;0;1233;243;0.033513813149085345
True;False;525;0;1194;220;0.03320370363824751
True;False;526;0;1209;259;0.03322585135813002
True;False;527;0;1195;227;0.03239252838419837
True;False;528;0;1216;227;0.03281533572817597
True;False;529;0;1287;243;0.03348922975559792
True;False;530;0;1243;277;0.03358950069697369
True;False;531;0;1176;209;0.033519510637740946
True;False;532;0;1245;245;0.03254843440078471
True;False;533;0;1230;238;0.033146863100157076
True;False;534;0;1205;235;0.033705671147889096
True;False;535;0;1223;235;0.033221486189465306
True;False;536;0;1242;250;0.034395910812127416
True;False;537;0;1230;222;0.03357398856755693
True;False;538;0;1244;260;0.03258206387286006
True;False;539;0;1243;236;0.03291294628315937
True;False;540;0;1241;208;0.03283540316564435
True;False;541;0;1216;260;0.03428697555307106
True;False;542;0;1191;230;0.03336155831775631
True;False;543;0;1183;268;0.033000755342954005
True;False;544;0;1232;216;0.03275697815225393
True;False;545;0;1179;210;0.033946032318956834
True;False;546;0;1188;241;0.033850351506316656
True;False;547;0;1229;251;0.033529515780560855
True;False;548;0;1256;242;0.03283191908328466
True;False;549;0;1255;200;0.03346787675378717
True;False;550;0;1240;236;0.03319140577408983
True;False;551;0;1236;221;0.03365027152221545
True;False;552;0;1246;266;0.03396580252411095
True;False;553;0;1196;215;0.03406101205751453
True;False;554;0;1228;252;0.03352692082723308
True;False;555;0;1212;254;0.03417712544358895
True;False;556;0;1222;218;0.03335683630373656
True;False;557;0;1230;217;0.03408213403428118
True;False;558;0;1271;255;0.032937187853951146
True;False;559;0;1282;246;0.033006665396278806
True;False;560;0;1221;237;0.03491605397772383
True;False;561;0;1216;252;0.0349199305042341
True;False;562;0;1213;255;0.03383052398460729
True;False;563;0;1200;244;0.033311516712984254
True;False;564;0;1227;237;0.03318144608563038
True;False;565;0;1230;239;0.03265899926934558
True;False;566;0;1216;240;0.033309457325599874
True;False;567;0;1213;221;0.033156680659078244
True;False;568;0;1237;231;0.03312418661415244
True;False;569;0;1198;222;0.03406619905856529
True;False;570;0;1244;220;0.032531001105346916
True;False;571;0;1168;227;0.032626600005969064
True;False;572;0;1182;215;0.033722611360077565
True;False;573;0;1197;242;0.03298404134462772
True;False;574;0;1176;217;0.03306211791507166
True;False;575;0;1238;246;0.033751895886432765
True;False;576;0;1216;238;0.03360999685679323
True;False;577;0;1201;231;0.0331433040436219
True;False;578;0;1260;229;0.0331368990700117
True;False;579;0;1182;242;0.03420040836888141
True;False;580;0;1245;244;0.033152761028673365
True;False;581;0;1254;255;0.03438051133806535
True;False;582;0;1209;240;0.03367707131107774
True;False;583;0;1275;253;0.03317133026934133
True;False;584;0;1218;219;0.0332762310609934
True;False;585;0;1223;232;0.033198711162399835
True;False;586;0;1183;217;0.03391481921060159
True;False;587;0;1221;254;0.03314614403725566
True;False;588;0;1230;231;0.0323214049317361
True;False;589;0;1171;251;0.0325530847416063
True;False;590;0;1287;247;0.033099788801620386
True;False;591;0;1215;222;0.031851121656724525
True;False;592;0;1207;232;0.033074945200355255
True;False;593;0;1242;270;0.03299276153421163
True;False;594;0;1217;258;0.03384613990428569
True;False;595;0;1217;233;0.03308217883444486
True;False;596;0;1188;229;0.03305672432708289
True;False;597;0;1176;233;0.03352215552271928
True;False;598;0;1267;239;0.03305656022952087
True;False;599;0;1215;228;0.033328287261476734
True;True;600;52;1205;204;0.03255040171827854
True;True;601;59;1252;231;0.03288608333078593
True;True;602;59;1242;232;0.03318385616418654
True;True;603;67;1211;255;0.03155177950253204
True;True;604;53;1226;225;0.032966504035655875
True;True;605;53;1204;199;0.032677344218142924
True;True;606;55;1169;245;0.032616593347322184
True;True;607;46;1213;209;0.03208046613622069
True;True;608;48;1259;205;0.03291748831346359
True;True;609;56;1219;238;0.03236472646573512
True;True;610;53;1201;216;0.03347071932791699
True;True;611;52;1210;225;0.03259265275004243
True;True;612;54;1215;219;0.03277819073399954
True;True;613;53;1267;200;0.032423135337163345
True;True;614;47;1237;228;0.03283950783637844
True;True;615;50;1185;182;0.03140105365564741
True;True;616;73;1219;234;0.03375261953863037
True;True;617;44;1221;198;0.03245534544235148
True;True;618;59;1219;243;0.03187774406184965
True;True;619;66;1178;244;0.03300501986178436
True;True;620;56;1240;225;0.03225452250201755
True;True;621;67;1201;235;0.033325506713782094
True;True;622;51;1172;226;0.03324078402014975
True;True;623;57;1237;223;0.033853194857327594
True;True;624;54;1232;241;0.03307395833380488
True;True;625;63;1226;256;0.032042246560184166
True;True;626;62;1197;218;0.03249829238280128
True;True;627;46;1189;199;0.033227688911825995
True;True;628;52;1234;208;0.03359253412770292
True;True;629;54;1228;236;0.03354371708729877
True;True;630;58;1212;239;0.03237373749403003
True;True;631;67;1191;241;0.033121316518027764
