Denounce;Got attacked;Females;Stress
0;0;1236;0.0
7;30;1236;0.0
18;56;1236;0.031139123237927734
25;71;1236;0.03112421335724123
40;95;1236;0.03102422557641234
50;119;1236;0.03099749831889497
50;141;1236;0.030866636097378445
65;164;1236;0.030760138642379475
76;190;1236;0.030715686418901076
84;218;1236;0.03064050286722549
86;243;1236;0.030537892883618134
