under_influence;Run;Denounce;Females;Got attacked;Stress
0.36;1165;77;1213;215;0.03141018753179775
0.36;1166;76;1241;187;0.030947856041797846
0.36;1167;94;1280;271;0.031009996551926704
0.36;1168;76;1211;226;0.03160899534812239
0.36;1169;79;1232;226;0.03132049058831452
0.36;1170;77;1193;224;0.03228618344307504
0.36;1171;71;1239;216;0.030795668535113833
0.36;1172;80;1243;214;0.03187962145861607
0.36;1173;64;1225;201;0.031068624347660542
0.36;1174;95;1196;227;0.031619509556570405
0.36;1175;73;1213;216;0.03195045755721251
0.36;1176;75;1229;208;0.031686649108923166
0.36;1177;72;1244;227;0.031123097031202765
0.36;1178;75;1220;210;0.03092381170091655
0.36;1179;90;1179;222;0.030858934705713378
0.36;1180;73;1170;220;0.03253850753874274
0.36;1181;65;1233;219;0.031801094666622995
0.36;1182;76;1226;196;0.030580044391670076
0.36;1183;76;1212;221;0.03238253454708602
0.36;1184;91;1210;228;0.031176288389961747
0.36;1185;73;1247;197;0.03034039669695035
0.36;1186;78;1233;211;0.03155478349210052
0.36;1187;84;1235;216;0.030917976072101262
0.36;1188;93;1248;243;0.031376629935282216
0.36;1189;82;1227;213;0.031544172824766986
0.36;1190;73;1194;227;0.031890626447304296
0.36;1191;75;1232;231;0.03100386341103544
0.36;1192;68;1220;196;0.03230189743704592
0.36;1193;70;1248;218;0.03139983326357021
0.36;1194;77;1243;215;0.0316943020066075
0.36;1195;84;1194;213;0.030893416692900442
0.36;1196;84;1222;225;0.030708268459654575
0.36;1197;79;1232;244;0.0318534771770272
0.36;1198;79;1223;212;0.03186488049897305
0.36;1199;78;1187;197;0.03187950988087113
0.42999999999999994;1200;71;1233;229;0.03239790750869756
0.42999999999999994;1201;85;1269;228;0.03132864575399315
0.42999999999999994;1202;83;1200;230;0.032360856047474885
0.42999999999999994;1203;75;1230;232;0.03197696472631861
0.42999999999999994;1204;78;1239;225;0.031014630893117474
0.42999999999999994;1205;81;1221;223;0.032167297430068034
0.42999999999999994;1206;89;1182;226;0.0307903786495894
0.42999999999999994;1207;81;1172;233;0.03157795573758448
0.42999999999999994;1208;64;1212;198;0.03242538697082731
0.42999999999999994;1209;96;1219;264;0.032766978789407375
0.42999999999999994;1210;81;1227;223;0.031165320636364464
0.42999999999999994;1211;89;1179;227;0.032160990482073264
0.42999999999999994;1212;72;1206;230;0.03231320414825412
0.42999999999999994;1213;91;1251;222;0.03100947769494822
0.42999999999999994;1214;93;1229;229;0.03185956841151955
0.42999999999999994;1215;93;1178;248;0.03294969421346246
0.42999999999999994;1216;79;1247;218;0.030544490757679756
0.42999999999999994;1217;86;1207;221;0.03268874765053484
0.42999999999999994;1218;75;1235;249;0.03235961897218217
0.42999999999999994;1219;96;1229;254;0.03258605267471987
0.42999999999999994;1220;80;1241;208;0.03186605873859119
0.42999999999999994;1221;66;1227;224;0.03246121128812035
0.42999999999999994;1222;75;1207;225;0.03219996522886034
0.42999999999999994;1223;83;1221;231;0.031988118838377856
0.42999999999999994;1224;64;1208;178;0.031412828170648756
0.42999999999999994;1225;73;1205;213;0.032024623824965064
0.42999999999999994;1226;91;1210;242;0.03154604030728312
0.42999999999999994;1227;81;1217;246;0.031182044675287485
0.42999999999999994;1228;72;1186;199;0.03104521387972851
0.42999999999999994;1229;76;1250;212;0.03241792338861957
0.42999999999999994;1230;79;1199;228;0.030201221735090593
0.42999999999999994;1231;80;1261;242;0.03282983135288635
0.42999999999999994;1232;81;1213;202;0.03206924245966659
0.42999999999999994;1233;81;1236;243;0.03175110968352263
0.42999999999999994;1234;82;1237;225;0.031336932350753244
0.42999999999999994;1235;71;1184;228;0.032654894517921675
0.42999999999999994;1236;72;1203;210;0.031170263494460018
0.42999999999999994;1237;67;1226;196;0.031417869350136914
0.42999999999999994;1238;65;1217;203;0.03144677896492244
0.42999999999999994;1239;90;1207;208;0.031251313132100646
0.42999999999999994;1240;72;1204;227;0.03127350853736582
0.42999999999999994;1241;80;1231;225;0.03151014711533862
0.42999999999999994;1242;65;1219;199;0.03120291068214159
0.42999999999999994;1243;87;1224;206;0.03119328215529821
0.42999999999999994;1244;80;1200;223;0.03140082377627718
0.42999999999999994;1245;65;1255;204;0.03199233237816584
0.42999999999999994;1246;84;1193;214;0.031429193363222
0.42999999999999994;1247;78;1226;216;0.031944218070208565
0.42999999999999994;1248;90;1239;217;0.03103610628170678
0.42999999999999994;1249;89;1200;214;0.03161193443750185
0.42999999999999994;1250;91;1235;232;0.03210241801029417
0.42999999999999994;1251;90;1207;232;0.031590691232611524
0.42999999999999994;1252;75;1240;212;0.032474399026624905
0.42999999999999994;1253;63;1227;190;0.031807731155633415
0.42999999999999994;1254;82;1261;208;0.03145957229270041
0.42999999999999994;1255;65;1228;208;0.03152346620562198
0.42999999999999994;1256;90;1174;231;0.03237072088522712
0.42999999999999994;1257;73;1207;213;0.031190185527993384
0.42999999999999994;1258;82;1187;231;0.0318965523388237
0.42999999999999994;1259;84;1181;238;0.03304318048361502
0.42999999999999994;1260;80;1226;229;0.03200157136352233
0.42999999999999994;1261;72;1206;222;0.03174263750147601
0.42999999999999994;1262;84;1169;222;0.03179077909893976
0.42999999999999994;1263;95;1202;260;0.03198006228656536
0.42999999999999994;1264;76;1183;201;0.03167930997762757
0.42999999999999994;1265;73;1177;217;0.03199641589400669
0.42999999999999994;1266;56;1191;182;0.031051830581958064
0.42999999999999994;1267;71;1288;209;0.031446733042867214
0.42999999999999994;1268;68;1245;213;0.03262454594060465
0.42999999999999994;1269;77;1262;238;0.032032150114677284
0.42999999999999994;1270;80;1231;224;0.0322205394390944
0.42999999999999994;1271;69;1271;224;0.031982928917403654
0.42999999999999994;1272;73;1225;218;0.03082234684831824
0.42999999999999994;1273;78;1192;232;0.03220377877191105
0.42999999999999994;1274;73;1185;198;0.03152744122194158
0.42999999999999994;1275;74;1247;200;0.03160100639443976
0.42999999999999994;1276;84;1261;233;0.03113115759412406
0.42999999999999994;1277;90;1206;248;0.030701331882590704
0.42999999999999994;1278;85;1244;249;0.03161968952531116
0.42999999999999994;1279;92;1265;234;0.032563768662862556
0.42999999999999994;1280;80;1249;244;0.031712278458301844
0.42999999999999994;1281;79;1213;203;0.031292557354947605
0.42999999999999994;1282;73;1204;208;0.03153493857300425
0.42999999999999994;1283;68;1256;210;0.03128400152836506
0.42999999999999994;1284;79;1218;228;0.03188108579683246
0.42999999999999994;1285;71;1194;203;0.032129051596780166
0.42999999999999994;1286;93;1250;232;0.03167398762116069
0.42999999999999994;1287;80;1214;194;0.03155347313068747
0.42999999999999994;1288;79;1185;229;0.03096024866654506
0.42999999999999994;1289;77;1264;220;0.03280195788535345
0.42999999999999994;1290;87;1230;228;0.03175088058141831
0.42999999999999994;1291;80;1283;217;0.0317818378439761
0.42999999999999994;1292;91;1200;221;0.032476495209167365
0.42999999999999994;1293;82;1220;240;0.031600504839432865
0.42999999999999994;1294;74;1235;201;0.03135007826664851
0.42999999999999994;1295;62;1231;213;0.03141944170349635
0.42999999999999994;1296;74;1224;193;0.03175395816914643
0.42999999999999994;1297;84;1220;216;0.03212377844982308
0.42999999999999994;1298;77;1269;201;0.031038813026020688
0.42999999999999994;1299;88;1214;216;0.03200115542295123
0.42999999999999994;1300;72;1218;207;0.03152866634126431
0.42999999999999994;1301;70;1192;196;0.03176549698209978
0.42999999999999994;1302;81;1247;218;0.03139552124192872
0.42999999999999994;1303;74;1238;193;0.03167972431539795
0.42999999999999994;1304;81;1231;236;0.030757858910864667
0.42999999999999994;1305;72;1207;213;0.03264357996093304
0.42999999999999994;1306;78;1220;225;0.03138617925583606
0.42999999999999994;1307;93;1200;272;0.03188761052273847
0.42999999999999994;1308;78;1240;213;0.0319546374445869
0.42999999999999994;1309;72;1198;221;0.031205101717706765
0.42999999999999994;1310;81;1198;229;0.03168277223069089
0.42999999999999994;1311;84;1213;218;0.0322780891524279
0.42999999999999994;1312;74;1243;224;0.032197172318217074
0.42999999999999994;1313;70;1245;212;0.03131224307439856
0.42999999999999994;1314;84;1181;222;0.03205961170535619
0.42999999999999994;1315;86;1241;209;0.03145199045448478
0.42999999999999994;1316;100;1218;237;0.03258053694759803
0.42999999999999994;1317;75;1203;213;0.03071390393196635
0.42999999999999994;1318;80;1217;217;0.03232536029249207
0.42999999999999994;1319;74;1240;206;0.031447590666885905
0.42999999999999994;1320;78;1242;225;0.03245459419199357
0.42999999999999994;1321;81;1217;225;0.03187424752048643
0.42999999999999994;1322;113;1255;271;0.032464179935600905
0.42999999999999994;1323;86;1192;229;0.033122957367649
0.42999999999999994;1324;83;1231;229;0.031323056466730885
0.42999999999999994;1325;84;1260;222;0.031787680672940966
0.42999999999999994;1326;82;1218;221;0.03195048969146584
0.42999999999999994;1327;71;1187;222;0.032839303387727586
0.42999999999999994;1328;78;1216;218;0.031554716484657304
0.42999999999999994;1329;80;1192;211;0.030589240371663717
0.42999999999999994;1330;67;1246;209;0.032072028229035494
0.42999999999999994;1331;92;1235;227;0.03234704339978444
0.42999999999999994;1332;88;1234;220;0.031822413554591235
0.42999999999999994;1333;80;1215;199;0.031597422229465814
0.42999999999999994;1334;82;1237;212;0.03101622422066007
0.42999999999999994;1335;70;1210;240;0.03207667925892281
0.42999999999999994;1336;81;1216;221;0.03177899632726893
0.42999999999999994;1337;85;1197;238;0.03180251311084303
0.42999999999999994;1338;86;1233;233;0.032190137679707166
0.42999999999999994;1339;76;1261;199;0.03200426061950701
0.42999999999999994;1340;71;1162;215;0.031051653960824648
0.42999999999999994;1341;89;1219;229;0.03164810354231224
0.42999999999999994;1342;72;1248;214;0.032560744141696865
0.42999999999999994;1343;65;1200;203;0.03180245071088218
0.42999999999999994;1344;89;1192;220;0.03223299116567854
0.42999999999999994;1345;73;1210;206;0.03140732169639336
0.42999999999999994;1346;80;1231;240;0.03161852551763563
0.42999999999999994;1347;75;1208;226;0.0327477278010024
0.42999999999999994;1348;84;1201;228;0.03222336024544284
0.42999999999999994;1349;81;1212;210;0.031563184888879436
0.42999999999999994;1350;81;1208;232;0.031754421070763234
0.42999999999999994;1351;83;1214;222;0.03098889374157997
0.42999999999999994;1352;87;1199;220;0.03086403840146054
0.42999999999999994;1353;90;1230;217;0.031522677606201595
0.42999999999999994;1354;66;1231;189;0.031337090368900956
0.42999999999999994;1355;60;1200;178;0.03163668469872614
0.42999999999999994;1356;80;1196;207;0.031982705580537396
0.42999999999999994;1357;71;1212;206;0.030943124564228177
0.42999999999999994;1358;84;1223;233;0.03135966957496384
0.42999999999999994;1359;64;1267;180;0.03066387650594889
0.42999999999999994;1360;86;1218;221;0.03141963867020564
0.42999999999999994;1361;78;1210;248;0.03257309213694023
0.42999999999999994;1362;66;1222;218;0.03289367873939223
0.42999999999999994;1363;74;1231;208;0.031610279919165714
0.42999999999999994;1364;84;1238;242;0.03258819899035544
0.42999999999999994;1365;86;1221;252;0.032013767687053066
0.42999999999999994;1366;83;1207;210;0.032236005394029786
0.42999999999999994;1367;78;1212;232;0.03318058562367309
0.42999999999999994;1368;76;1194;222;0.031556851861416914
0.42999999999999994;1369;89;1206;225;0.032838656995283
0.42999999999999994;1370;71;1213;219;0.030782133380905158
0.42999999999999994;1371;78;1294;229;0.0323136533537834
0.42999999999999994;1372;65;1163;200;0.032242014075402954
0.42999999999999994;1373;72;1208;217;0.03158181197748211
0.42999999999999994;1374;86;1229;219;0.031748715357004624
0.42999999999999994;1375;74;1250;211;0.03265261881305107
0.42999999999999994;1376;77;1193;232;0.03139372373204213
0.42999999999999994;1377;85;1240;231;0.03151784012492451
0.42999999999999994;1378;81;1228;214;0.03084527272128535
0.42999999999999994;1379;91;1215;231;0.031802078706092515
0.42999999999999994;1380;79;1243;233;0.03132216403852053
0.42999999999999994;1381;85;1205;219;0.03120829086185554
0.42999999999999994;1382;89;1213;219;0.031783111424424665
0.42999999999999994;1383;86;1162;229;0.03198214186423301
0.42999999999999994;1384;77;1280;218;0.032861150978486874
0.42999999999999994;1385;76;1194;234;0.03193209837200105
0.42999999999999994;1386;73;1240;226;0.03136369375915821
0.42999999999999994;1387;66;1224;196;0.03264977699010492
0.42999999999999994;1388;85;1224;224;0.031228568331847433
0.42999999999999994;1389;86;1224;225;0.03207141923362815
0.42999999999999994;1390;87;1195;227;0.03144328760752776
0.42999999999999994;1391;81;1190;208;0.032112479567673206
0.42999999999999994;1392;68;1183;217;0.030592833280218588
0.42999999999999994;1393;76;1247;210;0.03191080003148024
0.42999999999999994;1394;92;1233;235;0.031145633344505715
0.42999999999999994;1395;81;1217;241;0.03236863763950962
0.42999999999999994;1396;80;1261;222;0.031683757906557385
0.42999999999999994;1397;82;1198;210;0.03140875169787722
0.42999999999999994;1398;74;1234;200;0.03261753471251042
0.42999999999999994;1399;79;1246;248;0.03186703901703947
0.5;1400;80;1237;239;0.03197697023362105
0.5;1401;73;1198;219;0.03257206033649241
0.5;1402;84;1157;224;0.03271283847057396
0.5;1403;85;1232;241;0.032316034204740676
0.5;1404;90;1172;236;0.03192434170045701
0.5;1405;78;1236;243;0.03172130888953599
0.5;1406;73;1205;209;0.032422055032549586
0.5;1407;77;1236;218;0.03185443146018961
0.5;1408;82;1199;231;0.031569288945137663
0.5;1409;95;1200;244;0.032401358684993616
0.5;1410;84;1205;248;0.0317524192637781
0.5;1411;79;1186;211;0.03321640877469899
0.5;1412;81;1192;244;0.032108781377431526
0.5;1413;67;1200;195;0.03169732623151584
0.5;1414;79;1165;226;0.032225582130363965
0.5;1415;86;1177;221;0.032754747664236236
0.5;1416;77;1228;192;0.03161368593985393
0.5;1417;78;1233;204;0.03138972529467893
0.5;1418;66;1210;225;0.03243015627869609
0.5;1419;72;1238;231;0.03246472879823904
0.5;1420;65;1229;210;0.03271882895424505
0.5;1421;97;1221;254;0.03258454900452698
0.5;1422;98;1214;250;0.03260258532784948
0.5;1423;83;1228;229;0.03169386332616817
0.5;1424;87;1257;238;0.03287528405288187
0.5;1425;80;1212;227;0.03268535734055018
0.5;1426;82;1218;234;0.030551760242849557
0.5;1427;98;1237;224;0.03155737158553958
0.5;1428;85;1238;263;0.03249072723625325
0.5;1429;79;1193;243;0.03389488408467944
0.5;1430;98;1180;245;0.032121101262946546
0.5;1431;88;1245;242;0.03211445060548147
0.5;1432;88;1222;241;0.031768108398474396
0.5;1433;76;1198;224;0.03290222642830653
0.5;1434;69;1242;215;0.03195103384575524
0.5;1435;77;1218;219;0.03159521042956575
0.5;1436;75;1252;206;0.03373027513758051
0.5;1437;83;1248;243;0.03312724345553919
0.5;1438;88;1249;228;0.03176775821629378
0.5;1439;96;1183;262;0.03242916802395686
0.5;1440;74;1197;213;0.03169846556623659
0.5;1441;90;1168;220;0.03271153316810041
0.5;1442;79;1278;211;0.03185289482417497
0.5;1443;73;1217;200;0.03179452539990369
0.5;1444;76;1219;244;0.0319259942947993
0.5;1445;101;1198;233;0.031030444653297868
0.5;1446;85;1204;229;0.03279827781185274
0.5;1447;78;1212;227;0.032696061847626044
0.5;1448;72;1223;186;0.032797832866283856
0.5;1449;79;1244;212;0.03239685714490732
0.5;1450;68;1218;244;0.03166784661019715
0.5;1451;84;1169;247;0.03114598551183243
0.5;1452;74;1188;223;0.03169345945892673
0.5;1453;87;1219;256;0.03245240836351338
0.5;1454;85;1244;242;0.0327031079070561
0.5;1455;84;1251;230;0.03175292105685143
0.5;1456;96;1210;252;0.03239900321045933
0.5;1457;76;1201;219;0.03236090663435543
0.5;1458;85;1198;243;0.03113712307538202
0.5;1459;80;1231;235;0.032538639907938254
0.5;1460;70;1219;205;0.03220961617474656
0.5;1461;67;1200;187;0.031713747053338036
0.5;1462;79;1232;233;0.03192552879060733
0.5;1463;74;1248;216;0.03205787616082692
0.5;1464;88;1190;232;0.03196647172219655
0.5;1465;80;1238;201;0.032016142878051275
0.5;1466;77;1252;198;0.032335625353300174
0.5;1467;77;1218;191;0.03136500235873372
0.5;1468;87;1249;223;0.03247416768812546
0.5;1469;73;1256;214;0.032094956689437334
0.5;1470;88;1215;239;0.03135469563858645
0.5;1471;96;1181;249;0.032259757699888036
0.5;1472;78;1228;231;0.0321106335367656
0.5;1473;71;1222;205;0.031952785132090114
0.5;1474;65;1213;220;0.03163524345649773
0.5;1475;73;1219;224;0.03225292209611976
0.5;1476;71;1258;224;0.032369996585681717
0.5;1477;69;1194;216;0.03327568650752377
0.5;1478;96;1199;248;0.03168334374028761
0.5;1479;76;1184;212;0.03171325972809589
0.5;1480;81;1241;223;0.03209024247152544
0.5;1481;78;1183;206;0.031269418681784726
0.5;1482;84;1221;239;0.03180244226174884
0.5;1483;93;1250;225;0.032808063052382944
0.5;1484;73;1214;218;0.032270396633408596
0.5;1485;87;1237;207;0.031642881411822414
0.5;1486;77;1258;238;0.03228680925976787
0.5;1487;84;1249;231;0.03181239798790858
0.5;1488;89;1241;238;0.032042054917975904
0.5;1489;71;1173;237;0.03308514381617154
0.5;1490;83;1206;211;0.03291272407068789
0.5;1491;77;1212;240;0.0322151296074359
0.5;1492;83;1232;230;0.03285226453932464
0.5;1493;85;1164;225;0.031929223514870306
0.5;1494;84;1226;231;0.03178173624628006
0.5;1495;76;1213;213;0.03188435905901158
0.5;1496;88;1218;235;0.03182017074461825
0.5;1497;82;1225;207;0.0332870936633275
0.5;1498;64;1190;216;0.032744346594025676
0.5;1499;78;1255;222;0.03192785385113765
0.5;1500;93;1219;232;0.032348857112846886
0.5;1501;100;1207;233;0.03208459008945047
0.5;1502;78;1171;229;0.03196228079496876
0.5;1503;73;1211;206;0.03123646233509987
0.5;1504;77;1228;244;0.030994480147952606
0.5;1505;102;1231;246;0.03266840516564043
0.5;1506;84;1218;235;0.03235658462070941
0.5;1507;76;1212;230;0.03303847669765063
0.5;1508;91;1213;257;0.03101578699540907
0.5;1509;82;1191;210;0.03127086575183534
0.5;1510;78;1181;215;0.03246720395709266
0.5;1511;67;1220;216;0.032162295369457944
0.5;1512;78;1236;222;0.033180038440765225
0.5;1513;59;1217;209;0.03279080603814945
0.5;1514;100;1230;242;0.033108415557195764
0.5;1515;61;1281;223;0.03232340901829814
0.5;1516;85;1249;225;0.03196341100828614
0.5;1517;82;1236;225;0.03203698210173915
0.5;1518;86;1196;227;0.03201637532945057
0.5;1519;80;1248;214;0.03213140856545903
0.5;1520;84;1252;237;0.03268935820612363
0.5;1521;90;1230;213;0.03340629402028536
0.5;1522;92;1275;256;0.03238341293869274
0.5;1523;76;1219;237;0.03323481439440339
0.5;1524;74;1235;225;0.031135308674297306
0.5;1525;82;1230;200;0.03139214936781051
0.5;1526;82;1237;216;0.03201933230967117
0.5;1527;61;1179;223;0.03251541148838206
0.5;1528;90;1239;229;0.03238215776270119
0.5;1529;77;1238;232;0.03216787505732129
0.5;1530;84;1222;217;0.031927988317517524
0.5;1531;95;1242;255;0.032664565234521326
0.5;1532;83;1243;213;0.031688528009072604
0.5;1533;64;1264;211;0.03284187000975722
0.5;1534;83;1255;245;0.03183087004070911
0.5;1535;85;1233;211;0.03132340409697883
0.5;1536;84;1230;237;0.032941291654503324
0.5;1537;93;1195;244;0.03244236467809341
0.5;1538;75;1243;235;0.032634714409098674
0.5;1539;73;1209;215;0.03262577352095314
0.5;1540;73;1196;230;0.03208401738749312
0.5;1541;85;1276;234;0.03169137321230223
0.5;1542;88;1243;208;0.03185012219286849
0.5;1543;74;1288;244;0.03211860481520735
0.5;1544;87;1237;228;0.033046985871967575
0.5;1545;77;1263;216;0.032182202239395656
0.5;1546;71;1213;212;0.03316621047534982
0.5;1547;76;1212;229;0.03092985611603261
0.5;1548;82;1258;230;0.03177313811138844
0.5;1549;91;1213;243;0.03305010952999903
0.5;1550;86;1243;217;0.03204120912136905
0.5;1551;70;1211;223;0.03260245520319892
0.5;1552;91;1209;226;0.030403996319077937
0.5;1553;76;1203;214;0.03297434668727161
0.5;1554;76;1180;209;0.03198706434734663
0.5;1555;94;1228;233;0.03178997001245798
0.5;1556;70;1202;226;0.03204327796474817
0.5;1557;72;1193;209;0.03269490783736353
0.5;1558;91;1209;239;0.03202525421275203
0.5;1559;72;1228;240;0.03298337894746679
0.5;1560;82;1183;238;0.03233906440420621
0.5;1561;87;1198;219;0.03262740434485508
0.5;1562;72;1214;203;0.03192550825119857
0.5;1563;81;1188;255;0.032313779342062955
0.5;1564;84;1189;228;0.03239575162320658
0.5;1565;78;1227;206;0.032139403826461514
0.5;1566;89;1183;242;0.03258578833060137
0.5;1567;91;1244;212;0.03287448127781044
0.5;1568;71;1259;224;0.031851305213480244
0.5;1569;86;1181;230;0.03237353808441914
0.5;1570;89;1221;216;0.03163786136410519
0.5;1571;83;1217;212;0.031111234207995227
0.5;1572;82;1219;222;0.0315082295442447
0.5;1573;81;1231;224;0.03236822412527988
0.5;1574;76;1212;230;0.0332310687924371
0.5;1575;72;1273;218;0.03131431297100028
0.5;1576;84;1221;242;0.03286983077299993
0.5;1577;71;1230;223;0.03198011048153699
0.5;1578;78;1238;240;0.032190898358464726
0.5;1579;80;1243;218;0.031874285528067973
0.5;1580;82;1222;218;0.03262948263596529
0.5;1581;92;1222;232;0.033262487306513794
0.5;1582;69;1219;220;0.03222590739655161
0.5;1583;82;1203;217;0.03155293360121257
0.5;1584;84;1219;200;0.03220369100291713
0.5;1585;69;1169;191;0.031777958942819755
0.5;1586;78;1241;222;0.032559285357768426
0.5;1587;81;1225;206;0.03183592111699527
0.5;1588;101;1250;247;0.03265759404384333
0.5;1589;92;1220;220;0.03205391107655244
0.5;1590;67;1232;190;0.03153843649879615
0.5;1591;67;1239;203;0.032516911585181406
0.5;1592;77;1221;222;0.032276933762129464
0.5;1593;77;1210;224;0.031417790883989424
0.5;1594;78;1275;222;0.03230651635421514
0.5;1595;74;1241;247;0.03258106823806106
0.5;1596;76;1201;210;0.030444869994818283
0.5;1597;79;1208;232;0.031891481555660926
0.5;1598;84;1230;216;0.031500672515265615
0.5;1599;73;1214;206;0.03247624545631808
