gender_stress;Run;Denounce;Females;Got attacked;Stress
0.3285714285714286;552;80;1216;195;0.030695307196328653
0.3285714285714286;553;80;1224;227;0.029104335784616065
0.3285714285714286;554;79;1243;223;0.030738641315013006
0.3285714285714286;555;76;1185;213;0.030052436172187197
0.3285714285714286;556;68;1220;211;0.029619110243377923
0.3285714285714286;557;91;1261;220;0.029402063840039013
0.3285714285714286;558;66;1224;210;0.02997177053398322
0.3285714285714286;559;81;1213;228;0.028951473866062175
0.3285714285714286;560;81;1218;225;0.03017172676747577
0.3285714285714286;561;85;1217;244;0.03065789554807913
0.3285714285714286;562;76;1266;210;0.02947320032289002
0.3285714285714286;563;76;1205;204;0.029792622262318835
0.3285714285714286;564;74;1208;216;0.03026210835825404
0.3285714285714286;565;77;1175;215;0.030174672934116138
0.3285714285714286;566;78;1217;218;0.029646642836000422
0.3285714285714286;567;65;1188;188;0.030162506983155545
0.3285714285714286;568;72;1216;189;0.02929796526635797
0.3285714285714286;569;69;1256;209;0.02978492864035954
0.3285714285714286;570;74;1257;209;0.03141609057080186
0.3285714285714286;571;70;1207;187;0.029671001179138352
0.3285714285714286;572;88;1224;258;0.031186775081868973
0.3285714285714286;573;72;1191;208;0.02972673984929185
0.3285714285714286;574;73;1154;191;0.029101903440876008
0.3285714285714286;575;68;1264;227;0.03118597311224057
0.3285714285714286;576;75;1181;214;0.030783303830423398
0.3285714285714286;577;80;1223;205;0.029463312062104993
0.3285714285714286;578;67;1208;198;0.02983631659309805
0.3285714285714286;579;65;1262;195;0.028977772080774036
0.3285714285714286;580;81;1249;228;0.029436685711894974
0.3285714285714286;581;76;1200;207;0.029758254098179372
0.3285714285714286;582;73;1221;182;0.030535336543528295
0.3285714285714286;583;65;1204;202;0.030147657027682264
0.3285714285714286;584;72;1232;212;0.030829032027324076
0.3285714285714286;585;78;1191;201;0.029996965346892623
0.3285714285714286;586;61;1208;193;0.03066617428846496
0.3285714285714286;587;79;1259;224;0.03116268196045799
0.3285714285714286;588;82;1192;197;0.030228273900332506
0.3285714285714286;589;86;1214;217;0.02949849129165449
0.3285714285714286;590;74;1165;197;0.031193908380821332
0.3285714285714286;591;59;1202;174;0.029621352832388224
0.3285714285714286;592;65;1197;178;0.030342120373369533
0.3285714285714286;593;62;1256;173;0.030205433725961493
0.3285714285714286;594;77;1212;220;0.029898274633251138
0.3285714285714286;595;85;1235;203;0.02946563949734127
0.3285714285714286;596;82;1221;214;0.030868208476536207
0.3285714285714286;597;66;1204;191;0.029671323750491554
0.3285714285714286;598;79;1205;216;0.03071873357328351
0.3285714285714286;599;77;1177;205;0.030344467472500403
0.44285714285714284;600;73;1225;218;0.03008777753891644
0.44285714285714284;601;75;1197;228;0.03009867076255009
0.44285714285714284;602;77;1211;206;0.029584712423746665
0.44285714285714284;603;73;1207;194;0.030473212460671265
0.44285714285714284;604;85;1227;225;0.03065816365698597
0.44285714285714284;605;70;1207;218;0.031060016180389872
0.44285714285714284;606;85;1194;217;0.03023440544663342
0.44285714285714284;607;73;1273;196;0.029967681762207134
0.44285714285714284;608;74;1218;201;0.030335871185765563
0.44285714285714284;609;81;1271;198;0.02964122418091726
0.44285714285714284;610;63;1213;189;0.029504271438950333
0.44285714285714284;611;84;1228;230;0.03021672891637109
0.44285714285714284;612;71;1256;211;0.03031215880252802
0.44285714285714284;613;81;1215;226;0.029765090209409602
0.44285714285714284;614;84;1203;214;0.03012349600854357
0.44285714285714284;615;80;1192;207;0.029994460953091478
0.44285714285714284;616;77;1245;208;0.03044414506337829
0.44285714285714284;617;78;1203;208;0.029876411560468514
0.44285714285714284;618;79;1183;208;0.029788900752183815
0.44285714285714284;619;71;1212;228;0.030471351273919697
0.44285714285714284;620;79;1197;224;0.03018651956050104
0.44285714285714284;621;70;1159;187;0.030336904208364174
0.44285714285714284;622;85;1194;228;0.030086643919874746
0.44285714285714284;623;79;1231;194;0.02902660160108118
0.44285714285714284;624;83;1178;210;0.03030985192014542
0.44285714285714284;625;92;1184;215;0.03022379271277593
0.44285714285714284;626;76;1209;217;0.030529146915717204
0.44285714285714284;627;63;1200;177;0.0304537194387526
0.44285714285714284;628;77;1215;209;0.029882583892181246
0.44285714285714284;629;82;1189;208;0.030565813067088242
0.44285714285714284;630;79;1200;210;0.029521382148699326
0.44285714285714284;631;68;1171;201;0.02988983001219714
0.44285714285714284;632;81;1231;222;0.028890750510555462
0.44285714285714284;633;78;1255;217;0.028889324682553633
0.44285714285714284;634;76;1197;208;0.02911736621478359
0.44285714285714284;635;79;1220;221;0.031059628640963965
0.44285714285714284;636;67;1222;191;0.029234537721368598
0.44285714285714284;637;74;1243;212;0.029382001157149253
0.44285714285714284;638;67;1254;190;0.029009354128507955
0.44285714285714284;639;82;1261;205;0.029280575342587586
0.44285714285714284;640;77;1260;198;0.029382358767710365
0.44285714285714284;641;79;1233;214;0.029959355302731513
0.44285714285714284;642;64;1212;204;0.03002547653737679
0.44285714285714284;643;76;1274;206;0.029893084239844214
0.44285714285714284;644;79;1235;223;0.029681544824512778
0.44285714285714284;645;74;1255;234;0.031096175216171945
0.44285714285714284;646;73;1226;229;0.030740629345197355
0.44285714285714284;647;88;1195;203;0.030351778311479026
0.44285714285714284;648;62;1229;186;0.02956674231532283
0.44285714285714284;649;82;1198;195;0.02837422608002732
0.44285714285714284;650;65;1259;189;0.029709290536105555
0.44285714285714284;651;75;1242;207;0.029758585148918396
0.44285714285714284;652;64;1224;219;0.030937505319012813
0.44285714285714284;653;65;1262;215;0.03028974834630298
0.44285714285714284;654;72;1177;210;0.02993455855641796
0.44285714285714284;655;77;1227;206;0.03010436855207901
0.44285714285714284;656;71;1233;192;0.028929138051456013
0.44285714285714284;657;73;1251;207;0.030060504046169088
0.44285714285714284;658;84;1200;208;0.029706464109268377
0.44285714285714284;659;73;1251;224;0.02986659829270605
0.44285714285714284;660;85;1240;210;0.030431366682908616
0.44285714285714284;661;70;1184;224;0.030532552833334187
0.44285714285714284;662;74;1207;234;0.03075897030405482
0.44285714285714284;663;59;1220;181;0.029991308948814355
0.44285714285714284;664;71;1227;176;0.029129771900675838
0.44285714285714284;665;59;1198;207;0.030469250717709492
0.44285714285714284;666;76;1205;219;0.029351673386408456
0.44285714285714284;667;74;1238;217;0.029249266843723414
0.44285714285714284;668;67;1257;202;0.03035681959766364
0.44285714285714284;669;78;1187;206;0.030476597829146676
0.44285714285714284;670;67;1193;203;0.029490747277635728
0.44285714285714284;671;71;1211;209;0.030527345787612015
0.44285714285714284;672;90;1228;242;0.030065179990373926
0.44285714285714284;673;75;1219;222;0.029791301028922527
0.44285714285714284;674;59;1242;191;0.03025182955484149
0.44285714285714284;675;80;1222;207;0.02931560776512594
0.44285714285714284;676;84;1234;239;0.030430229254769018
0.44285714285714284;677;86;1228;241;0.03076412533111775
0.44285714285714284;678;70;1173;190;0.029647546764760824
0.44285714285714284;679;65;1258;195;0.030576029645501858
0.44285714285714284;680;96;1240;242;0.03080639743438343
0.44285714285714284;681;81;1198;208;0.03005900555451476
0.44285714285714284;682;79;1234;209;0.03017083331303464
0.44285714285714284;683;81;1183;212;0.030665929769789647
0.44285714285714284;684;66;1210;202;0.028792364513783072
0.44285714285714284;685;72;1172;197;0.03095490373451968
0.44285714285714284;686;71;1228;219;0.029471408194602852
0.44285714285714284;687;72;1218;211;0.029225534516431936
0.44285714285714284;688;72;1233;207;0.029792283430077993
0.44285714285714284;689;81;1205;234;0.030312268319861196
0.44285714285714284;690;74;1270;208;0.029351052865671988
0.44285714285714284;691;82;1241;214;0.030650921548145815
0.44285714285714284;692;77;1193;212;0.029755216343499334
0.44285714285714284;693;82;1229;225;0.0297524460517497
0.44285714285714284;694;80;1202;215;0.030642656353317452
0.44285714285714284;695;68;1185;203;0.02922353162281097
0.44285714285714284;696;80;1271;212;0.03022275968558166
0.44285714285714284;697;69;1296;183;0.029197334520031856
0.44285714285714284;698;60;1181;197;0.03028246853217132
0.44285714285714284;699;77;1214;214;0.030377107502609118
0.44285714285714284;700;71;1221;194;0.029483076772463996
0.44285714285714284;701;75;1236;197;0.029874685080643445
0.44285714285714284;702;68;1205;205;0.031078134820244224
0.44285714285714284;703;88;1241;223;0.0300300907285411
0.44285714285714284;704;85;1233;226;0.029520946865147633
0.44285714285714284;705;71;1166;213;0.030269407760426383
0.44285714285714284;706;78;1229;201;0.029825765836838252
0.44285714285714284;707;81;1184;204;0.029788491088127717
0.44285714285714284;708;71;1252;200;0.03030170339663744
0.44285714285714284;709;74;1195;226;0.0290245490946067
0.44285714285714284;710;79;1183;229;0.030281924916889313
0.44285714285714284;711;83;1156;232;0.029284279016366564
0.44285714285714284;712;76;1217;227;0.029759321750178855
0.44285714285714284;713;77;1173;213;0.030381982285170243
0.44285714285714284;714;77;1232;238;0.030321133966408127
0.44285714285714284;715;67;1248;194;0.028948107515338488
0.44285714285714284;716;78;1214;228;0.029988091876085435
0.44285714285714284;717;76;1254;221;0.029541715539370274
0.44285714285714284;718;67;1236;190;0.030790743153858803
0.44285714285714284;719;85;1196;232;0.029923072949880156
0.44285714285714284;720;68;1228;235;0.030322188956826732
0.44285714285714284;721;63;1192;202;0.030880046901359665
0.44285714285714284;722;67;1199;204;0.029664493459966128
0.44285714285714284;723;61;1224;198;0.03007417257617356
0.44285714285714284;724;69;1194;220;0.02981827960717513
0.44285714285714284;725;88;1256;215;0.031010163805888176
0.44285714285714284;726;70;1252;207;0.029718239087193225
0.44285714285714284;727;77;1180;196;0.030472957207227896
0.44285714285714284;728;67;1208;197;0.02912422122088363
0.44285714285714284;729;85;1239;236;0.028419202871499426
0.44285714285714284;730;76;1229;201;0.030100585949548654
0.44285714285714284;731;91;1275;215;0.03045793644255907
0.44285714285714284;732;76;1229;188;0.029934699795921452
0.44285714285714284;733;74;1221;206;0.02911573337710878
0.44285714285714284;734;71;1233;206;0.030878050802878077
0.44285714285714284;735;85;1222;222;0.02902465063371978
0.44285714285714284;736;82;1226;212;0.03075003341233973
0.44285714285714284;737;70;1279;211;0.02949948103759154
0.44285714285714284;738;75;1216;212;0.030233423763989176
0.44285714285714284;739;87;1225;211;0.02974327199116004
0.44285714285714284;740;67;1193;214;0.029157733380297802
0.44285714285714284;741;79;1230;218;0.029357756052659643
0.44285714285714284;742;77;1209;217;0.030078503238971616
0.44285714285714284;743;51;1242;167;0.029331402948296722
0.44285714285714284;744;92;1195;239;0.02963673749856978
0.44285714285714284;745;78;1231;206;0.02948230904451647
0.44285714285714284;746;77;1203;216;0.030506904582593485
0.44285714285714284;747;74;1191;200;0.03028652237950902
0.44285714285714284;748;77;1199;194;0.03080987845931051
0.44285714285714284;749;71;1239;209;0.02860166655429538
0.44285714285714284;750;66;1150;204;0.030131963346207265
0.44285714285714284;751;70;1190;218;0.02925915482864714
0.44285714285714284;752;82;1240;224;0.030617528284825765
0.44285714285714284;753;77;1223;250;0.02970582590780493
0.44285714285714284;754;89;1161;196;0.03063606810663036
0.44285714285714284;755;76;1261;231;0.030527257747584465
0.44285714285714284;756;82;1217;231;0.03021640142046215
0.44285714285714284;757;78;1161;191;0.028763870329459235
0.44285714285714284;758;85;1248;234;0.03081041183019534
0.44285714285714284;759;67;1172;202;0.029821302868245875
0.44285714285714284;760;69;1236;207;0.02958932051731363
0.44285714285714284;761;72;1204;189;0.030126068277265584
0.44285714285714284;762;83;1234;206;0.0298737430501752
0.44285714285714284;763;67;1260;221;0.029296176859865446
0.44285714285714284;764;73;1228;208;0.028691127578022703
0.44285714285714284;765;85;1254;227;0.030563273697114892
0.44285714285714284;766;77;1215;216;0.030249090365664453
0.44285714285714284;767;66;1201;186;0.02968437263469414
0.44285714285714284;768;84;1207;219;0.0302700928162178
0.44285714285714284;769;83;1227;212;0.030933710255337286
0.44285714285714284;770;76;1193;189;0.029298326076038026
0.44285714285714284;771;66;1212;205;0.03127421423846966
0.44285714285714284;772;64;1247;190;0.029813905307526197
0.44285714285714284;773;79;1231;211;0.028578598376788944
0.44285714285714284;774;68;1251;219;0.029753128388327697
0.44285714285714284;775;93;1212;207;0.03046467041098376
0.44285714285714284;776;75;1193;193;0.031270926647982714
0.44285714285714284;777;71;1252;200;0.03145274739708216
0.44285714285714284;778;81;1215;193;0.030117177941788795
0.44285714285714284;779;64;1168;207;0.03013481259859791
0.44285714285714284;780;71;1247;196;0.030597883083947213
0.44285714285714284;781;71;1226;213;0.029218593132918986
0.44285714285714284;782;72;1224;184;0.029697558747097594
0.44285714285714284;783;72;1187;209;0.0302690558389779
0.44285714285714284;784;68;1199;200;0.029732285946227482
0.44285714285714284;785;72;1248;219;0.029347791545183338
0.44285714285714284;786;74;1253;196;0.029940012305218942
0.44285714285714284;787;67;1236;188;0.029960575016053474
0.44285714285714284;788;72;1231;212;0.028818202783620215
0.44285714285714284;789;75;1186;230;0.02926232108104048
0.44285714285714284;790;83;1236;219;0.029622396733617416
0.44285714285714284;791;78;1171;197;0.030323227887817997
0.44285714285714284;792;85;1191;204;0.02928791002946158
0.44285714285714284;793;64;1256;194;0.029878257593630993
0.44285714285714284;794;87;1192;240;0.02998120910539022
0.44285714285714284;795;73;1240;213;0.029490359614059925
0.44285714285714284;796;73;1242;222;0.030598345762667206
0.44285714285714284;797;64;1193;198;0.029379262038038038
0.44285714285714284;798;78;1185;192;0.03014277808516246
0.44285714285714284;799;72;1222;213;0.03027242038425
0.5571428571428572;800;82;1221;232;0.029186970566543985
0.5571428571428572;801;83;1207;215;0.029448941145102586
0.5571428571428572;802;81;1206;236;0.030580941437803495
0.5571428571428572;803;78;1232;223;0.02887219089994583
0.5571428571428572;804;67;1240;189;0.029418151580079595
0.5571428571428572;805;91;1217;259;0.029992261119810994
0.5571428571428572;806;72;1214;197;0.02976904426040147
0.5571428571428572;807;75;1207;220;0.03024723300491566
0.5571428571428572;808;69;1207;205;0.029773743495930944
0.5571428571428572;809;75;1264;218;0.030204581137802042
0.5571428571428572;810;74;1189;229;0.030496220264953813
0.5571428571428572;811;73;1195;193;0.030044750390708776
0.5571428571428572;812;71;1241;229;0.029056859430310476
0.5571428571428572;813;81;1199;244;0.02913179837917002
0.5571428571428572;814;72;1178;237;0.03138994836176002
0.5571428571428572;815;72;1225;192;0.03138426944863968
0.5571428571428572;816;69;1179;211;0.02920950139818638
0.5571428571428572;817;71;1190;206;0.02955843711739599
0.5571428571428572;818;70;1235;214;0.03013876683639389
0.5571428571428572;819;70;1208;218;0.030739221672600712
0.5571428571428572;820;68;1195;207;0.029485907410195737
0.5571428571428572;821;69;1212;215;0.03025390370096946
0.5571428571428572;822;65;1233;194;0.029930104844335753
0.5571428571428572;823;71;1226;179;0.029453982654300152
0.5571428571428572;824;79;1247;222;0.030753687403468146
0.5571428571428572;825;84;1198;209;0.030217654342468127
0.5571428571428572;826;60;1235;179;0.0286785287259352
0.5571428571428572;827;60;1187;195;0.030245223517936008
0.5571428571428572;828;66;1200;189;0.0301280134484517
0.5571428571428572;829;90;1210;216;0.03012020994225497
0.5571428571428572;830;93;1193;231;0.02872625074307125
0.5571428571428572;831;83;1237;188;0.03007101322828144
0.5571428571428572;832;68;1230;249;0.031171592230141442
0.5571428571428572;833;66;1219;200;0.029550687299493707
0.5571428571428572;834;70;1190;202;0.02902857366954749
0.5571428571428572;835;71;1189;215;0.02936659058748116
0.5571428571428572;836;84;1237;202;0.03001986118358143
0.5571428571428572;837;75;1194;195;0.030842088229160607
0.5571428571428572;838;84;1240;227;0.030729611694191087
0.5571428571428572;839;80;1204;207;0.030562554126560792
0.5571428571428572;840;72;1225;197;0.030242705760467486
0.5571428571428572;841;82;1203;205;0.03070940467584032
0.5571428571428572;842;59;1236;181;0.029241222981036534
0.5571428571428572;843;79;1235;207;0.03018525265253076
0.5571428571428572;844;63;1180;201;0.030621681785773697
0.5571428571428572;845;80;1267;207;0.029678430884816746
0.5571428571428572;846;64;1242;219;0.03093558852473957
0.5571428571428572;847;59;1258;183;0.029872339191807557
0.5571428571428572;848;75;1180;216;0.029215924633417947
0.5571428571428572;849;74;1196;199;0.02937305306405915
0.5571428571428572;850;72;1223;220;0.029599286932839444
0.5571428571428572;851;73;1250;192;0.029550501230037357
0.5571428571428572;852;78;1212;197;0.030154691395661695
0.5571428571428572;853;69;1194;199;0.028912596234919086
0.5571428571428572;854;77;1205;206;0.03009722888067099
0.5571428571428572;855;69;1257;217;0.030179846022317252
0.5571428571428572;856;94;1229;241;0.030589764289090292
0.5571428571428572;857;72;1253;202;0.030167842797089173
0.5571428571428572;858;83;1186;209;0.02990679614758432
0.5571428571428572;859;80;1218;213;0.029119859838402342
0.5571428571428572;860;68;1167;206;0.029711913855601676
0.5571428571428572;861;87;1222;209;0.02968330552271277
0.5571428571428572;862;90;1219;234;0.029681302840496897
0.5571428571428572;863;71;1221;184;0.029919020543546435
0.5571428571428572;864;70;1207;177;0.030195347254563524
0.5571428571428572;865;78;1216;207;0.030215490592344494
0.5571428571428572;866;94;1257;222;0.02994467572894205
0.5571428571428572;867;63;1206;179;0.02928745607755553
0.5571428571428572;868;79;1209;218;0.03001240355576408
0.5571428571428572;869;72;1214;214;0.029322183839473118
0.5571428571428572;870;82;1244;218;0.030449035914350393
0.5571428571428572;871;67;1197;224;0.029874585847895947
0.5571428571428572;872;87;1256;212;0.029605082616606354
0.5571428571428572;873;81;1226;218;0.031102298964988572
0.5571428571428572;874;64;1225;186;0.030349696712709286
0.5571428571428572;875;71;1167;200;0.030400793602802078
0.5571428571428572;876;80;1213;211;0.030779761673097077
0.5571428571428572;877;63;1280;191;0.030167684032786548
0.5571428571428572;878;74;1243;211;0.030355314673215283
0.5571428571428572;879;71;1229;222;0.02955783113276353
0.5571428571428572;880;63;1276;204;0.02995978434675372
0.5571428571428572;881;58;1192;193;0.030435743855532965
0.5571428571428572;882;85;1206;221;0.03073460022930836
0.5571428571428572;883;80;1225;205;0.030064991279691713
0.5571428571428572;884;66;1207;216;0.03066961657495214
0.5571428571428572;885;97;1194;213;0.02869908560021948
0.5571428571428572;886;76;1212;188;0.030293496066027378
0.5571428571428572;887;77;1226;227;0.030347715581163993
0.5571428571428572;888;89;1212;228;0.030158064515031273
0.5571428571428572;889;68;1214;203;0.02988444770732768
0.5571428571428572;890;80;1204;202;0.03103631456464567
0.5571428571428572;891;75;1197;218;0.02950261773141602
0.5571428571428572;892;87;1224;231;0.02982973516875732
0.5571428571428572;893;67;1212;188;0.03054326602297221
0.5571428571428572;894;67;1199;197;0.031960101312356826
0.5571428571428572;895;73;1210;231;0.030658489546000048
0.5571428571428572;896;72;1223;213;0.030877056768480966
0.5571428571428572;897;74;1164;200;0.030090543157343597
0.5571428571428572;898;83;1240;201;0.02926616094572556
0.5571428571428572;899;76;1260;219;0.030952813048907714
0.5571428571428572;900;80;1230;225;0.030029816290286542
0.5571428571428572;901;64;1223;210;0.030672725229418264
0.5571428571428572;902;75;1159;201;0.03092793705727796
0.5571428571428572;903;79;1253;196;0.030429553577831555
0.5571428571428572;904;76;1187;220;0.029749964137974306
0.5571428571428572;905;78;1217;216;0.029498578016304417
0.5571428571428572;906;88;1211;207;0.030308474581692366
0.5571428571428572;907;70;1212;203;0.03000425927797856
0.5571428571428572;908;68;1175;192;0.029159166517300536
0.5571428571428572;909;79;1267;212;0.02994191245164567
0.5571428571428572;910;77;1198;216;0.03134431071354293
0.5571428571428572;911;71;1258;200;0.03011416620347714
0.5571428571428572;912;63;1196;194;0.029715077759324693
0.5571428571428572;913;71;1238;185;0.030036083924037702
0.5571428571428572;914;58;1231;191;0.029797902630566742
0.5571428571428572;915;82;1269;213;0.029246057656312736
0.5571428571428572;916;68;1157;199;0.031141472146216296
0.5571428571428572;917;61;1230;190;0.0296099856176836
0.5571428571428572;918;76;1222;209;0.02952644955668576
0.5571428571428572;919;75;1223;194;0.029195613086199373
0.5571428571428572;920;79;1185;212;0.029929398019719146
0.5571428571428572;921;78;1219;210;0.02982898902996436
0.5571428571428572;922;76;1185;209;0.030051785225903366
0.5571428571428572;923;79;1220;208;0.030176114196924335
0.5571428571428572;924;90;1193;214;0.029902915766924082
0.5571428571428572;925;70;1226;209;0.029879860922576766
0.5571428571428572;926;68;1135;191;0.030550190683543813
0.5571428571428572;927;74;1253;222;0.02984239368908965
0.5571428571428572;928;77;1241;198;0.029254315868770538
0.5571428571428572;929;82;1194;227;0.029971172996953403
0.5571428571428572;930;84;1218;200;0.029011277719588655
0.5571428571428572;931;81;1183;199;0.030198257976593278
0.5571428571428572;932;74;1208;211;0.030901945557496747
0.5571428571428572;933;66;1254;209;0.02997808770316909
0.5571428571428572;934;71;1240;205;0.029660859362181043
0.5571428571428572;935;65;1200;214;0.029723732245644088
0.5571428571428572;936;75;1217;196;0.02991330603657612
0.5571428571428572;937;70;1252;221;0.030411682954277094
0.5571428571428572;938;78;1271;199;0.029776750141201062
0.5571428571428572;939;97;1226;235;0.02937965646168499
0.5571428571428572;940;81;1207;190;0.029952985290731565
0.5571428571428572;941;74;1189;200;0.03016078181321121
0.5571428571428572;942;74;1193;204;0.029062493347420944
0.5571428571428572;943;76;1212;198;0.031130950253613673
0.5571428571428572;944;74;1208;199;0.0305199511134291
0.5571428571428572;945;71;1202;229;0.029514267748210078
0.5571428571428572;946;82;1202;218;0.02982126452518324
0.5571428571428572;947;71;1238;214;0.031064982102943364
0.5571428571428572;948;66;1200;185;0.030508849432184085
0.5571428571428572;949;80;1195;225;0.030216293895095742
0.5571428571428572;950;92;1230;223;0.028398289559063504
0.5571428571428572;951;80;1235;221;0.03049269322124137
0.5571428571428572;952;77;1201;211;0.030525025932405865
0.5571428571428572;953;77;1211;211;0.0307798915214987
0.5571428571428572;954;84;1182;239;0.030096785533846968
0.5571428571428572;955;86;1239;205;0.030486662269586517
0.5571428571428572;956;81;1219;211;0.030579812636043226
0.5571428571428572;957;61;1200;200;0.03082036886469367
0.5571428571428572;958;64;1158;182;0.029696895873771986
0.5571428571428572;959;75;1233;206;0.029846253109897865
0.5571428571428572;960;88;1298;241;0.029373619071875315
0.5571428571428572;961;82;1184;225;0.029481319446729902
0.5571428571428572;962;70;1209;175;0.028998016520532025
0.5571428571428572;963;71;1252;197;0.030511668040636482
0.5571428571428572;964;80;1206;221;0.02951229848279572
0.5571428571428572;965;82;1239;215;0.030370303075523214
0.5571428571428572;966;79;1188;197;0.03040503649887349
0.5571428571428572;967;76;1182;204;0.030018359976133224
0.5571428571428572;968;66;1181;221;0.02920359163130607
0.5571428571428572;969;71;1236;196;0.029282116594148384
0.5571428571428572;970;58;1214;229;0.030598195161979626
0.5571428571428572;971;67;1190;203;0.028538041554703807
0.5571428571428572;972;81;1202;231;0.030311400267620227
0.5571428571428572;973;70;1253;218;0.030738617856508124
0.5571428571428572;974;69;1300;197;0.030131218059268893
0.5571428571428572;975;65;1240;207;0.02960719429729834
0.5571428571428572;976;84;1210;216;0.029377460282517635
0.5571428571428572;977;85;1241;205;0.030195231595576882
0.5571428571428572;978;84;1254;216;0.029829434659464277
0.5571428571428572;979;81;1229;215;0.030477907692725407
0.5571428571428572;980;76;1270;225;0.029745955395331158
0.5571428571428572;981;73;1210;220;0.030244145953554416
0.5571428571428572;982;70;1244;221;0.030169447494100145
0.5571428571428572;983;82;1228;230;0.029783016160182058
0.5571428571428572;984;74;1229;210;0.029366531238760644
0.5571428571428572;985;74;1230;216;0.029708403296126097
0.5571428571428572;986;73;1207;195;0.028806069783843306
0.5571428571428572;987;68;1220;191;0.029938115021694484
0.5571428571428572;988;73;1214;212;0.03041070796394794
0.5571428571428572;989;89;1181;228;0.03050557866974093
0.5571428571428572;990;65;1251;192;0.03043551891901351
0.5571428571428572;991;92;1217;260;0.03039811800243831
0.5571428571428572;992;66;1225;214;0.029949415802360817
0.5571428571428572;993;74;1261;212;0.031105658227012927
0.5571428571428572;994;57;1187;191;0.029360360143360808
0.5571428571428572;995;65;1258;187;0.030042692998317237
0.5571428571428572;996;90;1238;217;0.030164694639410294
0.5571428571428572;997;72;1234;179;0.02984679386196375
0.5571428571428572;998;81;1214;227;0.029990991741538665
0.5571428571428572;999;90;1185;206;0.030525327721124793
0.6714285714285715;1000;78;1220;234;0.030216284775723287
0.6714285714285715;1001;76;1185;207;0.030208141877524353
0.6714285714285715;1002;71;1259;217;0.029636833550649447
0.6714285714285715;1003;70;1244;221;0.029211482839593003
0.6714285714285715;1004;77;1236;207;0.030878390464266506
0.6714285714285715;1005;68;1241;204;0.03100768048296504
0.6714285714285715;1006;87;1195;219;0.030173523097061818
0.6714285714285715;1007;89;1237;220;0.030853058070017425
0.6714285714285715;1008;57;1220;186;0.029716034563143003
0.6714285714285715;1009;71;1193;204;0.029626802445749605
0.6714285714285715;1010;75;1195;208;0.03053562212367268
0.6714285714285715;1011;64;1231;192;0.029594780250416022
0.6714285714285715;1012;70;1227;214;0.03129452186792859
0.6714285714285715;1013;84;1201;206;0.030145531763539894
0.6714285714285715;1014;73;1226;183;0.029573234305432555
0.6714285714285715;1015;92;1203;244;0.029314996448415752
0.6714285714285715;1016;78;1195;199;0.030200939536950692
0.6714285714285715;1017;83;1250;231;0.030261351192940066
0.6714285714285715;1018;76;1264;225;0.030364697284826055
0.6714285714285715;1019;72;1215;190;0.030434931887885826
0.6714285714285715;1020;81;1231;212;0.030054459430316472
0.6714285714285715;1021;78;1187;222;0.029964448377859353
0.6714285714285715;1022;74;1244;214;0.030327533417893397
0.6714285714285715;1023;75;1166;231;0.02948313295293419
0.6714285714285715;1024;73;1241;183;0.030704424402932005
0.6714285714285715;1025;89;1267;234;0.029895831398825273
0.6714285714285715;1026;82;1216;242;0.03005085621958473
0.6714285714285715;1027;73;1237;202;0.030887983231651747
0.6714285714285715;1028;79;1248;216;0.030262954928729584
0.6714285714285715;1029;78;1256;209;0.030497398217045044
0.6714285714285715;1030;72;1208;205;0.02897279765190884
0.6714285714285715;1031;84;1236;227;0.03017301358134303
0.6714285714285715;1032;92;1236;218;0.030915191705408022
0.6714285714285715;1033;63;1240;223;0.030093542263793478
0.6714285714285715;1034;71;1196;205;0.029791887230083098
0.6714285714285715;1035;81;1206;218;0.029533801353579102
0.6714285714285715;1036;78;1228;213;0.031230707101401255
0.6714285714285715;1037;78;1244;213;0.029442497460908088
0.6714285714285715;1038;83;1210;220;0.030270959886396696
0.6714285714285715;1039;74;1203;191;0.02986272993345965
0.6714285714285715;1040;71;1243;201;0.029541681589318664
0.6714285714285715;1041;70;1159;216;0.030477393293207037
0.6714285714285715;1042;82;1244;204;0.02880253943339072
0.6714285714285715;1043;84;1218;207;0.0292413575169471
0.6714285714285715;1044;71;1201;183;0.02942933326059957
0.6714285714285715;1045;72;1196;212;0.030058550770491983
0.6714285714285715;1046;81;1191;236;0.0287734357333892
0.6714285714285715;1047;85;1189;216;0.03130526642436272
0.6714285714285715;1048;81;1202;235;0.030536984251568085
0.6714285714285715;1049;78;1235;221;0.030062689173844036
0.6714285714285715;1050;69;1246;202;0.030303963194642503
0.6714285714285715;1051;71;1179;200;0.029927998052345976
0.6714285714285715;1052;80;1175;209;0.02923156491321044
0.6714285714285715;1053;68;1254;195;0.029275355825609462
0.6714285714285715;1054;73;1212;190;0.02956538909519114
0.6714285714285715;1055;83;1202;232;0.029925850389512305
0.6714285714285715;1056;73;1193;203;0.03130092870936392
0.6714285714285715;1057;65;1197;196;0.02934428359390093
0.6714285714285715;1058;77;1212;240;0.03014773559970747
0.6714285714285715;1059;67;1219;208;0.029157046559266053
0.6714285714285715;1060;87;1190;210;0.02968538953080904
0.6714285714285715;1061;75;1261;232;0.030258207812694976
0.6714285714285715;1062;78;1215;206;0.02905444090210775
0.6714285714285715;1063;75;1243;203;0.030117362356789946
0.6714285714285715;1064;76;1240;197;0.029892972549202413
0.6714285714285715;1065;77;1258;210;0.029810972032275694
0.6714285714285715;1066;93;1208;263;0.030600015144903278
