has_gun;Run;Denounce;Females;Got attacked;Stress
0.1;149;74;1214;201;0.030021146236241445
0.1;150;81;1249;217;0.03001900335912582
0.1;151;64;1231;209;0.029663678764191202
0.1;152;86;1196;221;0.030108801676491135
0.1;153;80;1206;204;0.03003629201504225
0.1;154;69;1204;220;0.03050824618124177
0.1;155;74;1290;211;0.0305887790322495
0.1;156;65;1240;191;0.029896854403580943
0.1;157;74;1163;214;0.030456244559822345
0.1;158;64;1192;203;0.030935658382515482
0.1;159;73;1243;195;0.03058983228950683
0.1;160;88;1185;230;0.03073042938197979
0.1;161;89;1177;245;0.0306693671203636
0.1;162;76;1239;222;0.02934461589819708
0.1;163;80;1246;196;0.030366389183033644
0.1;164;76;1222;220;0.0312472103965059
0.1;165;80;1149;214;0.0305702919206315
0.1;166;68;1229;207;0.0301191923164978
0.1;167;88;1240;211;0.030244766067390377
0.1;168;84;1230;209;0.030648978086555225
0.1;169;81;1189;216;0.029488719945923825
0.1;170;84;1199;216;0.030731369560523393
0.1;171;88;1191;206;0.029461030692160235
0.1;172;94;1193;235;0.030364026789789243
0.1;173;67;1216;197;0.029578139136991956
0.1;174;76;1205;237;0.02998551659459189
0.1;175;82;1238;227;0.029929839334071926
0.1;176;78;1264;203;0.030411433129393185
0.1;177;78;1198;205;0.02991610517547985
0.1;178;75;1220;220;0.03090540686344307
0.1;179;83;1253;210;0.03043638465537622
0.1;180;66;1231;183;0.029992945633290167
0.1;181;79;1230;223;0.03044478228929234
0.1;182;79;1188;226;0.030626038584473058
0.1;183;73;1223;190;0.03040561928454033
0.1;184;72;1193;203;0.030790569031171586
0.1;185;74;1172;212;0.03029967704385602
0.1;186;80;1167;237;0.02941836589086917
0.1;187;84;1259;218;0.029937606629122763
0.1;188;73;1213;236;0.03034266848156985
0.1;189;97;1225;224;0.030278971509671623
0.1;190;87;1203;221;0.030362912095503045
0.1;191;85;1215;195;0.029244878612347223
0.1;192;89;1261;237;0.029225591479380995
0.1;193;76;1213;214;0.03090967774063443
0.1;194;65;1233;194;0.030023237447984935
0.1;195;74;1205;205;0.029854068404121102
0.1;196;63;1195;223;0.029618853512315614
0.1;197;78;1218;198;0.02979667824234443
0.1;198;95;1218;242;0.0296864933692538
0.1;199;72;1236;186;0.03028414931027653
0.2142857142857143;200;105;1264;320;0.042633476111035004
0.2142857142857143;201;97;1198;306;0.039012413772960684
0.2142857142857143;202;107;1272;317;0.04170777129606152
0.2142857142857143;203;102;1222;296;0.04028402863175561
0.2142857142857143;204;93;1210;284;0.03990731334979496
0.2142857142857143;205;84;1203;264;0.04327329471398838
0.2142857142857143;206;105;1189;312;0.0404920980353741
0.2142857142857143;207;104;1220;305;0.04313141830678149
0.2142857142857143;208;91;1251;291;0.04063231509128385
0.2142857142857143;209;104;1224;272;0.041633860008762645
0.2142857142857143;210;99;1183;305;0.04207408820690226
0.2142857142857143;211;109;1248;314;0.04164230565763173
0.2142857142857143;212;102;1237;282;0.042209291933103174
0.2142857142857143;213;89;1208;283;0.04161461855104505
0.2142857142857143;214;103;1226;313;0.04085799144246991
0.2142857142857143;215;91;1218;287;0.04190929191198942
0.2142857142857143;216;85;1176;293;0.042583730154490934
0.2142857142857143;217;107;1285;302;0.040776762390639626
0.2142857142857143;218;114;1210;324;0.041897217463098886
0.2142857142857143;219;89;1262;291;0.04035781574517319
0.2142857142857143;220;92;1232;281;0.04027626937367938
0.2142857142857143;221;86;1200;260;0.041690464289192576
0.2142857142857143;222;94;1201;285;0.0415891521504387
0.2142857142857143;223;97;1256;288;0.03985126243629598
0.2142857142857143;224;97;1236;284;0.04132669066787684
0.2142857142857143;225;96;1207;287;0.041151294118766835
0.2142857142857143;226;96;1154;284;0.04092405755052047
0.2142857142857143;227;88;1196;293;0.04060230516234228
0.2142857142857143;228;90;1222;287;0.0409416766475103
0.2142857142857143;229;105;1161;269;0.04077732268179394
0.2142857142857143;230;99;1200;276;0.040495872412541364
0.2142857142857143;231;96;1233;266;0.04038611084860677
0.2142857142857143;232;93;1259;286;0.04171328583359281
0.2142857142857143;233;84;1238;288;0.0430560910082842
0.2142857142857143;234;93;1178;269;0.040795702925097786
0.2142857142857143;235;93;1185;275;0.04082128112408429
0.2142857142857143;236;114;1275;308;0.042902568890517356
0.2142857142857143;237;108;1225;315;0.041946561212030525
0.2142857142857143;238;86;1239;263;0.04111698465300195
0.2142857142857143;239;81;1231;272;0.04031664334451035
0.2142857142857143;240;105;1240;298;0.0408289019482475
0.2142857142857143;241;106;1266;275;0.04176411285599031
0.2142857142857143;242;130;1232;334;0.042223319201862106
0.2142857142857143;243;96;1203;288;0.04163204637496349
0.2142857142857143;244;109;1223;293;0.04097660079653248
0.2142857142857143;245;90;1222;318;0.04207585496940006
0.2142857142857143;246;88;1208;254;0.040839157239929494
0.2142857142857143;247;101;1222;289;0.04204585849516394
0.2142857142857143;248;80;1220;280;0.04031590849332321
0.2142857142857143;249;87;1181;251;0.04083284226889934
0.2142857142857143;250;101;1198;294;0.04226931293100688
0.2142857142857143;251;110;1178;299;0.04033354554182236
0.2142857142857143;252;105;1209;276;0.04107362643935133
0.2142857142857143;253;88;1225;279;0.041092868121064614
0.2142857142857143;254;104;1190;271;0.04135772641494921
0.2142857142857143;255;90;1198;269;0.04330198947102704
0.2142857142857143;256;94;1257;306;0.042137308845028774
0.2142857142857143;257;100;1276;280;0.041612329383753616
0.2142857142857143;258;93;1163;294;0.04173695583934947
0.2142857142857143;259;87;1274;276;0.04142897138901536
0.2142857142857143;260;96;1177;283;0.04197773162957848
0.2142857142857143;261;108;1212;292;0.04113076380109516
0.2142857142857143;262;88;1252;275;0.04133016770526367
0.2142857142857143;263;111;1229;304;0.04053444772687433
0.2142857142857143;264;90;1199;243;0.040660773583289546
0.2142857142857143;265;85;1194;263;0.04344218704597338
0.2142857142857143;266;102;1223;298;0.04159973845477054
0.2142857142857143;267;93;1224;301;0.040614611745768
0.2142857142857143;268;118;1292;336;0.040995545950222395
0.2142857142857143;269;89;1190;299;0.04145327622779736
0.2142857142857143;270;109;1235;322;0.042064909154633345
0.2142857142857143;271;107;1158;314;0.04153957792729977
0.2142857142857143;272;109;1158;271;0.04214475519289693
0.2142857142857143;273;103;1179;300;0.04276977295254132
0.2142857142857143;274;91;1228;281;0.0411745291323294
0.2142857142857143;275;104;1228;273;0.04251877547159829
0.2142857142857143;276;111;1175;309;0.04189637620990352
0.2142857142857143;277;98;1254;259;0.04108817727534514
0.2142857142857143;278;87;1237;270;0.03971323274374101
0.2142857142857143;279;84;1275;277;0.040335035686980346
0.2142857142857143;280;93;1269;292;0.041191700014244846
0.2142857142857143;281;92;1223;273;0.04050152769808603
0.2142857142857143;282;89;1245;294;0.04181264924177424
0.2142857142857143;283;108;1253;315;0.040663832587101975
0.2142857142857143;284;98;1230;301;0.041881808431019685
0.2142857142857143;285;96;1226;277;0.040876157014008735
0.2142857142857143;286;97;1191;277;0.04117248747556224
0.2142857142857143;287;95;1211;289;0.04207177712625059
0.2142857142857143;288;93;1215;296;0.04106362736964303
0.2142857142857143;289;98;1261;289;0.04062538714716277
0.2142857142857143;290;98;1192;269;0.04097907355531868
0.2142857142857143;291;78;1225;272;0.04294458872581018
0.2142857142857143;292;103;1180;279;0.040408229088470325
0.2142857142857143;293;99;1240;286;0.04012293664260868
0.2142857142857143;294;102;1177;292;0.0411583972803695
0.2142857142857143;295;106;1218;280;0.04254812668978005
0.2142857142857143;296;95;1214;263;0.04238405480076225
0.2142857142857143;297;93;1267;272;0.04049876008659079
0.2142857142857143;298;98;1242;286;0.041367425230562485
0.2142857142857143;299;100;1179;297;0.04272575865282574
0.2142857142857143;300;107;1212;337;0.041786409748068125
0.2142857142857143;301;98;1167;327;0.043160967835241176
0.2142857142857143;302;103;1195;314;0.04282806273541517
0.2142857142857143;303;94;1187;291;0.041155319256787774
0.2142857142857143;304;102;1178;303;0.04126983614872152
0.2142857142857143;305;85;1200;299;0.04158388640210853
0.2142857142857143;306;104;1213;312;0.04198267051339389
0.2142857142857143;307;97;1219;307;0.0409386710573523
0.2142857142857143;308;104;1265;278;0.04067373416289698
0.2142857142857143;309;99;1205;303;0.04160549594575012
0.2142857142857143;310;100;1187;309;0.04149479073952806
0.2142857142857143;311;89;1160;290;0.04248023960687245
0.2142857142857143;312;97;1224;312;0.04031047603402713
0.2142857142857143;313;89;1198;293;0.04059923868417618
0.2142857142857143;314;103;1232;312;0.04137699659610797
0.2142857142857143;315;104;1246;283;0.041434497857560586
0.2142857142857143;316;98;1177;305;0.04168663602543095
0.2142857142857143;317;93;1201;276;0.04065473915129347
0.2142857142857143;318;114;1200;309;0.041132701703592324
0.2142857142857143;319;80;1215;265;0.04109719047722064
0.2142857142857143;320;103;1215;288;0.042598448821881636
0.2142857142857143;321;109;1153;298;0.04218291258865885
0.2142857142857143;322;101;1199;296;0.039801148310478436
0.2142857142857143;323;94;1209;267;0.040231956205380226
0.2142857142857143;324;103;1229;285;0.04022429846567237
0.2142857142857143;325;73;1166;253;0.041823583937815434
0.2142857142857143;326;110;1236;297;0.042672128455842395
0.2142857142857143;327;103;1234;294;0.0412460218010718
0.2142857142857143;328;94;1220;288;0.042430785073532505
0.2142857142857143;329;101;1224;294;0.0411905252660501
0.2142857142857143;330;101;1242;282;0.04064897430997019
0.2142857142857143;331;109;1229;292;0.042246209968729014
0.2142857142857143;332;90;1205;265;0.04054683782006247
0.2142857142857143;333;103;1204;296;0.041221044896007634
0.2142857142857143;334;76;1211;253;0.04089392633943474
0.2142857142857143;335;87;1225;267;0.041988893457968565
0.2142857142857143;336;100;1220;302;0.04113883230056855
0.2142857142857143;337;110;1238;298;0.04184407288025151
0.2142857142857143;338;79;1164;252;0.04266157338761652
0.2142857142857143;339;102;1217;321;0.041554854908694094
0.2142857142857143;340;92;1234;288;0.041597281954651295
0.2142857142857143;341;87;1207;271;0.04194384670980904
0.2142857142857143;342;87;1238;270;0.040908063685405116
0.2142857142857143;343;105;1234;301;0.041975783661633376
0.2142857142857143;344;97;1185;295;0.040815665834772454
0.2142857142857143;345;91;1202;273;0.041425601512318284
0.2142857142857143;346;84;1222;288;0.04212990583323489
0.2142857142857143;347;106;1238;275;0.04175377264094934
0.2142857142857143;348;107;1191;291;0.04109744411058035
0.2142857142857143;349;96;1195;315;0.041203629268055764
0.2142857142857143;350;106;1198;310;0.04107694993902875
0.2142857142857143;351;88;1187;287;0.04019105242969121
0.2142857142857143;352;96;1214;273;0.04177667603961614
0.2142857142857143;353;103;1223;293;0.04143278498349635
0.2142857142857143;354;97;1198;264;0.04058689468144356
0.2142857142857143;355;99;1229;283;0.04172155591424639
0.2142857142857143;356;97;1219;283;0.039711691341374485
0.2142857142857143;357;96;1195;273;0.04072888592668087
0.2142857142857143;358;94;1229;308;0.04058916848881553
0.2142857142857143;359;101;1238;305;0.04163729912499914
0.2142857142857143;360;103;1217;306;0.04123996344343131
0.2142857142857143;361;101;1239;339;0.04304547758378213
0.2142857142857143;362;100;1217;281;0.040792216105417875
0.2142857142857143;363;91;1192;298;0.04062313146403301
0.2142857142857143;364;90;1203;286;0.04134867192462548
0.2142857142857143;365;118;1255;341;0.0420251025390361
0.2142857142857143;366;104;1167;299;0.04200084233050665
0.2142857142857143;367;82;1199;269;0.04080420045627224
0.2142857142857143;368;97;1223;276;0.04172379603001174
0.2142857142857143;369;93;1223;293;0.042426138152278026
0.2142857142857143;370;94;1200;287;0.04207252216387139
0.2142857142857143;371;104;1208;311;0.04204278634096832
0.2142857142857143;372;90;1191;283;0.04251044643661067
0.2142857142857143;373;99;1183;282;0.04149914644017876
0.2142857142857143;374;103;1250;311;0.042556481360548744
0.2142857142857143;375;99;1186;288;0.042048739544702306
0.2142857142857143;376;94;1238;280;0.04175657218621263
0.2142857142857143;377;103;1211;292;0.04238313360718548
0.2142857142857143;378;104;1236;300;0.04247343594766993
0.2142857142857143;379;89;1215;293;0.04124303549115696
0.2142857142857143;380;105;1195;284;0.04165626013969537
0.2142857142857143;381;109;1229;310;0.041897736980409696
0.2142857142857143;382;90;1128;276;0.04159966708593465
0.2142857142857143;383;98;1229;318;0.042208248707020786
0.2142857142857143;384;85;1170;295;0.04082496422938348
0.2142857142857143;385;115;1170;322;0.04193871697574577
0.2142857142857143;386;103;1166;283;0.04163745319718225
0.2142857142857143;387;105;1225;273;0.04194187423409334
0.2142857142857143;388;101;1227;296;0.04054481644841833
0.2142857142857143;389;90;1193;278;0.04176619689245469
0.2142857142857143;390;94;1203;285;0.04109740982841573
0.2142857142857143;391;107;1172;292;0.04178408529912136
0.2142857142857143;392;90;1222;286;0.041207056487763453
0.2142857142857143;393;96;1178;316;0.04162093989814792
0.2142857142857143;394;97;1210;253;0.0415346858729591
0.2142857142857143;395;96;1183;291;0.041898059265087155
0.2142857142857143;396;105;1264;321;0.041923421227329026
0.2142857142857143;397;111;1210;313;0.04026199389362655
0.2142857142857143;398;102;1215;289;0.04064763869651759
0.2142857142857143;399;101;1204;317;0.04221707600076768
0.3285714285714286;400;112;1263;387;0.053396916802742736
0.3285714285714286;401;120;1241;372;0.05252106663844353
0.3285714285714286;402;105;1208;347;0.05226419286520653
0.3285714285714286;403;138;1226;387;0.05235758867101184
0.3285714285714286;404;117;1202;341;0.054986087118896285
0.3285714285714286;405;117;1305;374;0.051030325773647384
0.3285714285714286;406;124;1212;361;0.05134064038096788
0.3285714285714286;407;134;1189;377;0.0525124764514117
0.3285714285714286;408;135;1198;394;0.05255637846884219
0.3285714285714286;409;116;1148;345;0.05212743248072697
0.3285714285714286;410;117;1197;361;0.05237797979687229
0.3285714285714286;411;123;1218;387;0.05210318832599393
0.3285714285714286;412;119;1260;372;0.0522941859563086
0.3285714285714286;413;129;1233;411;0.053139830003953975
0.3285714285714286;414;110;1204;351;0.05349657471532097
0.3285714285714286;415;117;1247;390;0.052428424835279555
0.3285714285714286;416;109;1215;402;0.05235511612997954
0.3285714285714286;417;118;1234;363;0.05192771703693607
0.3285714285714286;418;108;1242;355;0.05394109673824863
0.3285714285714286;419;103;1223;350;0.05318809221554751
0.3285714285714286;420;108;1200;346;0.054906269818014844
0.3285714285714286;421;131;1207;371;0.05117800728423123
0.3285714285714286;422;131;1254;357;0.05258173035184274
0.3285714285714286;423;109;1204;363;0.051654885587155835
0.3285714285714286;424;126;1228;371;0.054194569467050195
0.3285714285714286;425;126;1192;368;0.052669515812619354
0.3285714285714286;426;140;1188;398;0.05259613593607743
0.3285714285714286;427;124;1220;373;0.05359260874631122
0.3285714285714286;428;133;1210;400;0.054150710299170506
0.3285714285714286;429;111;1279;381;0.052446984382857054
0.3285714285714286;430;117;1243;351;0.05382934852772277
0.3285714285714286;431;114;1260;351;0.05182286538650157
0.3285714285714286;432;137;1228;427;0.05253997087936736
0.3285714285714286;433;138;1196;413;0.05426622942012896
0.3285714285714286;434;120;1233;340;0.051624051837082595
0.3285714285714286;435;144;1204;387;0.052219026932945445
0.3285714285714286;436;116;1201;377;0.05219570274656891
0.3285714285714286;437;121;1268;393;0.05411599502115665
0.3285714285714286;438;119;1202;378;0.05271535436999892
0.3285714285714286;439;132;1231;386;0.0523298268471302
0.3285714285714286;440;126;1211;349;0.05263595862762654
0.3285714285714286;441;111;1195;350;0.05228608507726785
0.3285714285714286;442;127;1187;396;0.05241513288831016
0.3285714285714286;443;116;1186;333;0.05328433604106501
0.3285714285714286;444;131;1238;367;0.05366306213813802
0.3285714285714286;445;121;1214;388;0.05294097770474593
0.3285714285714286;446;112;1210;339;0.05177569631712235
0.3285714285714286;447;115;1210;345;0.053194751126680095
0.3285714285714286;448;105;1229;376;0.05403591733697305
0.3285714285714286;449;127;1197;354;0.05443718333023966
0.3285714285714286;450;117;1233;348;0.05297447809935982
0.3285714285714286;451;105;1264;341;0.05210038542716235
0.3285714285714286;452;148;1259;403;0.05230180441416409
0.3285714285714286;453;108;1145;327;0.05216670324629255
0.3285714285714286;454;116;1216;333;0.05337152375565006
0.3285714285714286;455;114;1202;388;0.05162872984578703
0.3285714285714286;456;106;1230;371;0.051851945711557566
0.3285714285714286;457;120;1225;359;0.051845921487362674
0.3285714285714286;458;119;1214;372;0.053239826824145464
0.3285714285714286;459;118;1254;371;0.05176284161734668
0.3285714285714286;460;114;1178;341;0.05267706728682458
0.3285714285714286;461;123;1221;377;0.05136325279353285
0.3285714285714286;462;119;1192;318;0.052842222537949145
0.3285714285714286;463;102;1215;381;0.05205587153576312
0.3285714285714286;464;120;1205;391;0.052529951591564934
0.3285714285714286;465;117;1246;375;0.051359892100738956
0.3285714285714286;466;119;1152;358;0.05240563948159339
0.3285714285714286;467;118;1225;338;0.051757530167255296
0.3285714285714286;468;122;1180;380;0.05289056969099952
0.3285714285714286;469;108;1259;345;0.05085106229073639
0.3285714285714286;470;126;1202;340;0.051921355005199975
0.3285714285714286;471;121;1252;371;0.05155924338328185
0.3285714285714286;472;101;1213;367;0.05246969122150546
0.3285714285714286;473;116;1253;358;0.05270867214412639
0.3285714285714286;474;115;1249;353;0.05294172257808714
0.3285714285714286;475;97;1241;339;0.05277147638526506
0.3285714285714286;476;116;1197;395;0.05433219118550736
0.3285714285714286;477;115;1141;357;0.052119599791006825
0.3285714285714286;478;147;1184;416;0.054368890734821394
0.3285714285714286;479;122;1194;410;0.05226329194401558
0.3285714285714286;480;120;1239;371;0.05221151006313278
0.3285714285714286;481;114;1246;362;0.052128962864377355
0.3285714285714286;482;114;1197;374;0.052371540284239404
0.3285714285714286;483;110;1211;365;0.052589832260955184
0.3285714285714286;484;127;1172;363;0.05219593784414646
0.3285714285714286;485;123;1279;366;0.052062329779373036
0.3285714285714286;486;94;1237;343;0.05286011150673551
0.3285714285714286;487;128;1217;361;0.05174023536770665
0.3285714285714286;488;119;1229;395;0.0523974506091662
0.3285714285714286;489;113;1217;360;0.05253484468018267
0.3285714285714286;490;117;1229;379;0.05175655998309681
0.3285714285714286;491;112;1201;376;0.05348038617847985
0.3285714285714286;492;137;1226;426;0.05316296258864409
0.3285714285714286;493;111;1227;352;0.05326418460611657
0.3285714285714286;494;118;1211;350;0.054260046422489154
0.3285714285714286;495;122;1199;381;0.05326979866201099
0.3285714285714286;496;114;1200;342;0.052082216930111204
0.3285714285714286;497;124;1202;376;0.05092165263566982
0.3285714285714286;498;129;1187;367;0.053352835324732575
0.3285714285714286;499;123;1278;387;0.05225488997773777
0.3285714285714286;500;104;1181;351;0.0517853364816019
0.3285714285714286;501;101;1230;331;0.052315565396959064
0.3285714285714286;502;133;1210;377;0.05304381096475033
0.3285714285714286;503;134;1223;393;0.05340820435828667
0.3285714285714286;504;118;1262;390;0.05196209197486479
0.3285714285714286;505;127;1247;413;0.05291759755461237
0.3285714285714286;506;105;1210;359;0.0521207021070646
0.3285714285714286;507;107;1201;400;0.05304137391019532
0.3285714285714286;508;120;1196;379;0.05385175468542617
0.3285714285714286;509;108;1180;347;0.051173455080472385
0.3285714285714286;510;124;1201;364;0.05228796079289151
0.3285714285714286;511;104;1172;353;0.052742309769863674
0.3285714285714286;512;119;1210;389;0.052298714095449686
0.3285714285714286;513;115;1166;341;0.052120431441682234
0.3285714285714286;514;133;1223;383;0.051596115477697435
0.3285714285714286;515;126;1202;376;0.05132727265726581
0.3285714285714286;516;111;1203;362;0.0538816794147235
0.3285714285714286;517;137;1172;400;0.05378391786083029
0.3285714285714286;518;118;1198;347;0.05156329977324286
0.3285714285714286;519;113;1288;349;0.05354661576087318
0.3285714285714286;520;112;1206;344;0.05272186310419285
0.3285714285714286;521;146;1213;383;0.05270219948286659
0.3285714285714286;522;106;1184;355;0.05311995482549165
0.3285714285714286;523;119;1184;335;0.05285603471460274
0.3285714285714286;524;129;1255;395;0.05177138505621994
0.3285714285714286;525;120;1180;358;0.05463521198719434
0.3285714285714286;526;120;1205;355;0.05207043185218583
0.3285714285714286;527;93;1260;340;0.053204414484139644
0.3285714285714286;528;114;1191;381;0.051169886517026954
0.3285714285714286;529;121;1182;406;0.05447720542819586
0.3285714285714286;530;102;1249;348;0.0528533775556919
0.3285714285714286;531;117;1206;366;0.05351693429273494
0.3285714285714286;532;130;1211;391;0.054155885027722804
0.3285714285714286;533;131;1227;402;0.05192561820096099
0.3285714285714286;534;105;1240;332;0.05233239736727941
0.3285714285714286;535;106;1211;342;0.051851002585359685
0.3285714285714286;536;88;1237;338;0.05161249081766398
0.3285714285714286;537;118;1215;371;0.053007292249571916
0.3285714285714286;538;119;1247;362;0.052378869275260406
0.3285714285714286;539;117;1178;397;0.05286920709924244
0.3285714285714286;540;114;1240;405;0.054576895594431456
0.3285714285714286;541;131;1256;409;0.053436479425354504
0.3285714285714286;542;106;1188;368;0.05019297301685199
0.3285714285714286;543;114;1224;363;0.0506288879847792
0.3285714285714286;544;96;1154;298;0.05187852476013144
0.3285714285714286;545;119;1250;367;0.05327366031184705
0.3285714285714286;546;113;1171;359;0.05236472243450172
0.3285714285714286;547;108;1252;349;0.0527532096155368
0.3285714285714286;548;146;1255;402;0.051529286737829215
0.3285714285714286;549;105;1218;335;0.05230856566364765
0.3285714285714286;550;113;1196;408;0.053592177355697664
0.3285714285714286;551;117;1252;347;0.05313641968463264
0.3285714285714286;552;117;1234;351;0.05278020370022669
