has_gun;Run;Denounce;Females;Got attacked;Stress
0.3285714285714286;553;117;1156;378;0.0546820192871349
0.3285714285714286;554;106;1158;359;0.05172085246806974
0.3285714285714286;555;116;1230;354;0.05192041438338913
0.3285714285714286;556;116;1230;376;0.05363765773612664
0.3285714285714286;557;102;1228;318;0.0527023967529188
0.3285714285714286;558;107;1204;342;0.05339740714964913
0.3285714285714286;559;118;1173;365;0.05328001710187016
0.3285714285714286;560;118;1222;357;0.05152809999543927
0.3285714285714286;561;108;1264;396;0.053707118571399516
0.3285714285714286;562;123;1193;360;0.05172109466231929
0.3285714285714286;563;123;1262;379;0.05227381674694543
0.3285714285714286;564;116;1165;370;0.05273723983524889
0.3285714285714286;565;138;1182;427;0.05149757173158847
0.3285714285714286;566;135;1198;412;0.05254388823917733
0.3285714285714286;567;118;1149;340;0.052473307688270285
0.3285714285714286;568;117;1240;362;0.05127107689482252
0.3285714285714286;569;110;1184;352;0.05306203196795885
0.3285714285714286;570;105;1239;328;0.05300242260075935
0.3285714285714286;571;134;1282;418;0.05294454549707459
0.3285714285714286;572;105;1204;352;0.051588217300310026
0.3285714285714286;573;144;1173;404;0.051907073546022545
0.3285714285714286;574;101;1151;375;0.053455003735001706
0.3285714285714286;575;123;1221;378;0.05445538108052362
0.3285714285714286;576;123;1222;424;0.05115636061164088
0.3285714285714286;577;124;1204;404;0.05356517918310662
0.3285714285714286;578;108;1225;363;0.052327326546491845
0.3285714285714286;579;121;1245;361;0.05243196651563834
0.3285714285714286;580;134;1235;359;0.05148397237021313
0.3285714285714286;581;117;1270;364;0.052860510158033815
0.3285714285714286;582;111;1264;353;0.052302396087240924
0.3285714285714286;583;109;1199;353;0.05252259830977689
0.3285714285714286;584;113;1211;363;0.0530747547303586
0.3285714285714286;585;123;1141;372;0.05288760294496152
0.3285714285714286;586;133;1215;388;0.05441459630476429
0.3285714285714286;587;126;1236;392;0.052674818553301646
0.3285714285714286;588;113;1207;339;0.05221873000823201
0.3285714285714286;589;132;1260;377;0.05183412936353019
0.3285714285714286;590;113;1211;367;0.052941360583591335
0.3285714285714286;591;109;1214;359;0.05259465655327287
0.3285714285714286;592;119;1222;354;0.052682724416806194
0.3285714285714286;593;132;1189;383;0.052534488416629624
0.3285714285714286;594;109;1215;351;0.051766172501942716
0.3285714285714286;595;132;1229;404;0.05271714702208158
0.3285714285714286;596;104;1214;336;0.05170815081009773
0.3285714285714286;597;122;1270;344;0.053055098912334744
0.3285714285714286;598;117;1211;357;0.05199526389083376
0.3285714285714286;599;124;1267;357;0.05280068161679674
0.44285714285714284;600;134;1196;430;0.06404024753036897
0.44285714285714284;601;153;1218;441;0.06379850180210196
0.44285714285714284;602;153;1185;477;0.06401706072370358
0.44285714285714284;603;153;1248;503;0.06489931801310807
0.44285714285714284;604;127;1232;404;0.06458647721075277
0.44285714285714284;605;153;1222;455;0.06316677773698826
0.44285714285714284;606;149;1214;466;0.06421392982648173
0.44285714285714284;607;132;1284;455;0.0646513330549423
0.44285714285714284;608;141;1242;453;0.06373238697323204
0.44285714285714284;609;122;1225;444;0.062879486058001
0.44285714285714284;610;159;1250;472;0.06439974561651443
0.44285714285714284;611;136;1199;435;0.06288608063051598
0.44285714285714284;612;138;1206;433;0.06263789960143402
0.44285714285714284;613;159;1285;510;0.06466321097642959
0.44285714285714284;614;147;1219;454;0.06395425980610567
0.44285714285714284;615;132;1219;430;0.06492767758566256
0.44285714285714284;616;128;1181;423;0.06349592999717421
0.44285714285714284;617;128;1202;436;0.06329467635996208
0.44285714285714284;618;123;1183;445;0.0639160691409707
0.44285714285714284;619;145;1230;461;0.06278252391914017
0.44285714285714284;620;143;1205;450;0.06415139428130978
0.44285714285714284;621;144;1197;462;0.062075715790569225
0.44285714285714284;622;157;1284;496;0.06585503665048376
0.44285714285714284;623;148;1216;487;0.06407157046177195
0.44285714285714284;624;136;1208;433;0.06400865665619523
0.44285714285714284;625;142;1207;444;0.064077037435161
0.44285714285714284;626;150;1245;456;0.06361775864757929
0.44285714285714284;627;138;1235;469;0.06382602644338001
0.44285714285714284;628;142;1248;450;0.0640788246614477
0.44285714285714284;629;147;1209;461;0.06379671967481823
0.44285714285714284;630;156;1238;473;0.06299823011894366
0.44285714285714284;631;154;1208;482;0.06251940214838053
0.44285714285714284;632;130;1177;446;0.06448278929073395
0.44285714285714284;633;139;1208;425;0.06439344642052115
0.44285714285714284;634;120;1231;406;0.06552168451117846
0.44285714285714284;635;148;1204;494;0.06594139658250762
0.44285714285714284;636;136;1212;465;0.06443511867297394
0.44285714285714284;637;146;1271;470;0.0643029613693998
0.44285714285714284;638;139;1301;439;0.06376721851015206
0.44285714285714284;639;115;1206;443;0.06379772068970413
0.44285714285714284;640;155;1211;446;0.06571959847100907
0.44285714285714284;641;144;1221;445;0.06405998037133337
0.44285714285714284;642;158;1255;455;0.06430998687401857
0.44285714285714284;643;119;1259;386;0.06372712923878149
0.44285714285714284;644;136;1225;430;0.06300694385387935
0.44285714285714284;645;146;1225;456;0.06269879947429258
0.44285714285714284;646;142;1216;454;0.06383341150757801
0.44285714285714284;647;160;1214;507;0.06346465145999071
0.44285714285714284;648;130;1241;439;0.06376991620849864
0.44285714285714284;649;148;1176;469;0.06318123724472863
0.44285714285714284;650;125;1211;421;0.06593289223244639
0.44285714285714284;651;110;1247;422;0.0636410064822296
0.44285714285714284;652;151;1214;452;0.06516247779886628
0.44285714285714284;653;130;1217;438;0.06352460147806975
0.44285714285714284;654;162;1180;492;0.06352089701360818
0.44285714285714284;655;148;1236;470;0.0630393235421751
0.44285714285714284;656;129;1226;457;0.06293709448149684
0.44285714285714284;657;134;1247;443;0.06508542512802297
0.44285714285714284;658;133;1198;423;0.0643768634922558
0.44285714285714284;659;141;1244;447;0.06405550609472141
0.44285714285714284;660;142;1256;471;0.06244746738247948
0.44285714285714284;661;138;1210;451;0.06650164077647785
0.44285714285714284;662;142;1177;466;0.06323080805668213
0.44285714285714284;663;114;1232;433;0.06526989543014684
0.44285714285714284;664;127;1216;430;0.0632132189229785
0.44285714285714284;665;124;1222;421;0.06443646115279679
0.44285714285714284;666;131;1207;402;0.06446982203641231
0.44285714285714284;667;138;1188;442;0.06392381256053574
0.44285714285714284;668;139;1203;434;0.06501752968787454
0.44285714285714284;669;136;1196;426;0.06340811202333774
0.44285714285714284;670;136;1242;439;0.06496882060472269
0.44285714285714284;671;139;1196;413;0.06453069726374351
0.44285714285714284;672;130;1200;461;0.06534705534357492
0.44285714285714284;673;146;1273;499;0.06429482415692662
0.44285714285714284;674;160;1193;509;0.0649548151501024
0.44285714285714284;675;154;1235;468;0.06597619625869415
0.44285714285714284;676;146;1217;475;0.06288938112307065
0.44285714285714284;677;162;1246;465;0.06321294485040313
0.44285714285714284;678;147;1199;482;0.06558301438318614
0.44285714285714284;679;160;1221;486;0.06379425855486229
0.44285714285714284;680;144;1231;479;0.06570336261858233
0.44285714285714284;681;138;1158;433;0.06387476410165888
0.44285714285714284;682;140;1168;448;0.06377931021293574
0.44285714285714284;683;130;1239;452;0.06254970701356712
0.44285714285714284;684;162;1197;448;0.06313001749084744
0.44285714285714284;685;143;1163;451;0.06626633019188984
0.44285714285714284;686;128;1208;455;0.06254312749915367
0.44285714285714284;687;140;1178;462;0.06623354944551879
0.44285714285714284;688;117;1206;375;0.06268757818044766
0.44285714285714284;689;128;1225;466;0.0651327541313462
0.44285714285714284;690;146;1195;429;0.06257402998606992
0.44285714285714284;691;131;1247;435;0.06553566636011489
0.44285714285714284;692;147;1209;436;0.06410958134935917
0.44285714285714284;693;146;1217;437;0.0628816858543081
0.44285714285714284;694;126;1245;422;0.06443280647096417
0.44285714285714284;695;130;1221;429;0.062160270867042476
0.44285714285714284;696;136;1274;438;0.06295496867224137
0.44285714285714284;697;134;1218;462;0.06364080781093363
0.44285714285714284;698;141;1198;469;0.06497269904412144
0.44285714285714284;699;135;1216;435;0.06493685433368752
0.44285714285714284;700;134;1206;450;0.06456512250413227
0.44285714285714284;701;141;1267;468;0.06452653729081288
0.44285714285714284;702;140;1274;458;0.064297204832723
0.44285714285714284;703;133;1221;430;0.06455466285567237
0.44285714285714284;704;134;1194;440;0.06381082650972567
0.44285714285714284;705;149;1225;471;0.06342598630095568
0.44285714285714284;706;128;1197;393;0.06386646189388535
0.44285714285714284;707;139;1228;417;0.06317097644309448
0.44285714285714284;708;130;1185;437;0.06481667802798388
0.44285714285714284;709;140;1224;444;0.06312487565797231
0.44285714285714284;710;144;1226;440;0.06391731008691816
0.44285714285714284;711;145;1193;446;0.06467899517802798
0.44285714285714284;712;139;1214;436;0.06353386275930359
0.44285714285714284;713;135;1191;424;0.06329784123507975
0.44285714285714284;714;158;1208;484;0.06403533904219957
0.44285714285714284;715;150;1152;468;0.0634542602276223
0.44285714285714284;716;128;1206;444;0.06369029106189551
0.44285714285714284;717;150;1256;435;0.0636132158252785
0.44285714285714284;718;138;1289;451;0.06354257018497877
0.44285714285714284;719;142;1254;449;0.06502321159357724
0.44285714285714284;720;145;1263;443;0.06356732681293167
0.44285714285714284;721;148;1222;466;0.06295653414727843
0.44285714285714284;722;136;1196;412;0.06489303897394047
0.44285714285714284;723;138;1228;444;0.06429813436022451
0.44285714285714284;724;160;1234;491;0.0631995209021642
0.44285714285714284;725;150;1245;419;0.06569648749891434
0.44285714285714284;726;136;1198;430;0.06469373726610438
0.44285714285714284;727;129;1260;417;0.06455236590255474
0.44285714285714284;728;138;1234;438;0.06365592211981422
0.44285714285714284;729;145;1241;452;0.06303763183958574
0.44285714285714284;730;148;1179;478;0.06389933038527329
0.44285714285714284;731;154;1229;474;0.06449303414298906
0.44285714285714284;732;145;1224;421;0.06523147742579449
0.44285714285714284;733;147;1216;436;0.062201625572186156
0.44285714285714284;734;156;1264;444;0.06304057016462747
0.44285714285714284;735;155;1191;477;0.06457766956853965
0.44285714285714284;736;166;1213;497;0.06476850073365706
0.44285714285714284;737;145;1264;442;0.06226945393688849
0.44285714285714284;738;128;1217;441;0.06428862547122928
0.44285714285714284;739;123;1181;444;0.06358773802453838
0.44285714285714284;740;145;1230;488;0.06285297634160192
0.44285714285714284;741;144;1196;465;0.06469189107715685
0.44285714285714284;742;142;1246;449;0.06445008763339954
0.44285714285714284;743;137;1214;460;0.06420808616456834
0.44285714285714284;744;149;1261;480;0.06444714496325944
0.44285714285714284;745;144;1217;421;0.06386532513896509
0.44285714285714284;746;145;1216;438;0.06316412934862412
0.44285714285714284;747;141;1215;443;0.06441026494631287
0.44285714285714284;748;124;1208;439;0.06255240417974399
0.44285714285714284;749;134;1214;434;0.06515888799432322
0.44285714285714284;750;141;1203;427;0.06293140516399326
0.44285714285714284;751;144;1214;446;0.06413750922941995
0.44285714285714284;752;153;1187;491;0.065443838360528
0.44285714285714284;753;146;1218;487;0.0637543697428949
0.44285714285714284;754;136;1236;454;0.06554305015094118
0.44285714285714284;755;158;1218;508;0.06341762098632436
0.44285714285714284;756;143;1251;402;0.06470877748956973
0.44285714285714284;757;139;1219;427;0.06329017239685093
0.44285714285714284;758;147;1230;454;0.06430995558249551
0.44285714285714284;759;149;1205;480;0.06443360274052055
0.44285714285714284;760;135;1235;419;0.06537844476636034
0.44285714285714284;761;153;1187;446;0.06298997989114584
0.44285714285714284;762;143;1193;459;0.06360552117719773
0.44285714285714284;763;143;1208;456;0.0615504818623168
0.44285714285714284;764;123;1184;406;0.06477619327439589
0.44285714285714284;765;147;1228;442;0.06478515250420035
0.44285714285714284;766;134;1219;400;0.06307318018232899
0.44285714285714284;767;118;1200;413;0.06485328727051287
0.44285714285714284;768;157;1227;440;0.06355502148325085
0.44285714285714284;769;134;1214;390;0.06350858391117922
0.44285714285714284;770;128;1219;430;0.06411172358793019
0.44285714285714284;771;141;1209;482;0.06283382921952305
0.44285714285714284;772;139;1266;430;0.06428457471011888
0.44285714285714284;773;143;1287;466;0.0625639469112696
0.44285714285714284;774;147;1213;468;0.06501344486500983
0.44285714285714284;775;129;1223;448;0.06286612520692643
0.44285714285714284;776;150;1233;464;0.0652146060248807
0.44285714285714284;777;135;1175;457;0.06515627415464893
0.44285714285714284;778;131;1219;436;0.06326421462923089
0.44285714285714284;779;149;1225;461;0.06385085797359911
0.44285714285714284;780;150;1252;480;0.06403746205857265
0.44285714285714284;781;122;1253;461;0.06253624402149437
0.44285714285714284;782;134;1195;434;0.0648593434053799
0.44285714285714284;783;123;1226;419;0.06285028971646528
0.44285714285714284;784;152;1218;466;0.06576416019587111
0.44285714285714284;785;144;1216;433;0.06314540261487217
0.44285714285714284;786;159;1276;497;0.06431961179476978
0.44285714285714284;787;145;1195;454;0.06441858707127578
0.44285714285714284;788;152;1211;489;0.0636013947161056
0.44285714285714284;789;139;1229;423;0.0633169728056602
0.44285714285714284;790;156;1194;462;0.06554288563233522
0.44285714285714284;791;138;1186;458;0.06359895606705727
0.44285714285714284;792;138;1261;469;0.06277914496860909
0.44285714285714284;793;121;1234;432;0.06565551524460775
0.44285714285714284;794;136;1200;456;0.06487667612966105
0.44285714285714284;795;137;1210;413;0.0628308536406156
0.44285714285714284;796;140;1230;442;0.06385218258524497
0.44285714285714284;797;140;1240;430;0.06423497909565527
0.44285714285714284;798;138;1247;434;0.06439752226404058
0.44285714285714284;799;148;1247;450;0.06526052175855752
0.5571428571428572;800;158;1253;547;0.0759100318647089
0.5571428571428572;801;173;1197;538;0.07475628126256519
0.5571428571428572;802;169;1256;538;0.0778858280146261
0.5571428571428572;803;169;1240;499;0.07562669158191627
0.5571428571428572;804;156;1226;513;0.07528826481121922
0.5571428571428572;805;164;1248;562;0.0745986754863971
0.5571428571428572;806;149;1197;528;0.07692998617379648
0.5571428571428572;807;155;1227;543;0.07564756667537789
0.5571428571428572;808;161;1189;546;0.07407031035886194
0.5571428571428572;809;170;1218;551;0.07641942591529122
0.5571428571428572;810;165;1225;534;0.07633654927137824
0.5571428571428572;811;150;1146;488;0.07591578093365102
0.5571428571428572;812;167;1255;537;0.07610078052027794
0.5571428571428572;813;154;1186;489;0.0749036702584339
0.5571428571428572;814;155;1262;510;0.07579811796675824
0.5571428571428572;815;160;1261;574;0.07584146496458427
0.5571428571428572;816;171;1246;519;0.07581190888258892
0.5571428571428572;817;161;1208;495;0.07437913734967347
0.5571428571428572;818;156;1216;510;0.07634892035902408
0.5571428571428572;819;169;1186;555;0.07624143212303784
0.5571428571428572;820;174;1245;500;0.07585785171015677
0.5571428571428572;821;165;1251;572;0.07512798857447137
0.5571428571428572;822;196;1283;573;0.07702560239578879
0.5571428571428572;823;138;1212;473;0.07536443738379886
0.5571428571428572;824;176;1199;562;0.07462589723758564
0.5571428571428572;825;158;1237;517;0.07612864890578537
0.5571428571428572;826;163;1232;542;0.07596374968856152
0.5571428571428572;827;166;1188;516;0.07694457384854551
0.5571428571428572;828;149;1264;498;0.07471819077789668
0.5571428571428572;829;177;1220;541;0.07562024751519213
0.5571428571428572;830;172;1238;514;0.07533389760521257
0.5571428571428572;831;148;1261;487;0.07347174541868338
0.5571428571428572;832;162;1231;539;0.07511459668002679
0.5571428571428572;833;158;1195;498;0.0757895690460331
0.5571428571428572;834;188;1221;590;0.07378985988339234
0.5571428571428572;835;159;1213;493;0.07424519451133502
0.5571428571428572;836;137;1213;509;0.07606106756321876
0.5571428571428572;837;176;1167;544;0.07487338049422564
0.5571428571428572;838;164;1213;544;0.07640074687456747
0.5571428571428572;839;177;1247;560;0.0759866612354866
0.5571428571428572;840;145;1232;523;0.07508345846321912
0.5571428571428572;841;179;1215;534;0.07407979643192009
0.5571428571428572;842;168;1190;544;0.07510415057294798
0.5571428571428572;843;159;1240;544;0.07595259643386569
0.5571428571428572;844;168;1197;524;0.07556919207131761
0.5571428571428572;845;139;1181;495;0.07477768164855966
0.5571428571428572;846;167;1177;562;0.07527570118604257
0.5571428571428572;847;166;1228;530;0.07514589924744962
0.5571428571428572;848;172;1234;528;0.07407748281780291
0.5571428571428572;849;166;1212;523;0.07436233075325879
0.5571428571428572;850;150;1244;528;0.07539355652624598
0.5571428571428572;851;145;1204;497;0.07523480159318227
0.5571428571428572;852;145;1204;480;0.07564789642340333
0.5571428571428572;853;144;1230;536;0.07564052220622972
0.5571428571428572;854;164;1281;532;0.07493898659314163
0.5571428571428572;855;163;1185;526;0.07544795171262063
0.5571428571428572;856;152;1198;531;0.07657034027267375
0.5571428571428572;857;168;1182;571;0.07548767535897646
0.5571428571428572;858;151;1274;509;0.07485195885772444
0.5571428571428572;859;180;1213;535;0.07426525756054124
0.5571428571428572;860;150;1223;504;0.07731810577285887
0.5571428571428572;861;155;1208;563;0.0743586319410014
0.5571428571428572;862;160;1256;535;0.07663381135226195
0.5571428571428572;863;165;1237;524;0.07461948949508382
0.5571428571428572;864;165;1218;525;0.07503477525125822
0.5571428571428572;865;151;1222;518;0.07469132289146349
0.5571428571428572;866;166;1181;537;0.07463374907833556
0.5571428571428572;867;156;1201;556;0.07518021825670662
0.5571428571428572;868;151;1226;509;0.0752705182277663
0.5571428571428572;869;166;1242;561;0.07513233002052198
0.5571428571428572;870;164;1220;520;0.07693411295429667
0.5571428571428572;871;159;1225;517;0.07580999163964024
0.5571428571428572;872;160;1229;520;0.07533399375197386
0.5571428571428572;873;152;1146;516;0.07719698169929916
0.5571428571428572;874;158;1177;460;0.07459186965972808
0.5571428571428572;875;158;1223;497;0.07562291106642328
0.5571428571428572;876;158;1208;548;0.0769484749754654
0.5571428571428572;877;148;1237;538;0.07591106490142446
0.5571428571428572;878;150;1188;515;0.07488592401307864
0.5571428571428572;879;141;1236;519;0.07666096880508803
0.5571428571428572;880;155;1224;582;0.07572607028492402
0.5571428571428572;881;159;1217;476;0.07538677950918429
0.5571428571428572;882;154;1227;530;0.0747975275641012
0.5571428571428572;883;161;1241;538;0.07505232441270594
0.5571428571428572;884;156;1223;495;0.07472655435925583
0.5571428571428572;885;174;1203;532;0.07627198987428828
0.5571428571428572;886;148;1218;494;0.07448506504801918
0.5571428571428572;887;172;1218;533;0.0753840723431575
0.5571428571428572;888;151;1202;509;0.07429641782653001
0.5571428571428572;889;148;1182;509;0.07679593374914628
0.5571428571428572;890;148;1204;468;0.07387892799693448
0.5571428571428572;891;151;1247;481;0.07537324005687608
0.5571428571428572;892;169;1250;509;0.07539332636353402
0.5571428571428572;893;175;1215;545;0.07592149009413272
0.5571428571428572;894;144;1214;509;0.07401334619993803
0.5571428571428572;895;160;1255;521;0.07611745661110908
0.5571428571428572;896;174;1239;577;0.07700844201447934
0.5571428571428572;897;160;1209;493;0.07687120697307066
0.5571428571428572;898;164;1232;536;0.07621805088031677
0.5571428571428572;899;158;1224;502;0.07680425319644549
0.5571428571428572;900;171;1225;531;0.07597922486334505
0.5571428571428572;901;172;1254;530;0.07452053453695455
0.5571428571428572;902;158;1214;540;0.07558468495972143
0.5571428571428572;903;172;1243;521;0.07484872158565478
0.5571428571428572;904;148;1167;486;0.07751002250234675
0.5571428571428572;905;151;1240;482;0.07481261182065606
0.5571428571428572;906;188;1221;531;0.07314567522569979
0.5571428571428572;907;187;1184;541;0.07511771810436894
0.5571428571428572;908;144;1201;488;0.07506677088724659
0.5571428571428572;909;153;1239;522;0.07405749851831767
0.5571428571428572;910;157;1237;547;0.07600073282206285
0.5571428571428572;911;169;1237;547;0.07589294791990783
0.5571428571428572;912;135;1209;454;0.07495195670864101
0.5571428571428572;913;152;1195;537;0.07446619507632665
0.5571428571428572;914;155;1230;529;0.0750663181793583
0.5571428571428572;915;157;1269;527;0.07484355455262018
0.5571428571428572;916;163;1248;530;0.07521920173589712
0.5571428571428572;917;160;1196;512;0.07326456262059708
0.5571428571428572;918;144;1256;498;0.0740130960274364
0.5571428571428572;919;167;1177;493;0.07727901941223146
0.5571428571428572;920;180;1226;515;0.0748846379835727
0.5571428571428572;921;163;1198;532;0.07638406218207192
0.5571428571428572;922;160;1237;538;0.07616543923210117
0.5571428571428572;923;165;1300;533;0.07610853899303807
0.5571428571428572;924;163;1222;542;0.07608370684047017
0.5571428571428572;925;152;1210;490;0.07600117182949671
0.5571428571428572;926;180;1212;548;0.07683940776381454
0.5571428571428572;927;172;1207;563;0.07714094442308829
0.5571428571428572;928;166;1194;529;0.07503871643724788
0.5571428571428572;929;148;1242;485;0.07590227983353931
0.5571428571428572;930;155;1185;513;0.07430160521165735
0.5571428571428572;931;177;1201;548;0.07295532777424028
0.5571428571428572;932;166;1219;522;0.0740939987454067
0.5571428571428572;933;160;1204;527;0.07673751407305661
0.5571428571428572;934;157;1236;523;0.07630178833438031
0.5571428571428572;935;159;1208;521;0.07486742287898641
0.5571428571428572;936;168;1202;507;0.07627631158368252
0.5571428571428572;937;143;1229;471;0.0746452182858365
0.5571428571428572;938;182;1228;533;0.07679518360297534
0.5571428571428572;939;169;1208;541;0.07682127232967227
0.5571428571428572;940;152;1200;502;0.07397968778202117
0.5571428571428572;941;158;1186;501;0.07551352568625296
0.5571428571428572;942;144;1171;502;0.07488555261925958
0.5571428571428572;943;156;1183;567;0.07709640407058022
0.5571428571428572;944;174;1245;515;0.07378637459742285
0.5571428571428572;945;163;1192;568;0.07407581106409594
0.5571428571428572;946;147;1180;498;0.07609023821729091
0.5571428571428572;947;150;1166;518;0.07574909717021076
0.5571428571428572;948;157;1240;464;0.07488490998855521
0.5571428571428572;949;149;1194;514;0.07563301504123623
0.5571428571428572;950;156;1250;515;0.07702380463296489
0.5571428571428572;951;177;1231;579;0.07554499113641967
0.5571428571428572;952;143;1221;510;0.0741264344669846
0.5571428571428572;953;155;1245;529;0.07578375237897325
0.5571428571428572;954;183;1230;560;0.07672762646419318
0.5571428571428572;955;157;1227;544;0.07715661790532286
0.5571428571428572;956;153;1204;499;0.07642526210902291
0.5571428571428572;957;156;1246;531;0.07524474204265437
0.5571428571428572;958;179;1201;537;0.07666080728976776
0.5571428571428572;959;182;1230;531;0.07449124056301835
0.5571428571428572;960;162;1209;530;0.07451406630303557
0.5571428571428572;961;158;1243;509;0.07417153183730342
0.5571428571428572;962;171;1213;545;0.07403040549952697
0.5571428571428572;963;163;1211;556;0.07461879306182226
0.5571428571428572;964;154;1174;526;0.07429825408279353
0.5571428571428572;965;184;1186;559;0.07554183209134739
0.5571428571428572;966;173;1229;477;0.07592244044548827
0.5571428571428572;967;162;1236;515;0.07518399658182227
0.5571428571428572;968;172;1226;568;0.07600855786258984
0.5571428571428572;969;177;1216;555;0.07447241622267879
0.5571428571428572;970;158;1206;530;0.07426068605537893
0.5571428571428572;971;140;1253;496;0.07637020662950617
0.5571428571428572;972;153;1192;502;0.074626446295634
0.5571428571428572;973;159;1245;481;0.07430687184700484
0.5571428571428572;974;155;1184;515;0.07447081683066964
0.5571428571428572;975;157;1216;533;0.07591864832052828
0.5571428571428572;976;165;1193;520;0.07450776794062956
0.5571428571428572;977;180;1226;571;0.07608362678823108
0.5571428571428572;978;170;1216;564;0.07572560987947002
0.5571428571428572;979;140;1230;482;0.07388138002939054
0.5571428571428572;980;167;1191;533;0.0765628155605073
0.5571428571428572;981;160;1303;528;0.07542675930063299
0.5571428571428572;982;175;1218;592;0.07533625794889576
0.5571428571428572;983;162;1201;543;0.07637457150040032
0.5571428571428572;984;150;1213;524;0.07522610981181849
0.5571428571428572;985;156;1241;514;0.0760804420570502
0.5571428571428572;986;167;1187;519;0.07530625735360635
0.5571428571428572;987;156;1233;504;0.07455896131989095
0.5571428571428572;988;167;1208;546;0.07671877395889137
0.5571428571428572;989;164;1207;535;0.0759304366444218
0.5571428571428572;990;163;1213;553;0.07666727374559354
0.5571428571428572;991;173;1270;580;0.07674698714246317
0.5571428571428572;992;165;1224;574;0.07585861586744452
0.5571428571428572;993;167;1219;557;0.07652965104265472
0.5571428571428572;994;166;1208;527;0.07481815518755419
0.5571428571428572;995;169;1197;535;0.0745136462522064
0.5571428571428572;996;158;1246;531;0.07564703068084387
0.5571428571428572;997;168;1176;542;0.0764230649383505
0.5571428571428572;998;155;1221;517;0.07652719831357578
0.5571428571428572;999;154;1219;503;0.07616952108344441
0.6714285714285715;1000;177;1239;583;0.08625571805327925
0.6714285714285715;1001;186;1186;573;0.08773626759155677
0.6714285714285715;1002;184;1259;624;0.08826910972501568
0.6714285714285715;1003;179;1207;620;0.0857174583045072
0.6714285714285715;1004;196;1259;595;0.08702204342152861
0.6714285714285715;1005;213;1234;650;0.08735347691983686
0.6714285714285715;1006;166;1211;579;0.08629444074859131
0.6714285714285715;1007;203;1202;589;0.08442918596189063
0.6714285714285715;1008;180;1200;570;0.08575374376445205
0.6714285714285715;1009;178;1195;570;0.0871911339994711
0.6714285714285715;1010;185;1247;618;0.08635584636230101
0.6714285714285715;1011;174;1234;612;0.08620151039520953
0.6714285714285715;1012;201;1227;659;0.08443963354478817
0.6714285714285715;1013;183;1214;579;0.08701742421834198
0.6714285714285715;1014;194;1206;626;0.08615272277572922
0.6714285714285715;1015;196;1234;614;0.08719593692492592
0.6714285714285715;1016;172;1233;607;0.08828513353087808
0.6714285714285715;1017;190;1237;593;0.08501200478839771
0.6714285714285715;1018;181;1202;618;0.086462604917028
0.6714285714285715;1019;190;1214;644;0.086969332797934
0.6714285714285715;1020;197;1179;599;0.0866420397324254
0.6714285714285715;1021;181;1196;630;0.08724715962128099
0.6714285714285715;1022;185;1212;614;0.08607435837846389
0.6714285714285715;1023;175;1219;557;0.08578752953743307
0.6714285714285715;1024;196;1219;595;0.08764910327782519
0.6714285714285715;1025;166;1217;571;0.08698410004683622
0.6714285714285715;1026;192;1210;627;0.08606472371385739
0.6714285714285715;1027;185;1216;584;0.08556057903931666
0.6714285714285715;1028;183;1232;589;0.08755788849089809
0.6714285714285715;1029;202;1224;637;0.0871956161728798
0.6714285714285715;1030;173;1240;605;0.08740404984053592
0.6714285714285715;1031;188;1205;589;0.0858542547469027
0.6714285714285715;1032;183;1259;650;0.08761408423966702
0.6714285714285715;1033;165;1212;558;0.08758047648962754
0.6714285714285715;1034;177;1258;595;0.0871290941017547
0.6714285714285715;1035;185;1192;583;0.08690861461383258
0.6714285714285715;1036;179;1203;613;0.0870272452073309
0.6714285714285715;1037;199;1200;626;0.08665778353246478
0.6714285714285715;1038;180;1289;589;0.08576331966614664
0.6714285714285715;1039;178;1202;632;0.08738699551641073
0.6714285714285715;1040;178;1206;604;0.08666365688660947
0.6714285714285715;1041;185;1203;615;0.08508622056712384
0.6714285714285715;1042;175;1183;580;0.08660400975612786
0.6714285714285715;1043;197;1186;613;0.0871907964366002
0.6714285714285715;1044;170;1191;598;0.08614770180855888
0.6714285714285715;1045;171;1187;632;0.08635322997061326
0.6714285714285715;1046;177;1239;634;0.08652215092167387
0.6714285714285715;1047;188;1186;595;0.0865598556454468
0.6714285714285715;1048;182;1244;601;0.08579247128433894
0.6714285714285715;1049;201;1230;617;0.0849109480933828
0.6714285714285715;1050;177;1200;584;0.0864158288896736
0.6714285714285715;1051;196;1230;586;0.08520530216736857
0.6714285714285715;1052;191;1227;600;0.08766699367535723
0.6714285714285715;1053;175;1214;607;0.08601774821705374
0.6714285714285715;1054;163;1235;587;0.08667895536448755
0.6714285714285715;1055;153;1215;515;0.08624888665250073
0.6714285714285715;1056;188;1183;579;0.08819455049231768
0.6714285714285715;1057;162;1218;539;0.08755872102185062
0.6714285714285715;1058;222;1198;648;0.08693698919457682
0.6714285714285715;1059;198;1231;631;0.08632627844614865
0.6714285714285715;1060;182;1185;605;0.0843767533565437
0.6714285714285715;1061;192;1222;606;0.08682136659918271
0.6714285714285715;1062;173;1273;606;0.08495489317631791
0.6714285714285715;1063;178;1226;638;0.08729338175276646
0.6714285714285715;1064;188;1235;629;0.08631721544960073
0.6714285714285715;1065;203;1246;631;0.08727301164407356
0.6714285714285715;1066;183;1255;590;0.08537580627655461
0.6714285714285715;1067;165;1238;608;0.08675069234826607
